,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,21.537,13.881,18.600,1.00,0.00,0.35316107
1,22.600,13.720,18.856,1.00,0.00,0.57166958
2,21.177,15.254,18.316,1.00,0.00,0.27161970
3,21.117,12.977,17.413,1.00,0.00,0.38741169
4,21.609,12.022,17.609,1.00,0.00,0.60973289
5,21.614,13.575,16.239,1.00,0.00,0.52912729
6,22.236,14.227,16.570,1.00,0.00,0.54442505
7,19.627,12.761,17.210,1.00,0.00,0.35160371
8,19.252,13.700,16.798,1.00,0.00,0.43022552
9,19.428,11.800,16.181,1.00,0.00,0.54305023
10,19.397,12.311,15.370,1.00,0.00,0.90108618
11,18.856,12.501,18.412,1.00,0.00,0.31574395
12,18.807,11.436,18.647,1.00,0.00,0.50483970
13,19.316,13.397,19.602,1.00,0.00,0.28332454
14,18.924,14.416,19.589,1.00,0.00,0.23944971
15,20.767,13.401,19.772,1.00,0.00,0.41814253
16,18.914,12.838,20.963,1.00,0.00,0.39691146
17,17.921,13.226,21.201,1.00,0.00,0.44402805
18,19.556,13.333,21.695,1.00,0.00,0.55718384
19,18.953,11.433,21.071,1.00,0.00,0.56618037
20,19.727,11.098,20.612,1.00,0.00,0.87488405
21,22.731,19.029,18.345,1.00,0.00,0.36260334
22,23.280,19.980,18.463,1.00,0.00,0.57824064
23,21.353,19.384,18.069,1.00,0.00,0.29102417
24,23.377,18.081,17.333,1.00,0.00,0.39638188
25,24.350,17.761,17.712,1.00,0.00,0.60319107
26,23.463,18.672,16.022,1.00,0.00,0.55866217
27,22.629,18.977,15.658,1.00,0.00,0.81555972
28,22.517,16.849,17.164,1.00,0.00,0.35442237
29,21.564,17.112,16.700,1.00,0.00,0.46650091
30,23.192,15.852,16.396,1.00,0.00,0.53045140
31,23.639,16.425,15.769,1.00,0.00,0.84852616
32,22.256,16.225,18.490,1.00,0.00,0.30680554
33,23.162,15.675,18.754,1.00,0.00,0.49814119
34,21.980,17.137,19.702,1.00,0.00,0.30367208
35,20.940,17.441,19.566,1.00,0.00,0.24783379
36,22.831,18.294,19.644,1.00,0.00,0.44594035
37,22.142,16.492,21.106,1.00,0.00,0.41796860
38,22.014,17.285,21.846,1.00,0.00,0.58182851
39,23.058,15.905,21.191,1.00,0.00,0.61966574
40,21.144,15.581,21.379,1.00,0.00,0.44253740
41,20.941,14.995,20.646,1.00,0.00,0.37472156
42,18.585,22.485,18.390,1.00,0.00,0.35099874
43,18.212,23.518,18.518,1.00,0.00,0.56806641
44,17.577,21.608,17.785,1.00,0.00,0.29906414
45,19.728,22.610,17.352,1.00,0.00,0.38414224
46,20.449,23.313,17.772,1.00,0.00,0.59981746
47,19.275,23.209,16.090,1.00,0.00,0.55293612
48,19.923,22.990,15.417,1.00,0.00,0.84281013
49,20.343,21.258,17.081,1.00,0.00,0.35208028
50,19.574,20.618,16.644,1.00,0.00,0.47413003
51,21.334,21.480,16.051,1.00,0.00,0.54113241
52,22.058,21.965,16.453,1.00,0.00,0.87731229
53,20.908,20.738,18.359,1.00,0.00,0.31387399
54,21.751,21.290,18.781,1.00,0.00,0.50748515
55,19.892,20.715,19.520,1.00,0.00,0.29218269
56,19.105,19.978,19.351,1.00,0.00,0.24164760
57,19.154,21.967,19.664,1.00,0.00,0.41506093
58,20.594,20.434,20.850,1.00,0.00,0.39671241
59,21.351,21.177,21.108,1.00,0.00,0.61985177
60,21.193,19.537,20.684,1.00,0.00,0.42080078
61,19.663,20.210,21.903,1.00,0.00,0.50333667
62,19.290,21.002,22.297,1.00,0.00,0.90158022
63,13.492,20.908,18.175,1.00,0.00,0.36381314
64,12.405,21.050,18.316,1.00,0.00,0.56759365
65,13.762,19.454,17.994,1.00,0.00,0.29313884
66,13.962,21.575,16.895,1.00,0.00,0.39805117
67,13.586,22.599,16.835,1.00,0.00,0.62319042
68,13.286,20.797,15.937,1.00,0.00,0.53166161
69,13.374,19.887,16.230,1.00,0.00,0.53266563
70,15.507,21.433,16.801,1.00,0.00,0.35774507
71,15.621,20.350,16.713,1.00,0.00,0.44727293
72,15.863,22.054,15.623,1.00,0.00,0.54744224
73,15.236,21.735,14.969,1.00,0.00,0.86231338
74,16.144,21.838,18.009,1.00,0.00,0.31823436
75,15.952,22.904,18.152,1.00,0.00,0.52496590
76,15.719,21.223,19.305,1.00,0.00,0.29416136
77,15.790,20.134,19.303,1.00,0.00,0.25025180
78,14.244,21.460,19.346,1.00,0.00,0.44212131
79,16.321,21.629,20.578,1.00,0.00,0.38829873
80,17.339,21.250,20.693,1.00,0.00,0.41733762
81,15.649,21.173,21.308,1.00,0.00,0.55171167
82,16.275,23.096,20.729,1.00,0.00,0.56199679
83,17.167,23.423,20.871,1.00,0.00,0.86603468
84,12.357,15.555,18.777,1.00,0.00,0.36133993
85,11.703,14.695,19.008,1.00,0.00,0.57878595
86,13.718,15.189,18.399,1.00,0.00,0.28699252
87,11.755,16.299,17.583,1.00,0.00,0.39423170
88,10.798,16.742,17.866,1.00,0.00,0.59779520
89,11.678,15.352,16.507,1.00,0.00,0.54420960
90,12.482,14.828,16.523,1.00,0.00,0.54354013
91,12.587,17.580,17.211,1.00,0.00,0.35946086
92,13.604,17.212,17.059,1.00,0.00,0.46063934
93,12.097,18.135,16.035,1.00,0.00,0.54463097
94,12.007,17.385,15.443,1.00,0.00,0.85482189
95,12.612,18.590,18.339,1.00,0.00,0.32356113
96,11.632,19.072,18.341,1.00,0.00,0.53540515
97,13.110,17.779,19.608,1.00,0.00,0.29434824
98,14.098,17.386,19.360,1.00,0.00,0.24759926
99,12.253,16.542,19.802,1.00,0.00,0.44087480
100,13.175,18.458,20.961,1.00,0.00,0.39403696
101,14.038,19.128,20.968,1.00,0.00,0.43223766
102,13.353,17.706,21.733,1.00,0.00,0.54960286
103,11.979,19.172,21.192,1.00,0.00,0.56728155
104,11.183,18.636,21.153,1.00,0.00,0.92338294
105,16.398,11.948,18.504,1.00,0.00,0.35916781
106,16.946,10.990,18.577,1.00,0.00,0.55896275
107,17.466,12.968,18.098,1.00,0.00,0.28887182
108,15.308,11.957,17.524,1.00,0.00,0.38641499
109,14.493,11.266,17.749,1.00,0.00,0.59881222
110,15.915,11.609,16.185,1.00,0.00,0.54763420
111,16.150,10.681,16.262,1.00,0.00,0.90832938
112,14.647,13.287,17.368,1.00,0.00,0.35187479
113,15.381,14.056,17.123,1.00,0.00,0.45089758
114,13.659,13.369,16.311,1.00,0.00,0.53525875
115,13.945,12.689,15.697,1.00,0.00,0.86350287
116,14.031,13.764,18.697,1.00,0.00,0.30968396
117,13.160,13.123,18.850,1.00,0.00,0.50758268
118,15.012,13.648,19.805,1.00,0.00,0.28705993
119,15.650,14.534,19.787,1.00,0.00,0.24460794
120,15.803,12.369,19.789,1.00,0.00,0.41076088
121,14.450,13.686,21.196,1.00,0.00,0.39679613
122,14.037,14.663,21.455,1.00,0.00,0.49760622
123,15.240,13.535,21.935,1.00,0.00,0.55329967
124,13.419,12.675,21.355,1.00,0.00,0.57190631
125,13.075,12.639,22.251,1.00,0.00,0.96637217
126,17.344,16.855,24.013,1.00,0.00,0.47617804
127,17.123,17.500,24.789,1.00,0.00,0.66579349
128,18.273,16.416,24.122,1.00,0.00,0.61666048
