,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.488,12.931,18.929,1.00,0.00,0.35593674
1,14.634,11.858,19.147,1.00,0.00,0.56264315
2,15.787,13.541,18.474,1.00,0.00,0.30537955
3,13.473,13.075,17.832,1.00,0.00,0.40152947
4,12.499,12.782,18.230,1.00,0.00,0.60721995
5,13.894,12.418,16.623,1.00,0.00,0.55677383
6,14.269,11.559,16.834,1.00,0.00,0.86060446
7,13.348,14.553,17.467,1.00,0.00,0.36855101
8,14.324,14.866,17.090,1.00,0.00,0.51939356
9,12.366,14.676,16.379,1.00,0.00,0.55701602
10,12.327,15.589,16.083,1.00,0.00,0.78688943
11,12.936,15.322,18.747,1.00,0.00,0.31674791
12,11.935,15.061,19.097,1.00,0.00,0.50282352
13,13.878,15.037,19.932,1.00,0.00,0.28407759
14,14.846,15.453,19.646,1.00,0.00,0.25041593
15,13.951,13.546,20.101,1.00,0.00,0.42007254
16,13.432,15.633,21.275,1.00,0.00,0.37591707
17,13.324,16.715,21.177,1.00,0.00,0.38651588
18,14.213,15.404,22.004,1.00,0.00,0.50430119
19,12.236,14.992,21.692,1.00,0.00,0.56407007
20,12.379,14.124,22.077,1.00,0.00,0.91488944
21,19.801,13.225,19.188,1.00,0.00,0.34580806
22,20.772,12.725,19.355,1.00,0.00,0.55238959
23,19.811,14.595,18.694,1.00,0.00,0.27864733
24,19.255,12.428,17.995,1.00,0.00,0.38708233
25,19.256,11.384,18.313,1.00,0.00,0.59965006
26,20.096,12.696,16.841,1.00,0.00,0.53439174
27,20.132,13.648,16.727,1.00,0.00,0.54784603
28,17.862,12.797,17.676,1.00,0.00,0.36117178
29,17.865,13.802,17.249,1.00,0.00,0.50079932
30,17.409,11.783,16.756,1.00,0.00,0.55208733
31,17.677,12.085,15.885,1.00,0.00,0.91434104
32,16.972,12.745,18.956,1.00,0.00,0.31394362
33,16.741,11.710,19.216,1.00,0.00,0.50344883
34,17.557,13.424,20.235,1.00,0.00,0.29381237
35,17.592,14.503,20.072,1.00,0.00,0.24909934
36,19.019,13.117,20.460,1.00,0.00,0.42855302
37,16.802,13.189,21.440,1.00,0.00,0.38581411
38,15.936,13.848,21.529,1.00,0.00,0.44121854
39,17.421,13.372,22.322,1.00,0.00,0.56272442
40,16.475,11.777,21.590,1.00,0.00,0.56090118
41,17.290,11.295,21.750,1.00,0.00,0.92306665
42,22.564,17.658,18.456,1.00,0.00,0.35162279
43,23.524,18.201,18.396,1.00,0.00,0.56421453
44,21.466,18.599,18.455,1.00,0.00,0.28643985
45,22.527,16.755,17.293,1.00,0.00,0.38838798
46,23.353,16.051,17.412,1.00,0.00,0.59350441
47,22.607,17.658,16.137,1.00,0.00,0.54452769
48,21.780,18.097,15.924,1.00,0.00,0.78607268
49,21.266,15.910,17.289,1.00,0.00,0.35290930
50,20.448,16.593,17.052,1.00,0.00,0.48571644
51,21.437,14.982,16.231,1.00,0.00,0.53147477
52,22.305,15.171,15.867,1.00,0.00,0.83544074
53,21.151,15.168,18.611,1.00,0.00,0.30705390
54,21.824,14.310,18.556,1.00,0.00,0.49922544
55,21.349,16.108,19.821,1.00,0.00,0.29226022
56,20.496,16.789,19.785,1.00,0.00,0.25025262
57,22.626,16.850,19.685,1.00,0.00,0.43761614
58,21.471,15.360,21.170,1.00,0.00,0.40460991
59,20.465,15.177,21.553,1.00,0.00,0.48186036
60,22.042,16.058,21.785,1.00,0.00,0.58317886
61,22.164,14.142,21.123,1.00,0.00,0.55486846
62,23.022,14.385,20.769,1.00,0.00,0.88454231
63,20.126,22.392,19.157,1.00,0.00,0.35645175
64,19.946,23.469,19.328,1.00,0.00,0.56227415
65,18.856,21.660,18.802,1.00,0.00,0.28500950
66,21.103,22.230,17.991,1.00,0.00,0.39112372
67,22.028,22.761,18.225,1.00,0.00,0.60908918
68,20.467,22.763,16.781,1.00,0.00,0.53974329
69,19.513,22.658,16.786,1.00,0.00,0.55079716
70,21.465,20.774,17.654,1.00,0.00,0.35557719
71,20.588,20.258,17.256,1.00,0.00,0.48698210
72,22.534,20.848,16.629,1.00,0.00,0.54803277
73,22.111,21.178,15.833,1.00,0.00,0.89796253
74,21.802,20.001,18.868,1.00,0.00,0.31489351
75,22.870,20.088,19.077,1.00,0.00,0.50672566
76,20.956,20.380,20.161,1.00,0.00,0.29606010
77,20.009,19.869,19.975,1.00,0.00,0.24892100
