,effective-born-radii
0,0.35593674
1,0.56264315
2,0.30537955
3,0.40152947
4,0.60721995
5,0.55677383
6,0.86060446
7,0.36855101
8,0.51939356
9,0.55701602
10,0.78688943
11,0.31674791
12,0.50282352
13,0.28407759
14,0.25041593
15,0.42007254
16,0.37591707
17,0.38651588
18,0.50430119
19,0.56407007
20,0.91488944
21,0.34580806
22,0.55238959
23,0.27864733
24,0.38708233
25,0.59965006
26,0.53439174
27,0.54784603
28,0.36117178
29,0.50079932
30,0.55208733
31,0.91434104
32,0.31394362
33,0.50344883
34,0.29381237
35,0.24909934
36,0.42855302
37,0.38581411
38,0.44121854
39,0.56272442
40,0.56090118
41,0.92306665
42,0.35162279
43,0.56421453
44,0.28643985
45,0.38838798
46,0.59350441
47,0.54452769
48,0.78607268
49,0.35290930
50,0.48571644
51,0.53147477
52,0.83544074
53,0.30705390
54,0.49922544
55,0.29226022
56,0.25025262
57,0.43761614
58,0.40460991
59,0.48186036
60,0.58317886
61,0.55486846
62,0.88454231
63,0.35645175
64,0.56227415
65,0.28500950
66,0.39112372
67,0.60908918
68,0.53974329
69,0.55079716
70,0.35557719
71,0.48698210
72,0.54803277
73,0.89796253
74,0.31489351
75,0.50672566
76,0.29606010
77,0.24892100
78,0.43690153
79,0.39445059
80,0.47013692
81,0.56106631
82,0.57164684
83,0.92793146
84,0.35436312
85,0.56644223
86,0.29158164
87,0.39516948
88,0.60513867
89,0.55100369
90,0.58180972
91,0.35576669
92,0.46184315
93,0.53724261
94,0.84578619
95,0.31441654
96,0.51036220
97,0.29255050
98,0.25358538
99,0.41924574
100,0.40315103
101,0.47762438
102,0.59483337
103,0.55692143
104,0.92980786
105,0.36398893
106,0.57359702
107,0.30941825
108,0.39615578
109,0.60329416
110,0.55737688
111,0.81159529
112,0.35312304
113,0.49500220
114,0.53406923
115,0.86216871
116,0.31269346
117,0.51136617
118,0.29609674
119,0.25149396
120,0.45043277
121,0.39407816
122,0.45469183
123,0.56984469
124,0.56916529
125,0.96034866
126,0.44127666
127,0.57225142
128,0.56361478
129,0.63357747
130,0.31588387
131,0.43852878
132,0.35796650
133,0.30323199
134,0.58229865
135,0.45157545
136,0.23520822
137,0.24253526
138,0.24630189
139,0.22735509
140,0.22918301
141,0.23423720
142,0.33193093
143,0.37014802
144,0.53417618
145,0.36542467
