,effective-born-radii
0,0.35340897
1,0.57785708
2,0.27855561
3,0.38202814
4,0.60245376
5,0.53157393
6,0.53866687
7,0.34437631
8,0.40202028
9,0.53754526
10,0.86984039
11,0.31710525
12,0.52543095
13,0.32082066
14,0.37330025
15,0.44481572
16,0.43138734
17,0.54740677
18,0.61597540
19,0.57147060
20,0.87500045
21,0.35430266
22,0.56352128
23,0.27492175
24,0.38057391
25,0.59653302
26,0.54171347
27,0.58476859
28,0.33545756
29,0.38343076
30,0.53670787
31,0.82467106
32,0.31046802
33,0.51736838
34,0.31306966
35,0.34282291
36,0.43301355
37,0.42493137
38,0.49308747
39,0.62456080
40,0.57347379
41,0.87147902
42,0.35091315
43,0.56907757
44,0.28455381
45,0.38441380
46,0.59792389
47,0.54115852
48,0.59749901
49,0.33801993
50,0.38286524
51,0.53043571
52,0.80578566
53,0.30866237
54,0.50460433
55,0.32267314
56,0.38570865
57,0.44000267
58,0.42422855
59,0.52242612
60,0.62883615
61,0.58141084
62,0.81359229
63,0.34761261
64,0.55149033
65,0.28931046
66,0.39386759
67,0.59424832
68,0.55670864
69,0.71886256
70,0.36186441
71,0.46922013
72,0.54759672
73,0.92809581
74,0.30909296
75,0.49324680
76,0.30131797
77,0.29386674
78,0.41087542
79,0.41839996
80,0.50789179
81,0.61811494
82,0.57563895
83,0.95529000
84,0.35178718
85,0.55712991
86,0.27482897
87,0.39633417
88,0.61126953
89,0.53708394
90,0.78583549
91,0.34933464
92,0.41148416
93,0.54719069
94,0.80206133
95,0.31867696
96,0.52210785
97,0.31343358
98,0.29547782
99,0.44180721
100,0.42299564
101,0.50748170
102,0.62253478
103,0.56077651
104,0.95052175
105,0.35776337
106,0.56368823
107,0.27861649
108,0.38991347
109,0.60266061
110,0.53388771
111,0.52618097
112,0.34845607
113,0.44887793
114,0.53275975
115,0.88528095
116,0.30661798
117,0.49991997
118,0.30811609
119,0.33309940
120,0.43112907
121,0.42161705
122,0.52797466
123,0.61981278
124,0.56455274
125,0.90299372
126,0.40506095
127,0.51934975
128,0.54559657
129,0.26292895
130,0.25166747
131,0.26931535
132,0.24390728
133,0.26505713
134,0.24671249
135,0.36034551
136,0.48700106
137,0.49501304
138,0.47186538
