,effective-born-radii
0,0.35947453
1,0.58020119
2,0.28130559
3,0.38668212
4,0.60110483
5,0.54326579
6,0.80067741
7,0.33273221
8,0.37359984
9,0.53381132
10,0.87953660
11,0.31033735
12,0.51810505
13,0.29972484
14,0.25220840
15,0.43348755
16,0.40817508
17,0.47851523
18,0.58413701
19,0.58089671
20,0.97991849
21,0.35749803
22,0.56674501
23,0.27321604
24,0.38639444
25,0.60301998
26,0.53092054
27,0.90610860
28,0.35418907
29,0.45591499
30,0.54742261
31,0.88109342
32,0.31913214
33,0.52797725
34,0.29385958
35,0.24902853
36,0.44273641
37,0.39592905
38,0.41704629
39,0.57155171
40,0.56798584
41,0.83466841
42,0.36435399
43,0.57298215
44,0.28532201
45,0.39262522
46,0.61553769
47,0.54600495
48,0.75480353
49,0.34992739
50,0.45090050
51,0.53469024
52,0.58750012
53,0.30716656
54,0.49801704
55,0.29172105
56,0.24828952
57,0.43538444
58,0.39967830
59,0.47540947
60,0.58862757
61,0.56455681
62,0.90726169
63,0.34969562
64,0.55966338
65,0.27826509
66,0.38078461
67,0.58042017
68,0.55009276
69,0.66165534
70,0.36704568
71,0.49475837
72,0.54915162
73,0.94174145
74,0.30812213
75,0.49203657
76,0.29806885
77,0.25901091
78,0.43871711
79,0.40380495
80,0.44393535
81,0.59886337
82,0.57183805
83,0.95022942
84,0.35076712
85,0.56239355
86,0.27267112
87,0.38053695
88,0.59815526
89,0.54408160
90,0.88455433
91,0.34512411
92,0.41910805
93,0.53564690
94,0.83732157
95,0.30676703
96,0.50308021
97,0.28540744
98,0.24394864
99,0.42597364
100,0.39318908
101,0.45625823
102,0.55933190
103,0.57090969
104,0.84487956
105,0.35009877
106,0.55589020
107,0.26244897
108,0.38349000
109,0.60757259
110,0.53421286
111,0.93613680
112,0.33463345
113,0.32265445
114,0.53977446
115,0.85445341
116,0.30877098
117,0.50766651
118,0.29065063
119,0.25153261
120,0.42425090
121,0.40957839
122,0.46880906
123,0.59510470
124,0.56662416
125,0.90829921
126,0.38000191
127,0.62453531
128,0.40559669
129,0.42040177
130,0.28479697
131,0.38023385
132,0.32138109
133,0.21513058
134,0.22021094
135,0.22658600
136,0.21927322
137,0.22413787
138,0.21591164
139,0.30456189
140,0.44735673
141,0.39105228
142,0.32698851
143,0.39381666
144,0.39385649
145,0.42710110
146,0.60269195
147,0.62644168
148,0.48790538
149,0.61803872
150,0.65188063
151,0.66001643
