,effective-born-radii
0,0.34880687
1,0.56435270
2,0.27158718
3,0.38491531
4,0.58315888
5,0.56012831
6,0.86096258
7,0.33306094
8,0.34380687
9,0.52647497
10,0.86831506
11,0.30534485
12,0.50305083
13,0.30115926
14,0.25898148
15,0.42364996
16,0.40618392
17,0.46276116
18,0.59686375
19,0.57311884
20,0.92403275
21,0.35482692
22,0.56008286
23,0.26834291
24,0.37655435
25,0.59630183
26,0.53235881
27,0.63242732
28,0.32356726
29,0.30626372
30,0.53578120
31,0.88133429
32,0.31433685
33,0.52954607
34,0.29463491
35,0.24262984
36,0.44068060
37,0.38749565
38,0.36472646
39,0.56598687
40,0.54934827
41,0.93336480
42,0.34274952
43,0.54123231
44,0.28461127
45,0.38178785
46,0.60164237
47,0.54519566
48,0.86517209
49,0.34717252
50,0.44415325
51,0.54001946
52,0.84589582
53,0.30049257
54,0.48551647
55,0.29699405
56,0.25773077
57,0.41896623
58,0.39366485
59,0.40896793
60,0.58894555
61,0.56072155
62,0.89602042
63,0.35527741
64,0.55686914
65,0.27877058
66,0.38977423
67,0.59763731
68,0.54344682
69,0.86808137
70,0.34957321
71,0.43999638
72,0.55079844
73,0.74840236
74,0.31101399
75,0.49782190
76,0.31831176
77,0.36756396
78,0.43659186
79,0.43288899
80,0.53887480
81,0.63576984
82,0.57480242
83,0.97733450
84,0.35791924
85,0.55879237
86,0.27771650
87,0.38481461
88,0.60366999
89,0.53307316
90,0.84275616
91,0.34650876
92,0.44553991
93,0.53640714
94,0.57630773
95,0.30745809
96,0.49425735
97,0.30985274
98,0.31214556
99,0.44284299
100,0.42209060
101,0.54234270
102,0.62990463
103,0.55557324
104,0.95487404
105,0.35212001
106,0.56604423
107,0.27768666
108,0.38860290
109,0.60722400
110,0.55150424
111,0.69308668
112,0.35040475
113,0.48154243
114,0.53893845
115,0.67790939
116,0.30891273
117,0.50107716
118,0.29894794
119,0.25373844
120,0.43954296
121,0.40047928
122,0.46419648
123,0.58628443
124,0.56038086
125,0.90291545
126,0.42829664
127,0.50038907
128,0.57622609
129,0.36339017
130,0.51762278
131,0.27564063
132,0.25188036
133,0.24527658
134,0.26015038
135,0.26870561
136,0.24557636
137,0.26050319
138,0.24847186
139,0.38016470
140,0.48062257
141,0.57420786
142,0.45621877
