,effective-born-radii
0,0.35347146
1,0.55780992
2,0.27703953
3,0.38791060
4,0.60241442
5,0.53570201
6,0.52059618
7,0.35181135
8,0.49006364
9,0.53549249
10,0.86365110
11,0.31440405
12,0.51307866
13,0.29573182
14,0.27876807
15,0.42497424
16,0.41219155
17,0.48689966
18,0.60793123
19,0.57629556
20,0.88810721
21,0.35248054
22,0.55243566
23,0.26798674
24,0.38069515
25,0.60375560
26,0.52130845
27,0.46947187
28,0.33451643
29,0.37028057
30,0.53254401
31,0.87498980
32,0.30844990
33,0.50943090
34,0.31074564
35,0.32553575
36,0.43228695
37,0.42825384
38,0.52658506
39,0.61817379
40,0.56197545
41,0.89784926
42,0.35829556
43,0.57001907
44,0.27052696
45,0.38116041
46,0.60722221
47,0.51941955
48,0.84851836
49,0.31301323
50,0.28670408
51,0.49884196
52,0.85876290
53,0.30388276
54,0.50288931
55,0.31541544
56,0.33682045
57,0.44111984
58,0.42601982
59,0.52905588
60,0.62652587
61,0.55972733
62,0.92524343
63,0.35399411
64,0.57257913
65,0.28925757
66,0.39158252
67,0.60851507
68,0.53953908
69,0.58338693
70,0.34944377
71,0.44385539
72,0.52778617
73,0.54507851
74,0.30943240
75,0.50648818
76,0.29067024
77,0.25137701
78,0.42769251
79,0.40246632
80,0.47323813
81,0.57746625
82,0.56650698
83,0.84578271
84,0.36153409
85,0.57167088
86,0.30074796
87,0.39084528
88,0.60671113
89,0.54230220
90,0.53277804
91,0.35619165
92,0.47676979
93,0.53592993
94,0.88802539
95,0.32022426
96,0.52326235
97,0.29156507
98,0.25018207
99,0.44467401
100,0.38575274
101,0.42222918
102,0.55088248
103,0.55801623
104,0.86385051
105,0.36198754
106,0.57759790
107,0.31923370
108,0.39662642
109,0.60740750
110,0.54152501
111,0.57695769
112,0.36458106
113,0.51777288
114,0.53918329
115,0.88525500
116,0.32022148
117,0.51956906
118,0.29847920
119,0.26725676
120,0.41387009
121,0.40241291
122,0.61002910
123,0.56307059
124,0.44368939
125,0.88844324
126,0.35871748
127,0.57711137
128,0.29490841
129,0.39225772
130,0.60297500
131,0.53895108
132,0.53594462
133,0.35772798
134,0.51406699
135,0.53823948
136,0.88976574
137,0.32057006
138,0.52514781
139,0.29467893
140,0.26408790
141,0.43284122
142,0.38735343
143,0.46042158
144,0.58577831
145,0.54517910
146,0.93058623
147,0.47002870
148,0.57375001
149,0.66030589
150,0.63138082
151,0.36029425
152,0.49045672
153,0.41584593
154,0.27043985
155,0.37906852
156,0.26149511
157,0.23104250
158,0.24415090
159,0.24353066
160,0.25913989
161,0.23903538
162,0.38060169
163,0.33123956
164,0.31432243
165,0.50184920
166,0.43070551
167,0.43692984
168,0.59698453
169,0.62137949
