,effective-born-radii
0,0.36126666
1,0.57089829
2,0.30075738
3,0.38840321
4,0.59681650
5,0.55498851
6,0.60026223
7,0.36628380
8,0.50423463
9,0.53488743
10,0.87256031
11,0.31111267
12,0.49483184
13,0.30424178
14,0.28706250
15,0.44484894
16,0.40955194
17,0.48560322
18,0.61199051
19,0.55114271
20,0.92498386
21,0.35779090
22,0.55987962
23,0.31100985
24,0.38965334
25,0.61118294
26,0.54219644
27,0.59943779
28,0.36148584
29,0.51419521
30,0.53236407
31,0.87794433
32,0.31289327
33,0.49998064
34,0.29862912
35,0.28418217
36,0.40930850
37,0.41017306
38,0.48929831
39,0.58441594
40,0.57775963
41,0.76416832
42,0.36338907
43,0.57501779
44,0.28586630
45,0.38429851
46,0.59139546
47,0.54455559
48,0.64330423
49,0.35972163
50,0.50795088
51,0.53344314
52,0.88532636
53,0.31252761
54,0.49850616
55,0.30505247
56,0.30175032
57,0.44827156
58,0.41436060
59,0.48105752
60,0.61201787
61,0.55868831
62,0.90321029
63,0.35854895
64,0.56769875
65,0.30533827
66,0.39333533
67,0.60810852
68,0.54889411
69,0.69617678
70,0.35625697
71,0.49329898
72,0.52718973
73,0.85326735
74,0.31104416
75,0.50689801
76,0.30349888
77,0.29684696
78,0.42900755
79,0.42188249
80,0.49098660
81,0.59504491
82,0.56523427
83,0.95600349
84,0.35384867
85,0.54792505
86,0.29027070
87,0.39878267
88,0.61041143
89,0.53951947
90,0.50423905
91,0.35823666
92,0.46910940
93,0.53895035
94,0.85020696
95,0.31110461
96,0.48946009
97,0.31767687
98,0.38609980
99,0.44118497
100,0.41721000
101,0.49925733
102,0.62659353
103,0.55601111
104,0.77882088
105,0.36283474
106,0.57133664
107,0.29447350
108,0.39232755
109,0.59926489
110,0.53863447
111,0.55090624
112,0.35485869
113,0.42299233
114,0.52112884
115,0.90685591
116,0.31114875
117,0.49540403
118,0.33065769
119,0.43885995
120,0.43158361
121,0.43612338
122,0.54287610
123,0.63243203
124,0.56591856
125,0.92326395
126,0.35908048
127,0.57226340
128,0.30371080
129,0.38886119
130,0.60088583
131,0.54133794
132,0.72600823
133,0.35639912
134,0.46518506
135,0.53343294
136,0.88597631
137,0.31324873
138,0.50095601
139,0.31727996
140,0.39895041
141,0.40536487
142,0.43445734
143,0.57337928
144,0.61345730
145,0.57299773
146,0.88000222
147,0.38108814
148,0.42410306
149,0.61197426
150,0.32874133
151,0.46174662
152,0.43136558
153,0.32238901
154,0.39925732
155,0.47841369
156,0.32016833
157,0.42838486
158,0.32625365
159,0.42735507
160,0.43341327
161,0.44956839
162,0.82771754
