,effective-born-radii
0,0.36172517
1,0.57553522
2,0.31258895
3,0.39962874
4,0.60644652
5,0.55739357
6,0.54670202
7,0.36546091
8,0.51670679
9,0.54228253
10,0.61995439
11,0.31179461
12,0.49795102
13,0.29360912
14,0.27044250
15,0.41491106
16,0.40073652
17,0.44039978
18,0.58032038
19,0.56950856
20,0.94045406
21,0.36493639
22,0.56113576
23,0.28767286
24,0.39317173
25,0.60730741
26,0.53223712
27,0.49579847
28,0.36078499
29,0.50781988
30,0.53956892
31,0.83740107
32,0.31386730
33,0.49651543
34,0.30835575
35,0.29948796
36,0.43761774
37,0.40493848
38,0.44619912
39,0.59428986
40,0.56070796
41,0.90478875
42,0.35917115
43,0.55961102
44,0.29253922
45,0.38947488
46,0.61018561
47,0.54037794
48,0.54881798
49,0.35349737
50,0.47310554
51,0.53317940
52,0.91447244
53,0.30866164
54,0.49983346
55,0.30861961
56,0.30198381
57,0.44205416
58,0.42048103
59,0.52593202
60,0.61819854
61,0.55958104
62,0.88054459
63,0.37690065
64,0.58164024
65,0.28576411
66,0.39104618
67,0.59810801
68,0.53751502
69,0.50436228
70,0.35283955
71,0.47650413
72,0.53223546
73,0.88354168
74,0.30772631
75,0.49813727
76,0.29357265
77,0.26604160
78,0.44348826
79,0.39437188
80,0.46534852
81,0.58891245
82,0.55359882
83,0.93816995
84,0.35618874
85,0.57518380
86,0.27188890
87,0.38395500
88,0.59695634
89,0.53868201
90,0.74360490
91,0.34163148
92,0.41590790
93,0.52963066
94,0.84769697
95,0.32363636
96,0.54665971
97,0.30475242
98,0.25956954
99,0.43923682
100,0.41490580
101,0.51239969
102,0.57981061
103,0.58280506
104,0.96041915
105,0.35235469
106,0.55140763
107,0.27490984
108,0.38122420
109,0.59938299
110,0.54407758
111,0.75134291
112,0.34122554
113,0.42016998
114,0.53620854
115,0.82418379
116,0.30826288
117,0.51032557
118,0.29584098
119,0.25108018
120,0.42126179
121,0.39235146
122,0.39406792
123,0.58131890
124,0.55169824
125,0.94002462
126,0.35777149
127,0.57077869
128,0.29410764
129,0.39110121
130,0.59515908
131,0.54668214
132,0.87599941
133,0.35360719
134,0.45953563
135,0.53543807
136,0.82490455
137,0.30636055
138,0.49930992
139,0.29747777
140,0.27575438
141,0.42255183
142,0.41663520
143,0.51423558
144,0.61184440
145,0.56772736
146,0.88170046
147,0.40346726
148,0.54076942
149,0.53152541
150,0.27012117
151,0.32003125
152,0.25011968
153,0.24143833
154,0.25977564
155,0.25700801
156,0.32897786
157,0.48042653
158,0.37697593
159,0.38899903
160,0.49389893
161,0.61583504
162,0.35095762
