,effective-born-radii
0,0.35631023
1,0.57066481
2,0.28959479
3,0.39100773
4,0.61011824
5,0.53664366
6,0.87355542
7,0.35313835
8,0.45769124
9,0.54137538
10,0.85939914
11,0.32051776
12,0.51203146
13,0.31171450
14,0.37531519
15,0.42164206
16,0.42786021
17,0.52722513
18,0.61970300
19,0.56963190
20,0.80692707
21,0.35888777
22,0.56826102
23,0.30307719
24,0.39154345
25,0.59222550
26,0.55968034
27,0.93028223
28,0.35971918
29,0.44960756
30,0.54003654
31,0.54507211
32,0.31818405
33,0.51359090
34,0.31645975
35,0.32276690
36,0.44344050
37,0.42027226
38,0.49708979
39,0.61036201
40,0.57096665
41,0.93811094
42,0.36124999
43,0.56599443
44,0.28655788
45,0.38984685
46,0.61204751
47,0.53021709
48,0.52455872
49,0.35636676
50,0.45268656
51,0.55328299
52,0.89154111
53,0.31899397
54,0.51552209
55,0.31438696
56,0.35812528
57,0.44294999
58,0.41790862
59,0.50147927
60,0.60782892
61,0.56859266
62,0.81725412
63,0.35675522
64,0.55023483
65,0.28512242
66,0.38988161
67,0.61361302
68,0.53377874
69,0.90422783
70,0.36074980
71,0.45926547
72,0.54006859
73,0.88394679
74,0.32287086
75,0.51187092
76,0.32512570
77,0.36581018
78,0.44709622
79,0.43107986
80,0.52942884
81,0.61431404
82,0.57243905
83,0.93211407
84,0.35162279
85,0.56884303
86,0.28706015
87,0.38664296
88,0.60164531
89,0.54490847
90,0.53754666
91,0.35455446
92,0.43572116
93,0.54129106
94,0.60227824
95,0.31978620
96,0.51772117
97,0.31295432
98,0.31407079
99,0.44568940
100,0.42600336
101,0.53998391
102,0.61169133
103,0.57199412
104,0.90782806
105,0.35919299
106,0.57271284
107,0.30278640
108,0.40119354
109,0.61296043
110,0.55586175
111,0.80152837
112,0.35504429
113,0.48358756
114,0.53988745
115,0.86743029
116,0.31203474
117,0.50048300
118,0.30289081
119,0.29866787
120,0.43984133
121,0.40078516
122,0.42251849
123,0.60320692
124,0.55298700
125,0.85833624
126,0.33277389
127,0.43169940
128,0.49042926
129,0.32981559
130,0.38575685
131,0.42415265
132,0.36298774
133,0.40780076
134,0.29175987
135,0.33552584
136,0.29489126
137,0.56067629
138,0.88670025
