,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,13.694,13.115,19.231,1.00,0.00,0.35631023
1,12.639,12.968,18.936,1.00,0.00,0.57066481
2,13.917,14.472,19.762,1.00,0.00,0.28959479
3,13.965,12.136,20.361,1.00,0.00,0.39100773
4,13.629,11.147,20.041,1.00,0.00,0.61011824
5,13.264,12.468,21.564,1.00,0.00,0.53664366
6,13.570,11.903,22.278,1.00,0.00,0.87355542
7,15.464,12.134,20.584,1.00,0.00,0.35313835
8,15.765,13.111,20.969,1.00,0.00,0.45769124
9,15.726,11.074,21.542,1.00,0.00,0.54137538
10,16.179,11.507,22.270,1.00,0.00,0.85939914
11,16.369,11.867,19.431,1.00,0.00,0.32051776
12,16.309,10.845,19.052,1.00,0.00,0.51203146
13,16.010,12.799,18.246,1.00,0.00,0.31171450
14,16.324,13.837,18.370,1.00,0.00,0.37531519
15,14.599,12.753,18.076,1.00,0.00,0.42164206
16,16.528,12.485,16.844,1.00,0.00,0.42786021
17,17.602,12.676,16.799,1.00,0.00,0.52722513
18,16.082,13.144,16.095,1.00,0.00,0.61970300
19,16.148,11.187,16.544,1.00,0.00,0.56963190
20,15.346,10.957,17.018,1.00,0.00,0.80692707
21,12.389,18.363,20.246,1.00,0.00,0.35888777
22,11.714,19.219,20.428,1.00,0.00,0.56826102
23,13.765,18.746,20.598,1.00,0.00,0.30307719
24,11.882,17.274,21.173,1.00,0.00,0.39154345
25,10.914,17.105,20.697,1.00,0.00,0.59222550
26,11.744,17.795,22.500,1.00,0.00,0.55968034
27,11.090,17.298,22.997,1.00,0.00,0.93028223
28,12.781,15.990,21.138,1.00,0.00,0.35971918
29,13.791,16.273,21.440,1.00,0.00,0.44960756
30,12.211,14.979,21.951,1.00,0.00,0.54003654
31,12.678,14.173,21.721,1.00,0.00,0.54507211
32,12.834,15.481,19.753,1.00,0.00,0.31818405
33,11.911,14.953,19.504,1.00,0.00,0.51359090
34,13.159,16.551,18.679,1.00,0.00,0.31645975
35,14.214,16.799,18.810,1.00,0.00,0.32276690
36,12.340,17.800,18.851,1.00,0.00,0.44344050
37,13.215,15.942,17.260,1.00,0.00,0.42027226
38,13.968,15.152,17.218,1.00,0.00,0.49708979
39,13.575,16.686,16.547,1.00,0.00,0.61036201
40,12.008,15.302,16.851,1.00,0.00,0.57096665
41,11.341,15.961,16.646,1.00,0.00,0.93811094
42,16.223,22.098,20.065,1.00,0.00,0.36124999
43,16.634,23.114,19.925,1.00,0.00,0.56599443
44,17.342,21.177,20.312,1.00,0.00,0.28655788
45,15.400,21.994,21.377,1.00,0.00,0.38984685
46,14.728,22.854,21.355,1.00,0.00,0.61204751
47,16.357,22.038,22.537,1.00,0.00,0.53021709
48,17.271,22.152,22.269,1.00,0.00,0.52455872
49,14.656,20.710,21.513,1.00,0.00,0.35636676
50,15.379,19.976,21.877,1.00,0.00,0.45268656
51,13.767,21.013,22.560,1.00,0.00,0.55328299
52,14.193,21.456,23.297,1.00,0.00,0.89154111
53,14.036,20.189,20.208,1.00,0.00,0.31899397
54,13.090,20.703,20.028,1.00,0.00,0.51552209
55,14.948,20.360,19.013,1.00,0.00,0.31438696
56,15.826,19.729,19.160,1.00,0.00,0.35812528
57,15.395,21.769,18.968,1.00,0.00,0.44294999
58,14.352,20.027,17.620,1.00,0.00,0.41790862
59,14.116,18.971,17.473,1.00,0.00,0.50147927
60,15.083,20.244,16.838,1.00,0.00,0.60782892
61,13.286,20.862,17.302,1.00,0.00,0.56859266
62,12.497,20.591,17.777,1.00,0.00,0.81725412
63,21.305,20.420,19.836,1.00,0.00,0.35675522
64,22.402,20.414,19.704,1.00,0.00,0.55023483
65,20.912,18.984,20.060,1.00,0.00,0.28512242
