,effective-born-radii
0,0.36484507
1,0.58072664
2,0.28611941
3,0.39498437
4,0.59885655
5,0.55848433
6,0.67576374
7,0.35463148
8,0.45956283
9,0.54002318
10,0.55433904
11,0.30143325
12,0.47964103
13,0.28621578
14,0.24388291
15,0.43525776
16,0.39086645
17,0.46034915
18,0.57641863
19,0.55534467
20,0.93195088
21,0.35714482
22,0.56506550
23,0.26354407
24,0.38153658
25,0.60301151
26,0.53058046
27,0.49571020
28,0.34437997
29,0.39719720
30,0.53851086
31,0.85583065
32,0.31701370
33,0.52903984
34,0.29811387
35,0.24485741
36,0.46140929
37,0.40342146
38,0.61899602
39,0.47339423
40,0.51004913
41,0.94350219
42,0.34937791
43,0.56646847
44,0.26294619
45,0.38252017
46,0.59585151
47,0.53199436
48,0.52085973
49,0.33507184
50,0.36646982
51,0.52655669
52,0.87956933
53,0.29786365
54,0.47940013
55,0.28582203
56,0.24406583
57,0.42923441
58,0.40109472
59,0.47324763
60,0.57151353
61,0.57962933
62,0.86106661
63,0.35227363
64,0.57049968
65,0.26244356
66,0.38377163
67,0.61001374
68,0.52108806
69,0.59183537
70,0.31408732
71,0.28870819
72,0.50086069
73,0.84764608
74,0.31120435
75,0.52785926
76,0.30147388
77,0.25177513
78,0.44555870
79,0.41789521
80,0.50890318
81,0.57504645
82,0.56798285
83,0.85040010
84,0.36693226
85,0.59083358
86,0.28271099
87,0.39419278
88,0.60988867
89,0.53431810
90,0.51026637
91,0.34592431
92,0.43247004
93,0.54033933
94,0.91189259
95,0.30588247
96,0.49750162
97,0.29951891
98,0.25016579
99,0.45312598
100,0.40427103
101,0.45184935
102,0.59856355
103,0.55506032
104,0.91819679
105,0.35343721
106,0.55608809
107,0.27996979
108,0.39031777
109,0.60849461
110,0.53211820
111,0.88227625
112,0.35341550
113,0.46953813
114,0.53298690
115,0.90006671
116,0.32102346
117,0.52786091
118,0.29381007
119,0.24246602
120,0.43950710
121,0.38441077
122,0.45224029
123,0.50741694
124,0.57074599
125,0.95355062
126,0.43914286
127,0.56812274
128,0.57009502
129,0.34416031
130,0.44742508
131,0.45351984
132,0.24627022
133,0.28128393
134,0.26490076
135,0.20798905
136,0.21177096
137,0.21959519
138,0.21044253
139,0.21960606
140,0.21101690
141,0.27449867
142,0.37007378
143,0.26452884
144,0.40956331
145,0.53136823
146,0.61792585
147,0.48220979
