,effective-born-radii
0,0.35165478
1,0.56753248
2,0.28571419
3,0.39031815
4,0.59858457
5,0.55696579
6,0.66559953
7,0.35797108
8,0.47748383
9,0.55053150
10,0.70033091
11,0.31191032
12,0.50903956
13,0.29307065
14,0.25408184
15,0.42927612
16,0.39578452
17,0.45975586
18,0.57419275
19,0.56457498
20,0.92314558
21,0.35609420
22,0.56744267
23,0.27172057
24,0.38075168
25,0.59419429
26,0.53783005
27,0.54471816
28,0.35028585
29,0.45552757
30,0.54436216
31,0.88057563
32,0.31839694
33,0.51556982
34,0.30350221
35,0.25982569
36,0.44481538
37,0.40399080
38,0.45052390
39,0.58827902
40,0.55694790
41,0.93524372
42,0.34604130
43,0.55207098
44,0.27108945
45,0.38776514
46,0.60393041
47,0.54615393
48,0.58935294
49,0.34538576
50,0.40905272
51,0.53606412
52,0.88965193
53,0.31095143
54,0.51079453
55,0.29493501
56,0.25464583
57,0.42611184
58,0.39893637
59,0.44840295
60,0.58989364
61,0.56907718
62,0.87734241
63,0.36151988
64,0.57603993
65,0.27338963
66,0.39051120
67,0.60689944
68,0.53970791
69,0.53363961
70,0.33558207
71,0.38326666
72,0.52979410
73,0.89031795
74,0.30495165
75,0.49849735
76,0.29442130
77,0.25383956
78,0.44707600
79,0.40863071
80,0.47656020
81,0.59032089
82,0.56364183
83,0.85508286
84,0.35893033
85,0.58076584
86,0.28403928
87,0.38687030
88,0.61237659
89,0.53734793
90,0.89964290
91,0.34000954
92,0.33227621
93,0.53375893
94,0.86904531
95,0.31402875
96,0.52185987
97,0.29010046
98,0.23991754
99,0.42524637
100,0.37975202
101,0.40540939
102,0.54083973
103,0.56057670
104,0.88381555
105,0.35948359
106,0.56551548
107,0.27725120
108,0.39023450
109,0.61378320
110,0.53183217
111,0.93188516
112,0.34455074
113,0.41116058
114,0.54173521
115,0.81610284
116,0.31699154
117,0.52667469
118,0.29360670
119,0.24586747
120,0.42747585
121,0.39559126
122,0.40826636
123,0.57450943
124,0.55854499
125,0.91230090
126,0.41477722
127,0.45166310
128,0.59653345
129,0.32642480
130,0.36266015
131,0.24795523
132,0.24367405
133,0.29187095
134,0.21116875
135,0.21655878
136,0.21755905
137,0.26008799
138,0.31278379
139,0.30133083
140,0.34793831
141,0.46151961
142,0.48173554
143,0.44787098
144,0.57661536
145,0.58539308
