,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,11.089,16.217,19.761,1.00,0.00,0.35165478
1,10.049,16.571,19.641,1.00,0.00,0.56753248
2,12.074,17.221,20.217,1.00,0.00,0.28571419
3,11.111,15.064,20.699,1.00,0.00,0.39031815
4,10.330,14.458,20.234,1.00,0.00,0.59858457
5,10.739,15.523,22.012,1.00,0.00,0.55696579
6,11.069,16.411,22.165,1.00,0.00,0.66559953
7,12.509,14.339,20.803,1.00,0.00,0.35797108
8,13.298,14.907,21.300,1.00,0.00,0.47748383
9,12.313,13.071,21.597,1.00,0.00,0.55053150
10,13.201,12.739,21.751,1.00,0.00,0.70033091
11,13.014,14.032,19.311,1.00,0.00,0.31191032
12,12.451,13.258,18.784,1.00,0.00,0.50903956
13,12.886,15.226,18.372,1.00,0.00,0.29307065
14,13.557,16.032,18.675,1.00,0.00,0.25408184
15,11.501,15.772,18.375,1.00,0.00,0.42927612
16,13.290,14.956,16.901,1.00,0.00,0.39578452
17,14.353,14.778,16.723,1.00,0.00,0.45975586
18,13.094,15.871,16.338,1.00,0.00,0.57419275
19,12.549,13.854,16.375,1.00,0.00,0.56457498
20,11.712,14.194,16.052,1.00,0.00,0.92314558
21,12.850,21.300,20.182,1.00,0.00,0.35609420
22,12.758,22.395,20.297,1.00,0.00,0.56744267
23,14.228,20.865,20.207,1.00,0.00,0.27172057
24,12.132,20.752,21.366,1.00,0.00,0.38075168
25,11.121,21.161,21.322,1.00,0.00,0.59419429
26,12.768,21.263,22.558,1.00,0.00,0.53783005
27,13.687,21.331,22.288,1.00,0.00,0.54471816
28,12.048,19.236,21.433,1.00,0.00,0.35028585
29,12.894,18.680,21.841,1.00,0.00,0.45552757
30,10.910,18.984,22.305,1.00,0.00,0.54436216
31,10.844,19.635,23.007,1.00,0.00,0.88057563
32,11.577,18.626,20.119,1.00,0.00,0.31839694
33,10.495,18.589,19.971,1.00,0.00,0.51556982
34,12.282,19.348,18.983,1.00,0.00,0.30350221
35,13.312,18.990,19.036,1.00,0.00,0.25982569
36,12.154,20.759,19.069,1.00,0.00,0.44481538
37,11.848,18.826,17.552,1.00,0.00,0.40399080
38,12.309,17.850,17.382,1.00,0.00,0.45052390
39,12.271,19.463,16.773,1.00,0.00,0.58827902
40,10.416,18.788,17.472,1.00,0.00,0.55694790
41,10.204,18.658,16.544,1.00,0.00,0.93524372
42,18.097,22.298,19.363,1.00,0.00,0.34604130
43,18.960,22.924,19.071,1.00,0.00,0.55207098
44,18.486,20.916,19.786,1.00,0.00,0.27108945
45,17.384,23.010,20.490,1.00,0.00,0.38776514
46,17.107,24.007,20.140,1.00,0.00,0.60393041
