,effective-born-radii
0,0.35276404
1,0.56027054
2,0.30106881
3,0.39123311
4,0.60105462
5,0.54904449
6,0.53508742
7,0.36444137
8,0.48854796
9,0.53982233
10,0.59367801
11,0.31816245
12,0.52372603
13,0.29556689
14,0.26719421
15,0.41080012
16,0.40754208
17,0.51364772
18,0.60288228
19,0.56080805
20,0.87353383
21,0.35462418
22,0.55645454
23,0.28318078
24,0.38380825
25,0.60243188
26,0.53486960
27,0.57262978
28,0.35661961
29,0.51135057
30,0.53565751
31,0.89176681
32,0.31180216
33,0.50565071
34,0.29711675
35,0.26656692
36,0.44167192
37,0.39219900
38,0.43649708
39,0.59424966
40,0.53668448
41,0.59920492
42,0.35645224
43,0.56597486
44,0.30507884
45,0.39075334
46,0.59710365
47,0.54606293
48,0.57395670
49,0.34915033
50,0.46926066
51,0.53413064
52,0.85822995
53,0.30545544
54,0.48870972
55,0.31936313
56,0.37843459
57,0.42501395
58,0.43534047
59,0.57681407
60,0.62334102
61,0.56887863
62,0.85734053
63,0.35710777
64,0.56108876
65,0.37273264
66,0.38986807
67,0.60324239
68,0.54028595
69,0.59560558
70,0.37228229
71,0.53108229
72,0.53361079
73,0.85621469
74,0.31913982
75,0.50977224
76,0.31788337
77,0.42240828
78,0.43604792
79,0.39614174
80,0.43084903
81,0.58342382
82,0.56180054
83,0.88193347
84,0.36638058
85,0.57074514
86,0.36435188
87,0.39660861
88,0.59568770
89,0.54828616
90,0.89055597
91,0.37133351
92,0.55266291
93,0.53193305
94,0.88574405
95,0.33365275
96,0.50623928
97,0.33831122
98,0.45915851
99,0.45111773
100,0.43049365
101,0.53429290
102,0.61560975
103,0.56351363
104,0.94812684
105,0.36023410
106,0.56719191
107,0.35876641
108,0.39031584
109,0.59713796
110,0.55624271
111,0.86104220
112,0.37633381
113,0.55993619
114,0.53623603
115,0.55246820
116,0.32921954
117,0.51342186
118,0.31777436
119,0.41512605
120,0.43757932
121,0.40308947
122,0.51964809
123,0.56777338
124,0.54244564
125,0.71711687
126,0.35559796
127,0.56283778
128,0.29578652
129,0.39007389
130,0.60411098
131,0.53808879
132,0.90642706
133,0.36393064
134,0.54546555
135,0.54442391
136,0.86547517
137,0.32405409
138,0.51529372
139,0.30298436
140,0.28155313
141,0.42769482
142,0.37125246
143,0.34951008
144,0.53621674
145,0.54922238
146,0.75864261
147,0.41128271
148,0.61490140
149,0.35688606
150,0.45333881
151,0.30921132
152,0.29278431
153,0.33581181
154,0.33531625
155,0.41252837
156,0.34697566
157,0.40376419
158,0.42705048
159,0.55998009
160,0.54448422
