,effective-born-radii
0,0.36200462
1,0.57054288
2,0.27963964
3,0.39336339
4,0.60189400
5,0.53970533
6,0.56836793
7,0.34619427
8,0.42562350
9,0.53887590
10,0.91482175
11,0.31208166
12,0.52224227
13,0.29479363
14,0.24940890
15,0.43700152
16,0.39097542
17,0.44558003
18,0.58189481
19,0.54466577
20,0.92029817
21,0.34636244
22,0.55157888
23,0.28223711
24,0.38815992
25,0.60590839
26,0.54513191
27,0.71052448
28,0.35025068
29,0.41872366
30,0.53057380
31,0.84987338
32,0.31214300
33,0.51267644
34,0.29320554
35,0.25015668
36,0.41704385
37,0.41664611
38,0.51834122
39,0.58473729
40,0.56000211
41,0.93967169
42,0.35945814
43,0.57434462
44,0.29110344
45,0.39156877
46,0.61325310
47,0.54498066
48,0.74401548
49,0.35062519
50,0.44186267
51,0.54403549
52,0.84879144
53,0.31188066
54,0.50435878
55,0.29878961
56,0.26055773
57,0.41845490
58,0.40982112
59,0.51227897
60,0.58705100
61,0.56918417
62,0.87847542
63,0.35624562
64,0.57668296
65,0.27716000
66,0.38789955
67,0.60149004
68,0.55281275
69,0.60173419
70,0.35845077
71,0.45350582
72,0.54989104
73,0.89056207
74,0.30540544
75,0.49057727
76,0.28398928
77,0.23929588
78,0.42652571
79,0.38177338
80,0.41152177
81,0.57613555
82,0.54250338
83,0.89156172
84,0.35901397
85,0.55757010
86,0.27553747
87,0.38741056
88,0.60414226
89,0.54310752
90,0.72375676
91,0.32313648
92,0.31735378
93,0.52651450
94,0.86220710
95,0.30273768
96,0.50668557
97,0.28301201
98,0.24401987
99,0.42967151
100,0.39628828
101,0.44216384
102,0.55960616
103,0.56312562
104,0.86480804
105,0.35468945
106,0.57494868
107,0.28258082
108,0.39077647
109,0.60509847
110,0.54986360
111,0.68153946
112,0.34107726
113,0.37767901
114,0.53819814
115,0.73326704
116,0.31555387
117,0.52024544
118,0.29840202
119,0.25417535
120,0.43478695
121,0.41012556
122,0.50057760
123,0.58320554
124,0.56174500
125,0.86589812
126,0.44300061
127,0.54398720
128,0.57155299
129,0.34957372
130,0.51553522
131,0.41554925
132,0.24852425
133,0.29907423
134,0.23636498
135,0.21721452
136,0.23573800
137,0.21783853
138,0.23371143
139,0.24065241
140,0.24527717
141,0.36277705
142,0.37917363
143,0.56777920
144,0.45016365
