,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.115,12.847,18.346,1.00,0.00,0.36200462
1,13.053,12.738,18.060,1.00,0.00,0.57054288
2,14.340,14.200,18.845,1.00,0.00,0.27963964
3,14.476,11.896,19.458,1.00,0.00,0.39336339
4,14.474,10.876,19.068,1.00,0.00,0.60189400
5,13.556,12.081,20.427,1.00,0.00,0.53970533
6,13.409,13.018,20.579,1.00,0.00,0.56836793
7,15.865,12.225,19.979,1.00,0.00,0.34619427
8,15.955,13.259,20.319,1.00,0.00,0.42562350
9,16.232,11.393,21.142,1.00,0.00,0.53887590
10,15.752,11.672,21.926,1.00,0.00,0.91482175
11,16.825,11.983,18.777,1.00,0.00,0.31208166
12,16.724,10.908,18.613,1.00,0.00,0.52224227
13,16.488,12.822,17.525,1.00,0.00,0.29479363
14,16.669,13.861,17.808,1.00,0.00,0.24940890
15,15.039,12.587,17.245,1.00,0.00,0.43700152
16,17.315,12.614,16.304,1.00,0.00,0.39097542
17,18.366,12.909,16.334,1.00,0.00,0.44558003
18,16.736,13.012,15.469,1.00,0.00,0.58189481
19,17.436,11.250,16.081,1.00,0.00,0.54466577
20,17.925,11.153,15.261,1.00,0.00,0.92029817
21,12.674,18.025,18.892,1.00,0.00,0.34636244
22,11.883,18.793,18.818,1.00,0.00,0.55157888
23,13.909,18.669,19.348,1.00,0.00,0.28223711
24,12.126,17.027,19.866,1.00,0.00,0.38815992
25,11.095,16.764,19.619,1.00,0.00,0.60590839
26,12.078,17.607,21.161,1.00,0.00,0.54513191
27,12.928,18.008,21.356,1.00,0.00,0.71052448
28,13.067,15.841,19.950,1.00,0.00,0.35025068
29,14.036,16.264,20.224,1.00,0.00,0.41872366
30,12.673,14.909,20.872,1.00,0.00,0.53057380
31,11.834,14.612,20.512,1.00,0.00,0.84987338
32,13.250,15.125,18.614,1.00,0.00,0.31214300
33,12.303,14.667,18.319,1.00,0.00,0.51267644
34,13.696,16.180,17.521,1.00,0.00,0.29320554
35,14.723,16.427,17.799,1.00,0.00,0.25015668
36,12.795,17.362,17.617,1.00,0.00,0.41704385
37,13.659,15.730,16.033,1.00,0.00,0.41664611
38,14.506,15.104,15.743,1.00,0.00,0.51834122
39,13.652,16.670,15.478,1.00,0.00,0.58473729
