,effective-born-radii
0,0.35020587
1,0.55173813
2,0.36313997
3,0.39260416
4,0.60888003
5,0.54516650
6,0.71219199
7,0.36472723
8,0.51631041
9,0.53523765
10,0.55442594
11,0.31568790
12,0.51066416
13,0.29178336
14,0.27870736
15,0.41411840
16,0.39644907
17,0.44505040
18,0.57520683
19,0.54572575
20,0.88898469
21,0.35699479
22,0.54384760
23,0.37137001
24,0.40045647
25,0.61064967
26,0.55458268
27,0.64161032
28,0.37602867
29,0.55480803
30,0.53510154
31,0.84479470
32,0.32441015
33,0.49419228
34,0.30564971
35,0.40390765
36,0.42504699
37,0.37474181
38,0.38515630
39,0.51941325
40,0.56095086
41,0.79593936
42,0.36061434
43,0.56378256
44,0.31241143
45,0.39466003
46,0.60070323
47,0.54750121
48,0.94616679
49,0.37748067
50,0.54061021
51,0.55084873
52,0.86960732
53,0.32923400
54,0.51459495
55,0.30803116
56,0.35434808
57,0.41408467
58,0.40807467
59,0.46950826
60,0.59072102
61,0.56650620
62,0.90649902
63,0.35605987
64,0.55531625
65,0.29666606
66,0.39417334
67,0.60257673
68,0.54484800
69,0.89400417
70,0.36316664
71,0.49508661
72,0.53840944
73,0.57519880
74,0.31925169
75,0.51916625
76,0.30150884
77,0.26981370
78,0.43758227
79,0.39770310
80,0.41594950
81,0.58010372
82,0.55738217
83,0.75475623
84,0.35623487
85,0.56797463
86,0.29991027
87,0.39427717
88,0.60904133
89,0.55069978
90,0.83963616
91,0.36276238
92,0.50317904
93,0.55228623
94,0.75738652
95,0.31516679
96,0.50325379
97,0.29652335
98,0.25979883
99,0.42568970
100,0.40384253
101,0.51209089
102,0.60222697
103,0.55131886
104,0.87753044
105,0.35518984
106,0.54999804
107,0.31129427
108,0.39313370
109,0.60721849
110,0.55366817
111,0.77868419
112,0.36101528
113,0.49386401
114,0.52769453
115,0.85314816
116,0.30801369
117,0.49792704
118,0.28371736
119,0.24535108
120,0.40826022
121,0.38561900
122,0.41246770
123,0.55036400
124,0.55495540
125,0.82941275
126,0.36232722
127,0.57748889
128,0.28867312
129,0.38738013
130,0.60931274
131,0.52849914
132,0.89428474
133,0.35999494
134,0.49391123
135,0.55324673
136,0.83633801
137,0.32149247
138,0.52627871
139,0.29427467
140,0.25521407
141,0.44926216
142,0.39243608
143,0.45434120
144,0.57723878
145,0.55493295
146,0.89924909
147,0.34196862
148,0.32538234
149,0.55821617
150,0.37627350
151,0.30352839
152,0.48231189
153,0.37171278
154,0.48225568
155,0.45585147
156,0.45919103
157,0.59476824
158,0.57995604
159,0.25592157
160,0.27775833
161,0.30873362
162,0.34479401
163,0.42131396
164,0.39378221
165,0.59405004
166,0.34921423
167,0.44621739
168,0.25814288
169,0.24713674
