,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.051,12.728,18.651,1.00,0.00,0.36656998
1,13.064,12.234,18.688,1.00,0.00,0.58368654
2,13.860,14.132,18.960,1.00,0.00,0.28493149
3,14.866,12.029,19.717,1.00,0.00,0.38820892
4,15.107,11.011,19.405,1.00,0.00,0.59072038
5,14.252,12.082,21.040,1.00,0.00,0.54766376
6,14.296,12.968,21.405,1.00,0.00,0.77763648
7,16.234,12.685,19.946,1.00,0.00,0.32468826
8,16.253,13.732,20.254,1.00,0.00,0.34041589
9,16.928,11.986,21.051,1.00,0.00,0.52069326
10,17.709,12.525,21.193,1.00,0.00,0.52139888
11,17.082,12.624,18.637,1.00,0.00,0.30342162
12,17.405,11.585,18.536,1.00,0.00,0.50780896
13,16.231,13.006,17.449,1.00,0.00,0.30048593
14,16.166,14.096,17.488,1.00,0.00,0.25957499
15,14.832,12.502,17.403,1.00,0.00,0.44396509
16,16.842,12.830,16.137,1.00,0.00,0.40636140
17,17.796,13.352,16.043,1.00,0.00,0.49843503
18,16.185,13.294,15.398,1.00,0.00,0.57163492
19,17.014,11.445,15.790,1.00,0.00,0.58216813
20,17.740,11.122,16.328,1.00,0.00,0.83741506
21,11.276,17.518,18.553,1.00,0.00,0.35817230
22,10.368,18.116,18.356,1.00,0.00,0.56594832
23,12.414,18.399,18.989,1.00,0.00,0.29594813
24,10.930,16.437,19.625,1.00,0.00,0.39121954
25,10.047,15.898,19.276,1.00,0.00,0.60510363
26,10.676,17.217,20.835,1.00,0.00,0.55104229
27,11.317,17.929,20.899,1.00,0.00,0.67313037
28,12.028,15.337,19.915,1.00,0.00,0.35719763
29,12.855,15.683,20.539,1.00,0.00,0.48854528
30,11.406,14.285,20.702,1.00,0.00,0.55315815
31,12.058,13.716,21.118,1.00,0.00,0.77643521
32,12.604,14.805,18.635,1.00,0.00,0.31631186
33,11.884,14.178,18.106,1.00,0.00,0.52425876
34,12.948,15.877,17.654,1.00,0.00,0.28631504
35,13.705,16.553,18.058,1.00,0.00,0.24358657
36,11.700,16.698,17.390,1.00,0.00,0.42792438
37,13.552,15.437,16.322,1.00,0.00,0.36464698
38,14.215,14.603,16.562,1.00,0.00,0.36213412
39,14.010,16.253,15.760,1.00,0.00,0.50476898
