,effective-born-radii
0,0.36656998
1,0.58368654
2,0.28493149
3,0.38820892
4,0.59072038
5,0.54766376
6,0.77763648
7,0.32468826
8,0.34041589
9,0.52069326
10,0.52139888
11,0.30342162
12,0.50780896
13,0.30048593
14,0.25957499
15,0.44396509
16,0.40636140
17,0.49843503
18,0.57163492
19,0.58216813
20,0.83741506
21,0.35817230
22,0.56594832
23,0.29594813
24,0.39121954
25,0.60510363
26,0.55104229
27,0.67313037
28,0.35719763
29,0.48854528
30,0.55315815
31,0.77643521
32,0.31631186
33,0.52425876
34,0.28631504
35,0.24358657
36,0.42792438
37,0.36464698
38,0.36213412
39,0.50476898
40,0.56403682
41,0.92539234
42,0.35160615
43,0.57275942
44,0.29266504
45,0.39200870
46,0.60863080
47,0.54232330
48,0.58749830
49,0.36218486
50,0.47536641
51,0.55549600
52,0.87158126
53,0.31959843
54,0.52620860
55,0.29625902
56,0.24848539
57,0.42761277
58,0.40499488
59,0.48584045
60,0.56404439
61,0.56828533
62,0.83833606
63,0.36360456
64,0.57889186
65,0.31334930
66,0.39187834
67,0.60430889
68,0.55710780
69,0.81828901
70,0.35908390
71,0.46096792
72,0.55022021
73,0.83080700
74,0.32055965
75,0.52722345
76,0.30314194
77,0.25321214
78,0.42242315
79,0.41595299
80,0.60678558
81,0.57906232
82,0.46333683
83,0.69824394
84,0.35236788
85,0.53973699
86,0.26151173
87,0.38637080
88,0.61114716
89,0.51635510
90,0.89879147
91,0.34810130
92,0.41474095
93,0.54173988
94,0.86144848
95,0.31690357
96,0.51658042
97,0.29627859
98,0.24814944
99,0.43819774
100,0.39107740
101,0.43994763
102,0.57050855
103,0.55824720
104,0.88816085
105,0.35955059
106,0.57679520
107,0.26200267
108,0.37333475
109,0.60051925
110,0.48826423
111,0.87735746
112,0.32063641
113,0.30078929
114,0.52545183
115,0.59438398
116,0.30588694
117,0.50068808
118,0.31279630
119,0.31968434
120,0.45641353
121,0.42490575
122,0.52881215
123,0.62841742
124,0.56688836
125,0.96491202
126,0.47820562
127,0.62606959
128,0.60375250
129,0.66407943
130,0.39441700
131,0.54426121
132,0.57003127
133,0.28123611
134,0.29368642
135,0.36442560
136,0.23926145
137,0.26497450
138,0.27787415
139,0.21043684
140,0.21393246
141,0.21542813
142,0.24359007
143,0.24019013
144,0.26140950
145,0.37702708
146,0.41767232
147,0.57441558
148,0.48471437
