,effective-born-radii
0,0.35832197
1,0.56687321
2,0.29900100
3,0.39525018
4,0.61084528
5,0.54611342
6,0.78006184
7,0.35965874
8,0.46498564
9,0.53714905
10,0.86496121
11,0.31506233
12,0.50219257
13,0.29426742
14,0.26429364
15,0.41728470
16,0.40418633
17,0.50410878
18,0.58158239
19,0.55682257
20,0.93455768
21,0.35208237
22,0.55540816
23,0.26516154
24,0.38901076
25,0.60956858
26,0.52783304
27,0.45911207
28,0.34984260
29,0.42477565
30,0.53835970
31,0.86287744
32,0.30639998
33,0.49459310
34,0.30110690
35,0.31087905
36,0.43530007
37,0.39822049
38,0.42456985
39,0.60865305
40,0.54801464
41,0.84778836
42,0.35682975
43,0.57105787
44,0.26346391
45,0.38260029
46,0.60321596
47,0.51869038
48,0.51374140
49,0.32081644
50,0.28609928
51,0.51500669
52,0.87386839
53,0.30993914
54,0.51172383
55,0.30069477
56,0.26775222
57,0.43367334
58,0.41473672
59,0.48091361
60,0.58920191
61,0.57033437
62,0.89643105
63,0.34990622
64,0.56193731
65,0.30793895
66,0.39200059
67,0.60643171
68,0.54039152
69,0.71567824
70,0.33919737
71,0.36740283
72,0.52598130
73,0.65252185
74,0.30659552
75,0.51198053
76,0.28933089
77,0.24979232
78,0.41120391
79,0.38597494
80,0.45710823
81,0.57563610
82,0.53391567
83,0.51275323
84,0.35935305
85,0.58083382
86,0.29503884
87,0.39002436
88,0.60529045
89,0.54649367
90,0.58913897
91,0.36053530
92,0.50308945
93,0.54214673
94,0.91698016
95,0.31415785
96,0.50813977
97,0.29922213
98,0.27562948
99,0.43249210
100,0.41449890
101,0.50497086
102,0.59674776
103,0.56056366
104,0.63444783
105,0.36646086
106,0.57954887
107,0.31235880
108,0.39205546
109,0.60188814
110,0.54590858
111,0.54418142
112,0.36520953
113,0.51064179
114,0.53541080
115,0.93520800
116,0.31598836
117,0.51371870
118,0.30081117
119,0.26739321
120,0.44199726
121,0.40481177
122,0.45529626
123,0.58430750
124,0.55561484
125,0.88289523
126,0.34713903
127,0.54689035
128,0.31926023
129,0.39215205
130,0.60104952
131,0.55193731
132,0.70329443
133,0.36187326
134,0.51829756
135,0.54093759
136,0.89525472
137,0.31643431
138,0.51114606
139,0.29033770
140,0.26828088
141,0.41202715
142,0.38444288
143,0.39412620
144,0.54085223
145,0.56466637
146,0.82987839
147,0.41490186
148,0.48115320
149,0.56827243
150,0.39626313
151,0.52628130
152,0.61271988
153,0.27774426
154,0.30335017
155,0.23534921
156,0.35488245
157,0.57234648
158,0.47502893
159,0.30318621
160,0.27143343
161,0.27982821
162,0.33475252
163,0.44949864
164,0.37178266
165,0.54374128
166,0.30992548
167,0.40448504
168,0.27727902
169,0.33764879
