,effective-born-radii
0,0.35307870
1,0.56539424
2,0.26561009
3,0.38205874
4,0.59702616
5,0.53801766
6,0.50961669
7,0.35121439
8,0.45927642
9,0.54851467
10,0.85486964
11,0.30938698
12,0.50562949
13,0.28447550
14,0.24642985
15,0.42190488
16,0.40215320
17,0.51412810
18,0.56415724
19,0.57270396
20,0.92393617
21,0.36083691
22,0.58397675
23,0.27425883
24,0.38978384
25,0.60194457
26,0.54396411
27,0.53219561
28,0.33648874
29,0.38385048
30,0.51248780
31,0.89861647
32,0.30816417
33,0.50985693
34,0.29340918
35,0.24865460
36,0.44309852
37,0.40062201
38,0.49729966
39,0.54202121
40,0.58607567
41,0.95804924
42,0.35259597
43,0.57384216
44,0.28715699
45,0.38510109
46,0.58560554
47,0.55589972
48,0.81215086
49,0.34484362
50,0.45163273
51,0.52786621
52,0.85768582
53,0.31558540
54,0.53131365
55,0.29176388
56,0.23934645
57,0.42943987
58,0.37622596
59,0.40580750
60,0.51495080
61,0.57211827
62,0.85719639
63,0.35519024
64,0.56740134
65,0.27634457
66,0.38610370
67,0.59835014
68,0.54177394
69,0.57618237
70,0.35691138
71,0.47806411
72,0.55223691
73,0.84639446
74,0.31082798
75,0.50437756
76,0.29033992
77,0.24640707
78,0.42291488
79,0.39915408
80,0.48857287
81,0.58337079
82,0.57075543
83,0.96021913
84,0.36629130
85,0.58840746
86,0.28693842
87,0.39258769
88,0.60747362
89,0.54325619
90,0.51561431
91,0.35167718
92,0.41844500
93,0.54420295
94,0.88661165
95,0.31109637
96,0.51117053
97,0.29362698
98,0.24815250
99,0.43602937
100,0.41021117
101,0.61516826
102,0.51047382
103,0.52465276
104,0.95890221
105,0.35492211
106,0.55944008
107,0.28375945
108,0.38615725
109,0.59930595
110,0.54582940
111,0.83462857
112,0.34573353
113,0.44350779
114,0.53305240
115,0.84475555
116,0.31464676
117,0.52233406
118,0.28096178
119,0.23356963
120,0.42577854
121,0.37327120
122,0.37992680
123,0.54161501
124,0.54605720
125,0.80732599
126,0.47464205
127,0.59238621
128,0.60358551
129,0.40470419
130,0.55887668
131,0.56654266
132,0.33898052
133,0.47999312
134,0.45346797
135,0.24938839
136,0.26278251
137,0.28181297
138,0.21208224
139,0.22472700
140,0.22097519
141,0.20808382
142,0.21800446
143,0.21009664
144,0.26304089
145,0.27426771
146,0.27760803
147,0.40294101
148,0.52691369
149,0.62067826
150,0.51509077
