,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,17.127,11.945,17.275,1.00,0.00,0.35307870
1,17.774,11.050,17.311,1.00,0.00,0.56539424
2,18.007,13.159,17.303,1.00,0.00,0.26561009
3,16.207,11.772,16.081,1.00,0.00,0.38205874
4,15.683,10.819,16.181,1.00,0.00,0.59702616
5,17.063,11.606,14.955,1.00,0.00,0.53801766
6,17.888,12.058,15.146,1.00,0.00,0.50961669
7,15.185,12.821,15.987,1.00,0.00,0.35121439
8,15.649,13.734,15.607,1.00,0.00,0.45927642
9,14.211,12.333,15.008,1.00,0.00,0.54851467
10,14.865,12.158,14.327,1.00,0.00,0.85486964
11,14.428,13.085,17.249,1.00,0.00,0.30938698
12,13.619,12.351,17.232,1.00,0.00,0.50562949
13,15.261,13.081,18.510,1.00,0.00,0.28447550
14,15.815,14.003,18.701,1.00,0.00,0.24642985
15,16.246,11.968,18.458,1.00,0.00,0.42190488
16,14.616,12.752,19.884,1.00,0.00,0.40215320
17,13.811,13.465,20.076,1.00,0.00,0.51412810
18,15.304,12.857,20.725,1.00,0.00,0.56415724
19,14.048,11.428,19.885,1.00,0.00,0.57270396
20,14.566,10.908,20.504,1.00,0.00,0.92393617
21,21.921,14.526,17.106,1.00,0.00,0.36083691
22,23.022,14.577,17.036,1.00,0.00,0.58397675
23,21.244,15.800,17.171,1.00,0.00,0.27425883
24,21.442,13.735,15.862,1.00,0.00,0.38978384
25,21.855,12.725,15.894,1.00,0.00,0.60194457
26,21.795,14.493,14.641,1.00,0.00,0.54396411
27,22.002,15.396,14.893,1.00,0.00,0.53219561
28,19.933,13.603,15.937,1.00,0.00,0.33648874
29,19.430,14.568,15.841,1.00,0.00,0.38385048
30,19.449,12.709,14.934,1.00,0.00,0.51248780
31,20.083,12.072,14.597,1.00,0.00,0.89861647
32,19.497,12.894,17.249,1.00,0.00,0.30816417
33,19.841,11.857,17.248,1.00,0.00,0.50985693
34,20.060,13.572,18.493,1.00,0.00,0.29340918
35,19.631,14.574,18.555,1.00,0.00,0.24865460
36,21.581,13.738,18.287,1.00,0.00,0.44309852
37,19.807,12.839,19.793,1.00,0.00,0.40062201
38,18.738,12.722,19.983,1.00,0.00,0.49729966
39,20.186,13.536,20.545,1.00,0.00,0.54202121
40,20.595,11.558,19.956,1.00,0.00,0.58607567
41,20.693,11.314,20.880,1.00,0.00,0.95804924
42,21.915,19.896,17.391,1.00,0.00,0.35259597
43,22.490,20.838,17.427,1.00,0.00,0.57384216
44,20.491,20.108,17.128,1.00,0.00,0.28715699
45,22.584,19.139,16.235,1.00,0.00,0.38510109
46,23.632,19.011,16.511,1.00,0.00,0.58560554
47,22.472,19.795,14.929,1.00,0.00,0.55589972
48,21.577,19.610,14.633,1.00,0.00,0.81215086
49,22.084,17.693,16.098,1.00,0.00,0.34484362
50,21.077,17.791,15.688,1.00,0.00,0.45163273
51,22.853,17.018,15.091,1.00,0.00,0.52786621
52,23.125,17.630,14.403,1.00,0.00,0.85768582
53,22.128,16.948,17.404,1.00,0.00,0.31558540
54,23.175,16.696,17.587,1.00,0.00,0.53131365
55,21.499,17.842,18.571,1.00,0.00,0.29176388
56,20.441,17.998,18.346,1.00,0.00,0.23934645
57,22.157,19.093,18.566,1.00,0.00,0.42943987
58,21.458,17.237,20.010,1.00,0.00,0.37622596
59,20.834,16.344,20.085,1.00,0.00,0.40580750
60,21.006,17.935,20.717,1.00,0.00,0.51495080
61,22.717,16.826,20.546,1.00,0.00,0.57211827
62,23.376,17.358,20.092,1.00,0.00,0.85719639
63,17.269,22.493,17.965,1.00,0.00,0.35519024
64,16.633,23.314,18.345,1.00,0.00,0.56740134
65,16.473,21.321,17.498,1.00,0.00,0.27634457
66,18.058,22.957,16.788,1.00,0.00,0.38610370
67,18.672,23.849,16.929,1.00,0.00,0.59835014
68,17.186,23.324,15.722,1.00,0.00,0.54177394
69,16.644,22.554,15.538,1.00,0.00,0.57618237
70,19.074,21.910,16.325,1.00,0.00,0.35691138
