,effective-born-radii
0,0.34834205
1,0.55947489
2,0.26827635
3,0.38637708
4,0.60652070
5,0.52968666
6,0.50624690
7,0.35691070
8,0.42939378
9,0.55118856
10,0.85484993
11,0.31169888
12,0.50192688
13,0.28998618
14,0.26092268
15,0.40802188
16,0.40438021
17,0.51961684
18,0.58147748
19,0.56629639
20,0.96669007
21,0.36280414
22,0.58057473
23,0.26992054
24,0.38378209
25,0.60250964
26,0.51418490
27,0.79976583
28,0.32049017
29,0.30083145
30,0.52139159
31,0.81941793
32,0.30628057
33,0.51111357
34,0.28267454
35,0.23815204
36,0.41947442
37,0.37732401
38,0.42649278
39,0.54771377
40,0.55806543
41,0.92650008
42,0.35831770
43,0.56046333
44,0.29046289
45,0.38671785
46,0.60653283
47,0.53992537
48,0.60278401
49,0.33073348
50,0.37399137
51,0.51752259
52,0.50925246
53,0.31524873
54,0.52547459
55,0.30492968
56,0.27338173
57,0.43658663
58,0.42121772
59,0.51008633
60,0.60078469
61,0.56836488
62,0.93992960
63,0.35742084
64,0.56883216
65,0.36382004
66,0.39262860
67,0.58245066
68,0.55062952
69,0.87993782
70,0.36295752
71,0.52181784
72,0.52618759
73,0.79368996
74,0.31079123
75,0.49873421
76,0.29593084
77,0.27800470
78,0.41101425
79,0.41261911
80,0.46929898
81,0.57595109
82,0.57024934
83,0.91727348
84,0.36354955
85,0.55871101
86,0.36719094
87,0.39783120
88,0.61561743
89,0.55239219
90,0.61278775
91,0.37882133
92,0.56797937
93,0.54129806
94,0.92406492
95,0.32817878
96,0.50348220
97,0.30604709
98,0.36465370
99,0.41852231
100,0.38341542
101,0.42013370
102,0.55149625
103,0.54569905
104,0.71144481
105,0.35458244
106,0.57064833
107,0.31086838
108,0.39236800
109,0.59633263
110,0.54942964
111,0.66926997
112,0.37026484
113,0.51781823
114,0.55011088
115,0.87729324
116,0.32005346
117,0.49864953
118,0.29420298
119,0.27380151
120,0.41206829
121,0.40269369
122,0.47450804
123,0.58799442
124,0.56460092
125,0.89626814
126,0.35889992
127,0.55951210
128,0.31909303
129,0.39111648
130,0.59494923
131,0.56289196
132,0.78496134
133,0.36303813
134,0.49939552
135,0.54067196
136,0.81778661
137,0.31365553
138,0.50020776
139,0.28983533
140,0.25322650
141,0.41895650
142,0.36459420
143,0.34166307
144,0.52279672
145,0.54505265
146,0.77989613
147,0.45107784
148,0.64583744
149,0.60634388
150,0.54137261
151,0.36182243
152,0.33393926
153,0.38013520
154,0.55456875
155,0.36991628
156,0.50589135
157,0.31897677
158,0.29169000
159,0.29587784
160,0.30352466
161,0.26485617
162,0.30666564
163,0.32506081
164,0.43851603
165,0.37590355
166,0.42898904
167,0.51903405
