,effective-born-radii
0,0.35775588
1,0.57294785
2,0.30226798
3,0.39238316
4,0.60118172
5,0.55667953
6,0.69612541
7,0.35000245
8,0.44758488
9,0.52842646
10,0.88404661
11,0.30906633
12,0.49271596
13,0.30941414
14,0.32476361
15,0.42058735
16,0.42606387
17,0.54438784
18,0.60079331
19,0.57044650
20,0.85452989
21,0.35348288
22,0.56453317
23,0.27956952
24,0.38819690
25,0.61198937
26,0.53403621
27,0.53765585
28,0.35627472
29,0.45078844
30,0.55090260
31,0.88941634
32,0.32173400
33,0.52613435
34,0.31759788
35,0.35014986
36,0.44029001
37,0.42490287
38,0.49914088
39,0.61607781
40,0.56798583
41,0.90056047
42,0.35907448
43,0.56488716
44,0.27979808
45,0.39209041
46,0.61511216
47,0.53965818
48,0.61207480
49,0.35398920
50,0.46709924
51,0.53369714
52,0.93628087
53,0.31384993
54,0.50019598
55,0.30943273
56,0.29727633
57,0.44143752
58,0.42165049
59,0.52425702
60,0.58593137
61,0.56265273
62,0.97776692
63,0.36095122
64,0.56937364
65,0.28910890
66,0.39273894
67,0.61349550
68,0.54703074
69,0.90760982
70,0.34422847
71,0.45026464
72,0.52831461
73,0.84440605
74,0.31549557
75,0.51400502
76,0.31212351
77,0.31244705
78,0.44614016
79,0.41555416
80,0.50758319
81,0.61904426
82,0.55918755
83,0.91995520
84,0.35377161
85,0.55178246
86,0.27930992
87,0.39166824
88,0.61691200
89,0.53325363
90,0.55189131
91,0.35243558
92,0.41825662
93,0.54202434
94,0.93724565
95,0.32524796
96,0.53226242
97,0.32143908
98,0.39833623
99,0.43021309
100,0.42749838
101,0.54863464
102,0.61973773
103,0.55555297
104,0.89972236
105,0.35878866
106,0.57202752
107,0.27903067
108,0.38864055
109,0.59815636
110,0.54470188
111,0.72548742
112,0.33594863
113,0.40891464
114,0.53681028
115,0.82591908
116,0.30651828
117,0.49208490
118,0.32527360
119,0.41990981
120,0.44524341
121,0.43358507
122,0.54480185
123,0.63278997
124,0.56681740
125,0.95444464
126,0.33084606
127,0.44195049
128,0.44092076
129,0.29752984
130,0.28759155
131,0.44435498
132,0.32934035
133,0.38216483
134,0.50522738
135,0.35638831
136,0.41995817
137,0.30378558
138,0.39515113
139,0.36150668
140,0.57593320
141,0.88420034
