,effective-born-radii
0,0.35981635
1,0.57498557
2,0.32110225
3,0.39011678
4,0.60428980
5,0.53934639
6,0.56841023
7,0.37127991
8,0.52174438
9,0.54596333
10,0.85415251
11,0.31179300
12,0.49477445
13,0.30663279
14,0.32666539
15,0.42836247
16,0.41880538
17,0.48369512
18,0.59971637
19,0.56217330
20,0.95037047
21,0.36722973
22,0.57254436
23,0.29955057
24,0.39295153
25,0.59622274
26,0.55045322
27,0.79324238
28,0.36097922
29,0.51449534
30,0.53815716
31,0.86475645
32,0.32515130
33,0.52377454
34,0.30913850
35,0.27989098
36,0.44791285
37,0.39733304
38,0.45264830
39,0.56293686
40,0.55920593
41,0.74077663
42,0.36103395
43,0.57829569
44,0.31091015
45,0.39512649
46,0.61144506
47,0.54504198
48,0.78282439
49,0.35537418
50,0.49076424
51,0.53214448
52,0.92934294
53,0.31782720
54,0.52308092
55,0.29822913
56,0.26601115
57,0.43377957
58,0.39916278
59,0.40678268
60,0.57864398
61,0.55801193
62,0.90780316
63,0.36123573
64,0.57096884
65,0.28714351
66,0.39695566
67,0.61143876
68,0.53435443
69,0.55335143
70,0.35953284
71,0.48326120
72,0.53931937
73,0.88283427
74,0.31377774
75,0.50218128
76,0.29808667
77,0.27731134
78,0.43107040
79,0.40066081
80,0.50081295
81,0.60361717
82,0.56737848
83,0.92172234
84,0.35625508
85,0.55937510
86,0.30335530
87,0.38681755
88,0.59885383
89,0.54163456
90,0.86210061
91,0.36060938
92,0.51972126
93,0.53319357
94,0.89010159
95,0.31145990
96,0.50356052
97,0.29461409
98,0.28124228
99,0.40784057
100,0.40391626
101,0.48204148
102,0.58639391
103,0.56415096
104,0.84152178
105,0.35994536
106,0.56581997
107,0.29228246
108,0.38788408
109,0.60265491
110,0.53871207
111,0.59069731
112,0.36222779
113,0.51763361
114,0.54342859
115,0.86574491
116,0.32296402
117,0.52173272
118,0.30272160
119,0.28880514
120,0.43784952
121,0.40672439
122,0.50601194
123,0.60245772
124,0.54623803
125,0.91301103
126,0.35888733
127,0.54647709
128,0.29928618
129,0.38950860
130,0.60246135
131,0.54145144
132,0.59151056
133,0.35648601
134,0.48643317
135,0.53714742
136,0.90526125
137,0.31494089
138,0.51013082
139,0.31507069
140,0.37063911
141,0.43026821
142,0.42741788
143,0.54983353
144,0.61904099
145,0.55800448
146,0.81313160
147,0.38195665
148,0.48584686
149,0.58874991
150,0.34346367
151,0.45331014
152,0.41228945
153,0.32683467
154,0.36485368
155,0.33802576
156,0.39047441
157,0.43675797
158,0.47190181
159,0.87366354
