,effective-born-radii
0,0.37000781
1,0.57461922
2,0.27699079
3,0.39925390
4,0.61735616
5,0.54185226
6,0.69252343
7,0.34595959
8,0.39716102
9,0.54151301
10,0.81856518
11,0.30940098
12,0.50660341
13,0.29028716
14,0.25065220
15,0.44696584
16,0.38758747
17,0.41317737
18,0.57478352
19,0.56204847
20,0.93336238
21,0.35519246
22,0.56897644
23,0.27783325
24,0.38937885
25,0.60542089
26,0.54889201
27,0.68896600
28,0.34845245
29,0.43301578
30,0.53568375
31,0.90107754
32,0.30812174
33,0.50713824
34,0.29383009
35,0.24380824
36,0.42697326
37,0.39846989
38,0.47571711
39,0.55836641
40,0.57171967
41,0.89482917
42,0.35458072
43,0.57685943
44,0.28380127
45,0.38719501
46,0.59477290
47,0.55765976
48,0.79877093
49,0.34144902
50,0.38419700
51,0.53202015
52,0.93287374
53,0.30899931
54,0.51350043
55,0.28303265
56,0.23678892
57,0.41566696
58,0.37873347
59,0.45041366
60,0.54531415
61,0.56494499
62,0.87396667
63,0.36281790
64,0.57814774
65,0.27265287
66,0.39175993
67,0.60220085
68,0.53149337
69,0.94409580
70,0.35370272
71,0.47981373
72,0.53432807
73,0.89768380
74,0.30963151
75,0.50068489
76,0.28976722
77,0.24474798
78,0.44944086
79,0.39252028
80,0.40077081
81,0.54868126
82,0.56843113
83,0.91505993
84,0.35741929
85,0.57629775
86,0.28186729
87,0.38651447
88,0.60321570
89,0.53887812
90,0.77019266
91,0.33514271
92,0.36745940
93,0.52741949
94,0.53687691
95,0.31783772
96,0.52552651
97,0.29042915
98,0.23874476
99,0.43168337
100,0.38559983
101,0.39556070
102,0.53721447
103,0.56408601
104,0.77610602
105,0.35189100
106,0.56145881
107,0.27324543
108,0.37716264
109,0.58700816
110,0.54825431
111,0.82388774
112,0.34572047
113,0.41071688
114,0.54662840
115,0.86748870
116,0.31757521
117,0.52488520
118,0.30009218
119,0.24552386
120,0.42300850
121,0.39951052
122,0.43370805
123,0.58380495
124,0.55576319
125,0.64450100
126,0.44824736
127,0.55819936
128,0.57846710
129,0.35195644
130,0.47155231
131,0.48060950
132,0.24253112
133,0.26648093
134,0.26048348
135,0.20732538
136,0.21777307
137,0.21528350
138,0.21282449
139,0.21746406
140,0.21405382
141,0.29261618
142,0.31734828
143,0.37268114
144,0.39922086
145,0.63568702
146,0.46889903
147,0.50536100
