,effective-born-radii
0,0.35756369
1,0.56890746
2,0.29068231
3,0.39289443
4,0.59632912
5,0.54015928
6,0.89936978
7,0.36223128
8,0.49739637
9,0.53564809
10,0.89285167
11,0.31754522
12,0.50892152
13,0.29645983
14,0.26041095
15,0.42754610
16,0.39878445
17,0.46937983
18,0.56298944
19,0.57502406
20,0.92681105
21,0.35188972
22,0.55182929
23,0.27446068
24,0.38437492
25,0.59935608
26,0.53151683
27,0.53471232
28,0.35456449
29,0.47453096
30,0.54350356
31,0.56867760
32,0.32326844
33,0.52838586
34,0.30838069
35,0.26584775
36,0.44372349
37,0.41372302
38,0.50561079
39,0.61704660
40,0.54480166
41,0.79219918
42,0.35315244
43,0.57319187
44,0.29348706
45,0.38073461
46,0.59190104
47,0.53505914
48,0.89445907
49,0.35102348
50,0.45316258
51,0.53368135
52,0.88529037
53,0.31644617
54,0.52312506
55,0.30285238
56,0.26790753
57,0.43765191
58,0.41519325
59,0.51748409
60,0.58248536
61,0.56701040
62,0.85734398
63,0.36101354
64,0.56546216
65,0.28084404
66,0.39002236
67,0.60789506
68,0.53061764
69,0.92073579
70,0.35536073
71,0.49032853
72,0.54435977
73,0.89254960
74,0.31094807
75,0.50902124
76,0.30020322
77,0.26838900
78,0.44500108
79,0.39585785
80,0.43410545
81,0.57725022
82,0.56405507
83,0.84629872
84,0.35250053
85,0.57358632
86,0.28490133
87,0.38937406
88,0.60426695
89,0.55181267
90,0.78359983
91,0.34647615
92,0.43225800
93,0.53156699
94,0.54331977
95,0.30894021
96,0.50900362
97,0.28519234
98,0.24957195
99,0.40543659
100,0.40411594
101,0.48301768
102,0.57244530
103,0.55976246
104,0.86914936
105,0.35141523
106,0.53955238
107,0.27601619
108,0.38687302
109,0.59961893
110,0.54449908
111,0.90433388
112,0.34438953
113,0.37390610
114,0.54048239
115,0.90596499
116,0.30451605
117,0.49295176
118,0.28240267
119,0.23792897
120,0.41298289
121,0.37781250
122,0.35078372
123,0.56866648
124,0.55328061
125,0.87557170
126,0.35510118
127,0.57002310
128,0.29956636
129,0.38291514
130,0.60473647
131,0.53771548
132,0.54687048
133,0.34253028
134,0.43208093
135,0.53271021
136,0.86831382
137,0.31177083
138,0.51894104
139,0.29569975
140,0.25961801
141,0.43541379
142,0.40175258
143,0.49003349
144,0.59322432
145,0.55197978
146,0.90329191
147,0.46302643
148,0.62744625
149,0.66066973
150,0.56884092
151,0.35881214
152,0.38858563
153,0.55853179
154,0.32528366
155,0.38287755
156,0.53909122
157,0.25799862
158,0.23249796
159,0.38646749
160,0.24145733
161,0.27075982
162,0.25733449
163,0.30051015
164,0.26617148
165,0.44983422
166,0.37761042
167,0.55673975
168,0.31678949
169,0.57962781
