,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,13.905,12.951,19.155,1.00,0.00,0.35749302
1,12.802,12.922,19.107,1.00,0.00,0.57165301
2,14.480,14.325,19.475,1.00,0.00,0.27585025
3,14.295,12.002,20.232,1.00,0.00,0.38231768
4,13.954,10.993,19.991,1.00,0.00,0.59768865
5,13.680,12.373,21.532,1.00,0.00,0.54439208
6,13.755,13.330,21.519,1.00,0.00,0.55359650
7,15.787,11.893,20.494,1.00,0.00,0.35375267
8,16.168,12.849,20.858,1.00,0.00,0.43362600
9,15.817,10.807,21.482,1.00,0.00,0.55344556
10,15.581,11.164,22.341,1.00,0.00,0.90041640
11,16.543,11.605,19.190,1.00,0.00,0.32290605
12,16.551,10.547,18.919,1.00,0.00,0.52512259
13,15.948,12.381,17.984,1.00,0.00,0.31787859
14,16.176,13.447,18.044,1.00,0.00,0.36778424
15,14.514,12.410,17.948,1.00,0.00,0.43950030
16,16.478,11.985,16.604,1.00,0.00,0.42414271
17,17.373,12.515,16.271,1.00,0.00,0.54706424
18,15.707,12.403,15.954,1.00,0.00,0.59850544
19,16.465,10.599,16.428,1.00,0.00,0.56675672
20,15.583,10.296,16.200,1.00,0.00,0.93532446
21,12.967,18.326,19.517,1.00,0.00,0.35897484
22,12.179,19.100,19.492,1.00,0.00,0.57850129
23,14.303,18.917,19.575,1.00,0.00,0.27543476
24,12.703,17.447,20.787,1.00,0.00,0.38881540
25,11.659,17.126,20.761,1.00,0.00,0.60280585
26,13.152,18.129,22.015,1.00,0.00,0.52606236
27,13.343,19.059,21.870,1.00,0.00,0.58974548
28,13.593,16.177,20.696,1.00,0.00,0.32281395
29,14.609,16.522,20.900,1.00,0.00,0.31906530
30,13.005,15.302,21.676,1.00,0.00,0.51637832
31,12.643,15.797,22.415,1.00,0.00,0.88337498
32,13.426,15.338,19.385,1.00,0.00,0.31399807
33,12.400,14.988,19.261,1.00,0.00,0.52364969
34,13.752,16.288,18.243,1.00,0.00,0.31484993
35,14.740,16.719,18.415,1.00,0.00,0.36045213
36,12.825,17.485,18.272,1.00,0.00,0.44640566
37,13.855,15.786,16.860,1.00,0.00,0.41573261
38,14.696,15.109,16.693,1.00,0.00,0.52995913
39,13.973,16.551,16.090,1.00,0.00,0.60544951
40,12.597,15.151,16.525,1.00,0.00,0.56071450
41,11.902,15.797,16.672,1.00,0.00,0.89558196
42,16.590,22.329,19.321,1.00,0.00,0.36334799
43,16.992,23.353,19.216,1.00,0.00,0.57586097
44,17.662,21.431,19.902,1.00,0.00,0.29600161
45,15.459,22.367,20.323,1.00,0.00,0.38860743
46,14.670,23.026,19.955,1.00,0.00,0.60352633
47,15.801,22.997,21.550,1.00,0.00,0.56260665
48,16.590,22.627,21.952,1.00,0.00,0.80630618
49,14.865,20.982,20.533,1.00,0.00,0.34627812
50,15.673,20.396,20.976,1.00,0.00,0.41676860
51,13.769,21.055,21.452,1.00,0.00,0.53803549
52,13.764,21.976,21.721,1.00,0.00,0.83223718
53,14.347,20.330,19.210,1.00,0.00,0.31792348
54,13.363,20.696,18.909,1.00,0.00,0.51536041
55,15.427,20.368,18.159,1.00,0.00,0.30778539
56,16.267,19.756,18.494,1.00,0.00,0.31917045
57,15.966,21.742,18.067,1.00,0.00,0.42460968
58,14.947,19.909,16.816,1.00,0.00,0.41695353
59,14.733,18.850,16.970,1.00,0.00,0.46946850
60,15.620,20.097,15.976,1.00,0.00,0.60975350
61,13.735,20.654,16.566,1.00,0.00,0.56255507
62,14.039,21.560,16.483,1.00,0.00,0.89192235
63,21.721,20.416,18.908,1.00,0.00,0.35082977
64,22.770,20.489,18.567,1.00,0.00,0.55667198
