,effective-born-radii
0,0.35639990
1,0.55684007
2,0.33645224
3,0.39166099
4,0.59063169
5,0.55641327
6,0.93843825
7,0.36918857
8,0.55542777
9,0.54136126
10,0.84540143
11,0.31573776
12,0.47329547
13,0.29402039
14,0.35826253
15,0.41067024
16,0.39518672
17,0.46513379
18,0.52806868
19,0.56409536
20,0.82561435
21,0.35158482
22,0.56138244
23,0.29852734
24,0.38785767
25,0.59299949
26,0.53740036
27,0.51251797
28,0.37617270
29,0.52343972
30,0.56071471
31,0.79590947
32,0.32028705
33,0.50082137
34,0.29560758
35,0.27643365
36,0.43634311
37,0.39982589
38,0.48420209
39,0.58716041
40,0.55820290
41,0.94594392
42,0.36365829
43,0.58637924
44,0.31761999
45,0.39622734
46,0.60470261
47,0.54513704
48,0.59216709
49,0.35773098
50,0.51100115
51,0.53976841
52,0.85128329
53,0.31714002
54,0.49986862
55,0.30223885
56,0.27343791
57,0.43695489
58,0.41702498
59,0.51190755
60,0.58859574
61,0.57349587
62,0.90962152
63,0.36585747
64,0.57666338
65,0.33192403
66,0.39494306
67,0.60879633
68,0.54602805
69,0.54659017
70,0.37069417
71,0.55124894
72,0.54234560
73,0.91416314
74,0.32815974
75,0.52540850
76,0.30410911
77,0.38097379
78,0.42394138
79,0.36442083
80,0.35536525
81,0.49316818
82,0.56048605
83,0.88605812
84,0.36099180
85,0.56256348
86,0.30925193
87,0.39249269
88,0.60231319
89,0.54202705
90,0.53415904
91,0.36343013
92,0.52956044
93,0.55188028
94,0.85270058
95,0.33295966
96,0.53687605
97,0.30638528
98,0.29002731
99,0.43022842
100,0.41734128
101,0.60924964
102,0.51444247
103,0.56134662
104,0.85277479
105,0.36568588
106,0.56969083
107,0.34253870
108,0.39118253
109,0.59821280
110,0.54725290
111,0.68646294
112,0.36434653
113,0.53515790
114,0.53962473
115,0.89761396
116,0.31712705
117,0.50832944
118,0.29900960
119,0.29358801
120,0.44622911
121,0.40163023
122,0.45395070
123,0.56459801
124,0.56445261
125,0.96257077
126,0.32036862
127,0.42482294
128,0.43617305
129,0.29773212
130,0.31825667
131,0.39636150
132,0.34775027
133,0.40403437
134,0.54093270
135,0.39511961
136,0.58201459
137,0.32228030
138,0.41675678
139,0.36423682
140,0.55488789
141,0.92017791
