,effective-born-radii
0,0.35022309
1,0.55175183
2,0.28752945
3,0.39229169
4,0.59961247
5,0.53872811
6,0.47447147
7,0.36776314
8,0.50911956
9,0.55394457
10,0.73730667
11,0.30751221
12,0.47551286
13,0.28847194
14,0.26236090
15,0.41041006
16,0.40697656
17,0.46815868
18,0.60529170
19,0.55659464
20,0.82084751
21,0.35622904
22,0.56598195
23,0.27924730
24,0.39098466
25,0.60583457
26,0.53887645
27,0.55539198
28,0.35137310
29,0.42322360
30,0.53841764
31,0.89414634
32,0.32152994
33,0.52835102
34,0.30109953
35,0.26479193
36,0.43863792
37,0.40768322
38,0.51413471
39,0.60567566
40,0.56434645
41,0.92646735
42,0.36066276
43,0.56983576
44,0.28348852
45,0.39243097
46,0.59594071
47,0.53864230
48,0.59618797
49,0.35116632
50,0.47059487
51,0.52956901
52,0.90416793
53,0.30337201
54,0.49159047
55,0.30436066
56,0.30281494
57,0.44349546
58,0.41149035
59,0.50605368
60,0.61891294
61,0.56425556
62,0.95517404
63,0.36243644
64,0.57817974
65,0.30301375
66,0.39416567
67,0.60721998
68,0.54819474
69,0.77275978
70,0.35424728
71,0.50440445
72,0.52392944
73,0.87288879
74,0.31373820
75,0.51493360
76,0.29855829
77,0.25845448
78,0.44172810
79,0.39147680
80,0.46571163
81,0.59221593
82,0.53770385
83,0.91120315
84,0.35140993
85,0.54831617
86,0.28487623
87,0.38745969
88,0.59938883
89,0.53366253
90,0.53802446
91,0.35768666
92,0.50832601
93,0.54461793
94,0.85924634
95,0.31681987
96,0.51384198
97,0.29606851
98,0.25922327
99,0.42397476
100,0.39059764
101,0.43590365
102,0.58629633
103,0.55255381
104,0.88876227
105,0.36561954
106,0.58119505
107,0.28077195
108,0.39143582
109,0.61774597
110,0.53387243
111,0.73431218
112,0.34564923
113,0.42947905
114,0.53190613
115,0.89336547
116,0.31530928
117,0.52293492
118,0.30173243
119,0.26344754
120,0.44266428
121,0.42096072
122,0.52245961
123,0.59420900
124,0.55004228
125,0.88395622
126,0.35204654
127,0.55515852
128,0.33119152
129,0.38779330
130,0.59245400
131,0.55657251
132,0.87080494
133,0.36277788
134,0.49376088
135,0.54084490
136,0.84430515
137,0.31306124
138,0.51156331
139,0.29139372
140,0.25083232
141,0.42402281
142,0.38076012
143,0.42015254
144,0.57053062
145,0.52642871
146,0.84842957
147,0.42115921
148,0.52380084
149,0.57127126
150,0.59963414
151,0.26753740
152,0.26370918
153,0.23900187
154,0.27826806
155,0.23933764
156,0.31592095
157,0.46927622
158,0.43232754
159,0.29849903
160,0.27265610
161,0.25869081
162,0.31154313
163,0.27485341
164,0.29510462
165,0.37124241
166,0.46438215
167,0.51696072
168,0.83656051
