,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.659,12.264,19.248,1.00,0.00,0.36068223
1,13.789,11.599,19.103,1.00,0.00,0.57478623
2,14.206,13.566,19.626,1.00,0.00,0.28765790
3,15.680,11.651,20.265,1.00,0.00,0.38889275
4,16.035,10.675,19.928,1.00,0.00,0.60030376
5,15.130,11.409,21.512,1.00,0.00,0.55313871
6,14.893,12.234,21.942,1.00,0.00,0.79728094
7,16.804,12.605,20.498,1.00,0.00,0.34081161
8,16.379,13.579,20.751,1.00,0.00,0.40217818
9,17.645,12.073,21.592,1.00,0.00,0.53323875
10,17.521,11.124,21.669,1.00,0.00,0.87720794
11,17.516,12.705,19.191,1.00,0.00,0.30536831
12,17.851,11.694,18.949,1.00,0.00,0.50019625
13,16.586,13.191,18.003,1.00,0.00,0.29445153
14,16.387,14.253,18.162,1.00,0.00,0.25658172
15,15.383,12.388,17.944,1.00,0.00,0.42893426
16,17.292,13.273,16.599,1.00,0.00,0.39477255
17,18.024,14.083,16.625,1.00,0.00,0.42137040
18,16.598,13.491,15.784,1.00,0.00,0.59030685
19,17.898,12.011,16.316,1.00,0.00,0.55332430
20,17.522,11.459,15.626,1.00,0.00,0.94133685
21,11.203,16.516,18.961,1.00,0.00,0.35088554
22,10.234,17.020,18.789,1.00,0.00,0.56233603
23,12.277,17.459,19.281,1.00,0.00,0.27040990
24,11.026,15.562,20.124,1.00,0.00,0.38133870
25,10.228,14.838,19.948,1.00,0.00,0.59463706
26,10.613,16.431,21.211,1.00,0.00,0.53455905
27,9.815,16.910,20.972,1.00,0.00,0.89389872
28,12.275,14.803,20.452,1.00,0.00,0.33605416
29,13.084,15.497,20.689,1.00,0.00,0.33938105
30,11.989,13.946,21.584,1.00,0.00,0.54614587
31,11.961,14.442,22.406,1.00,0.00,0.90784563
32,12.766,13.893,19.247,1.00,0.00,0.31712734
33,12.109,13.032,19.109,1.00,0.00,0.51692114
34,12.774,14.783,17.961,1.00,0.00,0.30153736
35,13.647,15.439,17.947,1.00,0.00,0.30597239
36,11.576,15.666,17.840,1.00,0.00,0.41680750
37,12.738,14.023,16.641,1.00,0.00,0.42398133
38,13.786,13.735,16.527,1.00,0.00,0.51635235
39,12.478,14.700,15.825,1.00,0.00,0.60969616
40,11.806,12.947,16.721,1.00,0.00,0.56537426
41,12.286,12.123,16.611,1.00,0.00,0.90839257
42,13.403,21.413,18.777,1.00,0.00,0.34465098
43,13.298,22.482,18.519,1.00,0.00,0.55905112
44,14.718,21.019,19.162,1.00,0.00,0.26979281
45,12.542,21.182,19.966,1.00,0.00,0.38718305
46,11.553,21.497,19.625,1.00,0.00,0.59884825
47,13.039,21.889,21.115,1.00,0.00,0.53859186
48,13.933,22.168,20.903,1.00,0.00,0.52125863
49,12.538,19.650,20.164,1.00,0.00,0.32641911
50,13.522,19.398,20.566,1.00,0.00,0.35416133
51,11.616,19.383,21.220,1.00,0.00,0.51947601
52,11.432,20.070,21.866,1.00,0.00,0.91036442
53,12.037,18.838,18.952,1.00,0.00,0.30037475
54,10.957,18.992,18.909,1.00,0.00,0.49201481
55,12.756,19.218,17.627,1.00,0.00,0.30238750
56,13.684,18.644,17.653,1.00,0.00,0.30390936
57,12.893,20.692,17.522,1.00,0.00,0.41920008
58,11.999,18.705,16.347,1.00,0.00,0.42186115
59,12.001,17.614,16.313,1.00,0.00,0.51753283
60,12.507,18.960,15.415,1.00,0.00,0.62673746
61,10.615,19.169,16.411,1.00,0.00,0.56532901
62,10.570,20.122,16.523,1.00,0.00,0.89607487
63,18.638,22.210,18.907,1.00,0.00,0.34736673
64,19.506,22.888,18.815,1.00,0.00,0.55775736
65,19.089,20.874,19.147,1.00,0.00,0.27294155
66,17.848,22.748,20.086,1.00,0.00,0.38141744
67,17.861,23.828,19.928,1.00,0.00,0.60623995
68,18.567,22.559,21.374,1.00,0.00,0.54013958
69,19.465,22.261,21.212,1.00,0.00,0.64134164
70,16.530,22.123,20.305,1.00,0.00,0.34743429
71,16.722,21.091,20.608,1.00,0.00,0.39671773
72,15.806,22.853,21.240,1.00,0.00,0.53493954
73,16.333,22.787,22.039,1.00,0.00,0.87345944
74,15.742,22.008,18.979,1.00,0.00,0.30805565
75,15.320,23.014,18.944,1.00,0.00,0.51324479
76,16.600,21.614,17.728,1.00,0.00,0.29921741
77,16.816,20.544,17.746,1.00,0.00,0.27932568
78,17.901,22.321,17.623,1.00,0.00,0.42727208
79,15.861,21.847,16.410,1.00,0.00,0.42020230
80,14.995,21.186,16.342,1.00,0.00,0.50546525
81,16.704,21.721,15.728,1.00,0.00,0.58708232
82,15.359,23.187,16.310,1.00,0.00,0.57016756
83,16.116,23.772,16.380,1.00,0.00,0.89856179
84,22.030,18.040,18.899,1.00,0.00,0.35319433
85,23.012,17.561,18.736,1.00,0.00,0.56925700
86,21.036,17.096,19.265,1.00,0.00,0.28304991
87,22.180,19.002,20.131,1.00,0.00,0.39034249
88,22.948,19.731,19.864,1.00,0.00,0.59976149
89,22.512,18.222,21.307,1.00,0.00,0.54648644
90,21.895,17.487,21.324,1.00,0.00,0.65150524
91,20.887,19.774,20.235,1.00,0.00,0.34232683
92,20.088,19.150,20.642,1.00,0.00,0.42185268
93,21.104,20.784,21.257,1.00,0.00,0.53746424
94,21.475,20.320,22.012,1.00,0.00,0.88615184
95,20.487,20.539,18.954,1.00,0.00,0.31137880
96,21.117,21.425,18.853,1.00,0.00,0.50759328
97,20.474,19.628,17.681,1.00,0.00,0.30238822
98,19.640,18.924,17.651,1.00,0.00,0.28311604
99,21.747,18.853,17.712,1.00,0.00,0.43378381
100,20.369,20.382,16.344,1.00,0.00,0.42129663
