,effective-born-radii
0,0.35651349
1,0.54883532
2,0.29463141
3,0.38710237
4,0.59993939
5,0.55445111
6,0.82408892
7,0.35201454
8,0.48823788
9,0.53925655
10,0.66478063
11,0.31681265
12,0.52054843
13,0.29608402
14,0.24586371
15,0.43276159
16,0.38053429
17,0.35495293
18,0.54298802
19,0.56528274
20,0.88850698
21,0.36304918
22,0.58309997
23,0.28513167
24,0.38897976
25,0.60074683
26,0.53476659
27,0.63266292
28,0.35357610
29,0.45320334
30,0.54247612
31,0.85991547
32,0.32140776
33,0.52683006
34,0.30430199
35,0.26067372
36,0.45245248
37,0.40653141
38,0.46249939
39,0.60134019
40,0.55174191
41,0.95600059
42,0.35818728
43,0.56524376
44,0.28231102
45,0.39240357
46,0.61020573
47,0.54227099
48,0.52133174
49,0.35146430
50,0.46679424
51,0.53804978
52,0.87799305
53,0.31808550
54,0.52711071
55,0.28931140
56,0.24157955
57,0.41777818
58,0.39611837
59,0.46123555
60,0.52256668
61,0.57245832
62,0.88573615
63,0.36631221
64,0.58527748
65,0.28468093
66,0.39426699
67,0.61351327
68,0.53904301
69,0.65459185
70,0.35365837
71,0.45479281
72,0.54338280
73,0.87483091
74,0.32734010
75,0.54061942
76,0.30485933
77,0.24817184
78,0.44575940
79,0.38691714
80,0.43046249
81,0.52379295
82,0.56762782
83,0.93875066
84,0.36054629
85,0.58747118
86,0.27821217
87,0.38672982
88,0.59634273
89,0.53227936
90,0.90614727
91,0.35625864
92,0.46547163
93,0.54181524
94,0.87589998
95,0.31768181
96,0.51579843
97,0.29365167
98,0.23992606
99,0.43904477
100,0.37526244
101,0.38182208
102,0.51082096
103,0.56008771
104,0.94632528
105,0.36690684
106,0.58581733
107,0.28019822
108,0.39309465
109,0.60890518
110,0.53440927
111,0.90740372
112,0.34981845
113,0.42395078
114,0.53026185
115,0.67403098
116,0.31456887
117,0.52119838
118,0.29468572
119,0.24623089
120,0.44017240
121,0.39616546
122,0.43615299
123,0.51139910
124,0.57850005
125,0.81133996
126,0.39305225
127,0.44863585
128,0.44878047
129,0.60755386
130,0.25342838
131,0.27649910
132,0.25127730
133,0.20964624
134,0.21653628
135,0.21663207
136,0.21971780
137,0.21735972
138,0.25024429
139,0.26580032
140,0.28718887
141,0.30696165
142,0.34370496
143,0.52192724
144,0.39192668
145,0.54358671
146,0.36523762
147,0.60998756
148,0.46111039
149,0.64594038
150,0.60898219
151,0.59812255
