,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,21.775,13.142,18.319,1.00,0.00,0.35651349
1,22.879,13.115,18.354,1.00,0.00,0.54883532
2,21.429,14.584,17.859,1.00,0.00,0.29463141
3,21.185,12.106,17.344,1.00,0.00,0.38710237
4,21.481,11.101,17.653,1.00,0.00,0.59993939
5,21.798,12.263,16.070,1.00,0.00,0.55445111
6,21.318,12.891,15.524,1.00,0.00,0.82408892
7,19.697,12.224,17.215,1.00,0.00,0.35201454
8,19.478,13.137,16.658,1.00,0.00,0.48823788
9,19.319,11.112,16.418,1.00,0.00,0.53925655
10,18.407,11.272,16.165,1.00,0.00,0.66478063
11,19.064,12.095,18.602,1.00,0.00,0.31681265
12,19.093,11.051,18.922,1.00,0.00,0.52054843
13,19.757,13.040,19.628,1.00,0.00,0.29608402
14,19.575,14.069,19.309,1.00,0.00,0.24586371
15,21.243,12.886,19.576,1.00,0.00,0.43276159
16,19.199,12.920,21.089,1.00,0.00,0.38053429
17,18.186,13.326,21.049,1.00,0.00,0.35495293
18,19.762,13.576,21.757,1.00,0.00,0.54298802
19,19.252,11.555,21.536,1.00,0.00,0.56528274
20,18.434,11.334,21.987,1.00,0.00,0.88850698
21,22.946,18.481,18.207,1.00,0.00,0.36304918
22,23.713,19.277,18.208,1.00,0.00,0.58309997
23,21.538,18.936,18.207,1.00,0.00,0.28513167
24,23.211,17.750,16.925,1.00,0.00,0.38897976
25,24.259,17.448,16.869,1.00,0.00,0.60074683
26,22.799,18.562,15.819,1.00,0.00,0.53476659
27,22.057,19.163,15.914,1.00,0.00,0.63266292
28,22.342,16.525,16.832,1.00,0.00,0.35357610
29,21.273,16.734,16.763,1.00,0.00,0.45320334
30,22.768,15.845,15.699,1.00,0.00,0.54247612
31,23.149,16.508,15.119,1.00,0.00,0.85991547
32,22.547,15.542,17.919,1.00,0.00,0.32140776
33,23.573,15.168,17.903,1.00,0.00,0.52683006
34,22.375,16.302,19.258,1.00,0.00,0.30430199
35,21.344,16.648,19.360,1.00,0.00,0.26067372
36,23.191,17.526,19.297,1.00,0.00,0.45245248
37,22.642,15.529,20.466,1.00,0.00,0.40653141
38,21.854,14.798,20.657,1.00,0.00,0.46249939
39,22.798,16.200,21.314,1.00,0.00,0.60134019
40,23.796,14.643,20.249,1.00,0.00,0.55174191
41,24.104,14.215,21.051,1.00,0.00,0.95600059
42,19.057,22.208,18.853,1.00,0.00,0.35818728
43,18.724,23.236,19.081,1.00,0.00,0.56524376
44,17.906,21.347,18.484,1.00,0.00,0.28231102
45,19.954,22.296,17.558,1.00,0.00,0.39240357
46,20.706,23.068,17.737,1.00,0.00,0.61020573
47,19.163,22.723,16.409,1.00,0.00,0.54227099
48,18.273,22.400,16.565,1.00,0.00,0.52133174
49,20.546,20.963,17.345,1.00,0.00,0.35146430
50,19.777,20.253,17.033,1.00,0.00,0.46679424
51,21.496,21.142,16.270,1.00,0.00,0.53804978
52,21.076,21.631,15.559,1.00,0.00,0.87799305
53,21.313,20.365,18.566,1.00,0.00,0.31808550
54,22.175,20.983,18.826,1.00,0.00,0.52711071
55,20.417,20.307,19.811,1.00,0.00,0.28931140
56,19.634,19.601,19.528,1.00,0.00,0.24157955
57,19.741,21.608,19.990,1.00,0.00,0.41777818
