,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,21.796,14.774,17.417,1.00,0.00,0.35123006
1,22.879,14.914,17.582,1.00,0.00,0.55984975
2,21.198,16.024,16.990,1.00,0.00,0.29615648
3,21.584,13.752,16.311,1.00,0.00,0.38371006
4,22.083,12.824,16.599,1.00,0.00,0.59158148
5,22.173,14.219,15.048,1.00,0.00,0.54966017
6,22.299,15.168,15.119,1.00,0.00,0.60849835
7,20.165,13.502,16.017,1.00,0.00,0.35693544
8,19.681,14.453,15.784,1.00,0.00,0.46997451
9,20.225,12.552,14.910,1.00,0.00,0.54714652
10,20.782,12.927,14.223,1.00,0.00,0.86797882
11,19.449,12.855,17.234,1.00,0.00,0.31757678
12,19.757,11.833,17.466,1.00,0.00,0.51624780
13,19.725,13.761,18.426,1.00,0.00,0.28718114
14,19.141,14.672,18.275,1.00,0.00,0.24214643
15,21.155,14.213,18.580,1.00,0.00,0.40741588
16,19.240,13.114,19.751,1.00,0.00,0.39484925
17,18.151,13.075,19.826,1.00,0.00,0.46081451
18,19.520,13.803,20.550,1.00,0.00,0.54925243
19,19.887,11.890,19.943,1.00,0.00,0.56672252
20,20.790,11.976,19.628,1.00,0.00,0.84507308
21,21.794,20.173,17.446,1.00,0.00,0.35238940
22,22.322,21.115,17.679,1.00,0.00,0.56310673
23,20.379,20.416,17.194,1.00,0.00,0.27691102
24,22.448,19.601,16.108,1.00,0.00,0.39028739
25,23.526,19.641,16.283,1.00,0.00,0.60694280
26,22.060,20.346,14.956,1.00,0.00,0.53958302
27,21.151,20.640,15.054,1.00,0.00,0.63591642
28,21.929,18.172,15.955,1.00,0.00,0.36118793
29,20.884,18.200,15.640,1.00,0.00,0.46967420
30,22.910,17.630,15.049,1.00,0.00,0.53924973
31,22.902,18.046,14.184,1.00,0.00,0.90811815
32,22.030,17.209,17.173,1.00,0.00,0.31952216
33,23.075,16.951,17.353,1.00,0.00,0.52127087
34,21.443,17.940,18.383,1.00,0.00,0.29184599
35,20.393,18.133,18.158,1.00,0.00,0.23885518
36,22.072,19.306,18.652,1.00,0.00,0.45492277
37,21.560,17.111,19.758,1.00,0.00,0.37743666
38,20.825,16.308,19.836,1.00,0.00,0.40114199
39,21.494,17.735,20.652,1.00,0.00,0.54114296
40,22.855,16.514,19.694,1.00,0.00,0.54135064
41,22.830,15.813,20.350,1.00,0.00,0.92570245
42,17.280,23.014,17.677,1.00,0.00,0.35187783
43,16.590,23.852,17.885,1.00,0.00,0.56123760
44,16.639,21.892,17.000,1.00,0.00,0.28205556
45,18.296,23.565,16.671,1.00,0.00,0.38878267
46,18.777,24.444,17.106,1.00,0.00,0.60352483
47,17.653,24.035,15.490,1.00,0.00,0.55170010
48,17.041,23.339,15.242,1.00,0.00,0.59713354
49,19.374,22.432,16.358,1.00,0.00,0.35420361
50,18.825,21.683,15.784,1.00,0.00,0.46604994
51,20.446,23.093,15.636,1.00,0.00,0.54494625
52,20.080,23.355,14.788,1.00,0.00,0.90976079
53,19.963,21.741,17.649,1.00,0.00,0.31189226
54,20.752,22.375,18.059,1.00,0.00,0.51269426
55,18.881,21.445,18.739,1.00,0.00,0.28559606
56,18.218,20.679,18.332,1.00,0.00,0.23992638
57,18.055,22.627,18.933,1.00,0.00,0.42880548
58,19.481,21.110,20.090,1.00,0.00,0.37434418
59,20.214,20.305,20.001,1.00,0.00,0.42785289
60,18.746,20.797,20.835,1.00,0.00,0.49780986
61,20.165,22.285,20.543,1.00,0.00,0.56750282
62,19.564,23.033,20.537,1.00,0.00,0.87310250
63,12.838,20.070,16.938,1.00,0.00,0.35940515
64,11.739,19.949,16.940,1.00,0.00,0.56928973
65,13.569,18.726,16.934,1.00,0.00,0.27415997
66,13.262,20.874,15.685,1.00,0.00,0.38931539
67,12.742,21.831,15.613,1.00,0.00,0.61046616
68,13.025,20.092,14.475,1.00,0.00,0.53891568
69,13.099,19.172,14.740,1.00,0.00,0.58403916
70,14.748,21.142,15.670,1.00,0.00,0.34456043
71,15.275,20.195,15.535,1.00,0.00,0.41752567
72,15.038,22.023,14.555,1.00,0.00,0.53806212
73,14.828,21.547,13.748,1.00,0.00,0.89240842
74,15.185,21.848,16.940,1.00,0.00,0.31152486
75,14.787,22.860,16.842,1.00,0.00,0.52115689
76,14.711,21.022,18.210,1.00,0.00,0.28843154
77,15.330,20.122,18.190,1.00,0.00,0.24158651
78,13.236,20.836,18.158,1.00,0.00,0.44095502
79,14.975,21.547,19.604,1.00,0.00,0.39726082
80,16.048,21.542,19.807,1.00,0.00,0.47296570
81,14.490,20.885,20.324,1.00,0.00,0.55419547
82,14.394,22.900,19.669,1.00,0.00,0.56517514
83,13.646,23.051,19.087,1.00,0.00,0.86200453
84,12.804,14.729,17.435,1.00,0.00,0.35590407
85,12.332,13.751,17.642,1.00,0.00,0.56931335
86,14.258,14.660,17.103,1.00,0.00,0.27852072
87,12.080,15.389,16.310,1.00,0.00,0.39551519
88,11.050,15.603,16.603,1.00,0.00,0.59763267
89,12.357,14.665,15.064,1.00,0.00,0.54282664
90,12.598,13.788,15.373,1.00,0.00,0.68765138
91,12.552,16.813,16.075,1.00,0.00,0.35213547
92,13.555,16.755,15.647,1.00,0.00,0.47166635
93,11.591,17.538,15.194,1.00,0.00,0.53347497
94,11.498,16.880,14.502,1.00,0.00,0.85123195
95,12.633,17.668,17.333,1.00,0.00,0.31335092
96,11.589,17.904,17.551,1.00,0.00,0.52712520
97,13.206,16.943,18.560,1.00,0.00,0.29608761
98,14.266,17.070,18.331,1.00,0.00,0.23964748
99,12.624,15.553,18.640,1.00,0.00,0.43554081
100,12.850,17.713,19.863,1.00,0.00,0.40844461
101,11.869,17.403,20.231,1.00,0.00,0.63098010
102,12.894,18.789,19.682,1.00,0.00,0.49476790
103,13.780,17.307,20.840,1.00,0.00,0.47248695
104,13.622,17.792,21.654,1.00,0.00,0.88218807
105,17.159,11.717,17.161,1.00,0.00,0.37559891
106,17.782,10.820,17.328,1.00,0.00,0.58993115
107,18.023,12.901,16.863,1.00,0.00,0.29959531
108,16.247,11.612,15.941,1.00,0.00,0.39886264
109,15.613,10.723,15.966,1.00,0.00,0.61720143
110,17.038,11.498,14.829,1.00,0.00,0.54538781
111,17.788,12.093,14.895,1.00,0.00,0.63031950
112,15.345,12.811,15.801,1.00,0.00,0.36287196
113,15.943,13.687,15.540,1.00,0.00,0.47206528
114,14.347,12.569,14.810,1.00,0.00,0.54379601
115,14.708,12.234,13.985,1.00,0.00,0.90948528
116,14.725,13.298,17.195,1.00,0.00,0.31082475
117,13.920,12.612,17.466,1.00,0.00,0.50658930
118,15.721,13.350,18.424,1.00,0.00,0.28692137
119,16.359,14.207,18.200,1.00,0.00,0.24122429
120,16.487,12.073,18.428,1.00,0.00,0.43364921
121,15.047,13.451,19.826,1.00,0.00,0.39299201
122,14.599,14.446,19.859,1.00,0.00,0.43938003
123,15.765,13.416,20.647,1.00,0.00,0.56172724
124,14.040,12.438,20.044,1.00,0.00,0.56532356
125,14.234,11.561,19.703,1.00,0.00,0.89077645
126,17.449,17.926,15.370,1.00,0.00,0.40174854
127,16.790,18.795,15.425,1.00,0.00,0.46539218
128,18.498,18.194,15.227,1.00,0.00,0.51420616
129,17.245,17.307,14.493,1.00,0.00,0.61660061
130,17.298,17.042,16.586,1.00,0.00,0.26767003
131,17.966,16.179,16.560,1.00,0.00,0.30431076
132,16.272,16.678,16.506,1.00,0.00,0.29640792
133,17.520,17.867,17.828,1.00,0.00,0.20878546
134,18.555,18.208,17.896,1.00,0.00,0.21275439
135,16.885,18.755,17.839,1.00,0.00,0.21223003
136,17.252,17.014,19.091,1.00,0.00,0.20897756
137,17.785,16.066,18.995,1.00,0.00,0.21820406
138,16.170,16.864,19.074,1.00,0.00,0.21767738
139,17.644,17.742,20.362,1.00,0.00,0.23927148
140,18.711,17.957,20.277,1.00,0.00,0.24798025
141,17.062,18.663,20.432,1.00,0.00,0.28348455
142,17.463,16.843,21.580,1.00,0.00,0.30985692
143,18.334,16.191,21.675,1.00,0.00,0.43628808
144,16.510,16.320,21.476,1.00,0.00,0.39853819
145,17.466,17.727,22.841,1.00,0.00,0.36651461
146,16.605,18.391,22.745,1.00,0.00,0.54185222
147,18.873,18.388,23.045,1.00,0.00,0.43571557
148,19.583,17.562,23.129,1.00,0.00,0.56693664
149,19.058,19.134,22.270,1.00,0.00,0.50067754
150,18.918,18.910,24.003,1.00,0.00,0.64244534
151,17.242,16.830,24.048,1.00,0.00,0.46256392
152,16.316,16.374,24.015,1.00,0.00,0.61705645
153,17.222,17.243,24.995,1.00,0.00,0.64561290
154,17.905,16.052,24.197,1.00,0.00,0.62429547
