,effective-born-radii
0,0.35123006
1,0.55984975
2,0.29615648
3,0.38371006
4,0.59158148
5,0.54966017
6,0.60849835
7,0.35693544
8,0.46997451
9,0.54714652
10,0.86797882
11,0.31757678
12,0.51624780
13,0.28718114
14,0.24214643
15,0.40741588
16,0.39484925
17,0.46081451
18,0.54925243
19,0.56672252
20,0.84507308
21,0.35238940
22,0.56310673
23,0.27691102
24,0.39028739
25,0.60694280
26,0.53958302
27,0.63591642
28,0.36118793
29,0.46967420
30,0.53924973
31,0.90811815
32,0.31952216
33,0.52127087
34,0.29184599
35,0.23885518
36,0.45492277
37,0.37743666
38,0.40114199
39,0.54114296
40,0.54135064
41,0.92570245
42,0.35187783
43,0.56123760
44,0.28205556
45,0.38878267
46,0.60352483
47,0.55170010
48,0.59713354
49,0.35420361
50,0.46604994
51,0.54494625
52,0.90976079
53,0.31189226
54,0.51269426
55,0.28559606
56,0.23992638
57,0.42880548
58,0.37434418
59,0.42785289
60,0.49780986
61,0.56750282
62,0.87310250
63,0.35940515
64,0.56928973
65,0.27415997
66,0.38931539
67,0.61046616
68,0.53891568
69,0.58403916
70,0.34456043
71,0.41752567
72,0.53806212
73,0.89240842
74,0.31152486
75,0.52115689
76,0.28843154
77,0.24158651
78,0.44095502
79,0.39726082
80,0.47296570
81,0.55419547
82,0.56517514
83,0.86200453
84,0.35590407
85,0.56931335
86,0.27852072
87,0.39551519
88,0.59763267
89,0.54282664
90,0.68765138
91,0.35213547
92,0.47166635
93,0.53347497
94,0.85123195
95,0.31335092
96,0.52712520
97,0.29608761
98,0.23964748
99,0.43554081
100,0.40844461
101,0.63098010
102,0.49476790
103,0.47248695
104,0.88218807
105,0.37559891
106,0.58993115
107,0.29959531
108,0.39886264
109,0.61720143
110,0.54538781
111,0.63031950
112,0.36287196
113,0.47206528
114,0.54379601
115,0.90948528
116,0.31082475
117,0.50658930
118,0.28692137
119,0.24122429
120,0.43364921
121,0.39299201
122,0.43938003
123,0.56172724
124,0.56532356
125,0.89077645
126,0.40174854
127,0.46539218
128,0.51420616
129,0.61660061
130,0.26767003
131,0.30431076
132,0.29640792
133,0.20878546
134,0.21275439
135,0.21223003
136,0.20897756
137,0.21820406
138,0.21767738
139,0.23927148
140,0.24798025
141,0.28348455
142,0.30985692
143,0.43628808
144,0.39853819
145,0.36651461
146,0.54185222
147,0.43571557
148,0.56693664
149,0.50067754
150,0.64244534
151,0.46256392
152,0.61705645
153,0.64561290
154,0.62429547
