,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,11.553,15.690,17.836,1.00,0.00,0.35272909
1,10.520,16.053,17.687,1.00,0.00,0.55875075
2,12.338,16.779,18.258,1.00,0.00,0.27172235
3,11.591,14.636,18.862,1.00,0.00,0.38570222
4,11.110,13.775,18.395,1.00,0.00,0.59041506
5,10.970,14.988,20.082,1.00,0.00,0.54708972
6,11.591,15.396,20.690,1.00,0.00,0.76701609
7,13.083,14.191,19.165,1.00,0.00,0.33385391
8,13.683,15.031,19.521,1.00,0.00,0.36333873
9,13.062,13.212,20.180,1.00,0.00,0.53135596
10,12.350,12.607,19.957,1.00,0.00,0.87628670
11,13.684,13.551,17.884,1.00,0.00,0.30839152
12,13.222,12.578,17.706,1.00,0.00,0.50598553
13,13.484,14.468,16.585,1.00,0.00,0.29743128
14,14.152,15.321,16.726,1.00,0.00,0.26555474
15,12.074,15.015,16.585,1.00,0.00,0.42689793
16,13.852,13.739,15.251,1.00,0.00,0.41416171
17,14.913,13.483,15.206,1.00,0.00,0.49832268
18,13.450,14.439,14.516,1.00,0.00,0.59600944
19,13.093,12.529,15.161,1.00,0.00,0.56448546
20,12.298,12.772,14.681,1.00,0.00,0.92131369
21,12.413,21.022,17.845,1.00,0.00,0.35016680
22,12.000,22.038,17.706,1.00,0.00,0.57149822
23,13.786,20.968,18.328,1.00,0.00,0.27109356
24,11.559,20.383,18.905,1.00,0.00,0.37714984
25,10.536,20.330,18.525,1.00,0.00,0.58073215
26,11.715,21.251,20.061,1.00,0.00,0.53965618
27,12.648,21.473,20.107,1.00,0.00,0.55943896
28,11.863,18.983,19.278,1.00,0.00,0.33091387
29,12.895,18.806,19.588,1.00,0.00,0.33151961
30,10.948,18.616,20.317,1.00,0.00,0.54123689
31,11.199,19.078,21.120,1.00,0.00,0.88451127
32,11.722,18.121,18.017,1.00,0.00,0.30306952
33,10.655,18.104,17.786,1.00,0.00,0.49926988
34,12.533,18.770,16.831,1.00,0.00,0.28359387
35,13.609,18.699,17.001,1.00,0.00,0.24874610
36,12.185,20.202,16.694,1.00,0.00,0.41256787
37,12.219,18.164,15.460,1.00,0.00,0.40425755
38,12.561,17.127,15.449,1.00,0.00,0.47124127
39,12.734,18.695,14.657,1.00,0.00,0.58565857
40,10.798,18.326,15.291,1.00,0.00,0.55833738
41,10.297,17.518,15.160,1.00,0.00,0.88503714
42,17.378,22.923,17.870,1.00,0.00,0.35056130
43,18.170,23.685,17.757,1.00,0.00,0.56012293
44,17.895,21.549,18.018,1.00,0.00,0.25823400
45,16.626,23.337,19.193,1.00,0.00,0.38418768
46,16.373,24.396,19.112,1.00,0.00,0.61370591
47,17.433,23.310,20.384,1.00,0.00,0.52990581
48,18.257,22.848,20.213,1.00,0.00,0.52419169
49,15.458,22.329,19.371,1.00,0.00,0.32820393
50,15.969,21.390,19.597,1.00,0.00,0.31813251
51,14.679,22.767,20.416,1.00,0.00,0.52725456
52,15.314,22.826,21.133,1.00,0.00,0.84654328
53,14.592,22.238,18.104,1.00,0.00,0.31711952
54,13.982,23.143,18.124,1.00,0.00,0.53493450
55,15.357,22.117,16.759,1.00,0.00,0.30689224
56,15.706,21.083,16.709,1.00,0.00,0.26526886
57,16.515,23.038,16.724,1.00,0.00,0.44151980
58,14.561,22.334,15.398,1.00,0.00,0.42507165
