,effective-born-radii
0,0.35330917
1,0.56899390
2,0.27018000
3,0.38733228
4,0.59784747
5,0.54530864
6,0.55913554
7,0.35491319
8,0.44667896
9,0.53571165
10,0.91423646
11,0.30997197
12,0.50678390
13,0.30255833
14,0.26329432
15,0.44986754
16,0.41479139
17,0.49243108
18,0.61538913
19,0.56172378
20,0.89821879
21,0.35557083
22,0.56660577
23,0.27945824
24,0.38201068
25,0.59755004
26,0.55758539
27,0.76240601
28,0.35096990
29,0.46024154
30,0.53467159
31,0.87410243
32,0.30310485
33,0.49624416
34,0.28800042
35,0.23898904
36,0.41926099
37,0.38283214
38,0.40786448
39,0.51619796
40,0.56659156
41,0.90426293
42,0.36156952
43,0.57482419
44,0.26731869
45,0.38538774
46,0.60347184
47,0.53478770
48,0.51109464
49,0.32759953
50,0.36776291
51,0.52694882
52,0.91215998
53,0.30998748
54,0.51622691
55,0.30032524
56,0.25369772
57,0.45926599
58,0.39651694
59,0.37105913
60,0.59367401
61,0.55323466
62,0.56833454
63,0.34920647
64,0.55890080
65,0.26263483
66,0.39624418
67,0.61652787
68,0.52893348
69,0.45440104
70,0.33773473
71,0.34488955
72,0.52824117
73,0.84153848
74,0.31234815
75,0.52323777
76,0.30455838
77,0.26071440
78,0.43758018
79,0.41305475
80,0.50609498
81,0.56806398
82,0.59040733
83,0.88997801
84,0.36922985
85,0.58084388
86,0.27399415
87,0.38265605
88,0.59462692
89,0.52832289
90,0.52204064
91,0.33144989
92,0.35946863
93,0.53014407
94,0.83722792
95,0.30447236
96,0.50364495
97,0.30363920
98,0.26587582
99,0.45584685
100,0.40764855
101,0.47259077
102,0.60341561
103,0.55918641
104,0.90945630
105,0.36470303
106,0.54899948
107,0.27443472
108,0.39027743
109,0.60647724
110,0.53571890
111,0.53374206
112,0.34274611
113,0.44665017
114,0.52704983
115,0.89452843
116,0.31401254
117,0.51611068
118,0.29484685
119,0.25411298
120,0.42971270
121,0.41409842
122,0.51602645
123,0.56388986
124,0.57847256
125,0.83519804
126,0.42354811
127,0.48274054
128,0.54528593
129,0.63789622
130,0.31735796
131,0.42382338
132,0.38543015
133,0.21489485
134,0.21868106
135,0.21406864
136,0.20859282
137,0.21424062
138,0.21628628
139,0.24203365
140,0.25894754
141,0.27490967
142,0.32207470
143,0.42372206
144,0.41929166
145,0.39757823
146,0.54175162
147,0.54694866
148,0.49999813
149,0.65535109
150,0.64394380
151,0.65881019
