,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,17.562,11.777,17.547,1.00,0.00,0.35159118
1,16.999,10.850,17.338,1.00,0.00,0.57052949
2,16.721,12.876,17.930,1.00,0.00,0.28266078
3,18.673,11.466,18.547,1.00,0.00,0.38610375
4,19.189,10.601,18.126,1.00,0.00,0.59555822
5,18.149,11.136,19.925,1.00,0.00,0.55657901
6,17.808,11.978,20.236,1.00,0.00,0.75701636
7,19.506,12.714,18.739,1.00,0.00,0.33901334
8,18.914,13.543,19.134,1.00,0.00,0.41868022
9,20.537,12.412,19.722,1.00,0.00,0.52741820
10,20.879,11.524,19.594,1.00,0.00,0.87986964
11,20.215,13.241,17.523,1.00,0.00,0.30662112
12,20.977,12.470,17.391,1.00,0.00,0.50818166
13,19.195,13.276,16.305,1.00,0.00,0.28944571
14,18.660,14.210,16.489,1.00,0.00,0.25010008
15,18.321,12.108,16.283,1.00,0.00,0.40836435
16,19.774,13.334,14.832,1.00,0.00,0.41285675
17,20.558,14.071,14.646,1.00,0.00,0.53980774
18,18.991,13.474,14.085,1.00,0.00,0.58400045
19,20.478,12.117,14.620,1.00,0.00,0.57568129
20,19.792,11.468,14.793,1.00,0.00,0.83832246
21,12.903,14.489,17.650,1.00,0.00,0.34965995
22,11.811,14.595,17.517,1.00,0.00,0.55185967
23,13.551,15.733,18.008,1.00,0.00,0.25961624
24,13.126,13.490,18.826,1.00,0.00,0.38949197
25,12.685,12.498,18.705,1.00,0.00,0.61072013
26,12.592,14.010,20.103,1.00,0.00,0.53683467
27,12.517,14.966,20.147,1.00,0.00,0.54638622
28,14.627,13.354,19.040,1.00,0.00,0.34100186
29,15.107,14.321,19.200,1.00,0.00,0.37189879
30,14.781,12.447,20.100,1.00,0.00,0.53787990
31,14.123,12.569,20.788,1.00,0.00,0.86533805
32,15.254,12.850,17.699,1.00,0.00,0.31074512
33,14.853,11.834,17.666,1.00,0.00,0.51878388
34,14.865,13.737,16.400,1.00,0.00,0.29567946
35,15.328,14.712,16.563,1.00,0.00,0.24733476
36,13.420,13.948,16.388,1.00,0.00,0.43462926
37,15.177,13.273,15.074,1.00,0.00,0.40417397
38,16.228,13.477,14.857,1.00,0.00,0.45919286
39,14.566,13.818,14.352,1.00,0.00,0.58898763
40,14.982,11.855,15.054,1.00,0.00,0.55689561
41,15.648,11.412,14.523,1.00,0.00,0.90870867
42,12.446,19.689,18.356,1.00,0.00,0.35794523
43,11.927,20.650,18.526,1.00,0.00,0.56940507
44,13.863,19.979,18.284,1.00,0.00,0.26754248
45,12.170,18.825,19.559,1.00,0.00,0.37919214
46,11.126,18.521,19.657,1.00,0.00,0.59920413
47,12.512,19.606,20.775,1.00,0.00,0.53216633
48,13.456,19.762,20.854,1.00,0.00,0.63417953
49,12.928,17.536,19.493,1.00,0.00,0.31178950
50,14.014,17.651,19.508,1.00,0.00,0.27825619
51,12.496,16.703,20.530,1.00,0.00,0.50204590
52,12.378,17.133,21.380,1.00,0.00,0.88366576
53,12.593,16.857,18.180,1.00,0.00,0.29958013
54,11.556,16.520,18.223,1.00,0.00,0.49759394
55,12.716,17.764,16.961,1.00,0.00,0.29268404
56,13.757,18.063,16.823,1.00,0.00,0.25134081
57,11.943,19.017,17.214,1.00,0.00,0.44641983
58,12.192,17.158,15.705,1.00,0.00,0.40371999
59,12.615,16.171,15.503,1.00,0.00,0.49819451
60,12.434,17.779,14.840,1.00,0.00,0.57798951
61,10.810,17.011,15.837,1.00,0.00,0.56380693
62,10.415,17.265,15.000,1.00,0.00,0.93055327
63,17.016,22.608,17.271,1.00,0.00,0.34859348
64,17.661,23.427,16.903,1.00,0.00,0.54416884
65,17.824,21.437,17.733,1.00,0.00,0.26594867
66,16.004,23.063,18.308,1.00,0.00,0.38703179
67,15.496,23.972,17.979,1.00,0.00,0.61471280
68,16.755,23.426,19.453,1.00,0.00,0.53672402
69,17.270,22.667,19.737,1.00,0.00,0.67841734
70,15.092,21.949,18.830,1.00,0.00,0.33982371
71,15.730,21.165,19.244,1.00,0.00,0.37336288
72,14.159,22.442,19.857,1.00,0.00,0.53676585
73,14.587,22.885,20.593,1.00,0.00,0.91252007
74,14.337,21.291,17.720,1.00,0.00,0.31028147
75,13.413,21.829,17.500,1.00,0.00,0.51100969
76,15.171,21.081,16.474,1.00,0.00,0.29334583
77,15.894,20.273,16.609,1.00,0.00,0.24820786
78,16.103,22.254,16.142,1.00,0.00,0.43089030
79,14.378,20.751,15.188,1.00,0.00,0.39589777
80,13.958,19.744,15.219,1.00,0.00,0.43195127
