,effective-born-radii
0,0.35159118
1,0.57052949
2,0.28266078
3,0.38610375
4,0.59555822
5,0.55657901
6,0.75701636
7,0.33901334
8,0.41868022
9,0.52741820
10,0.87986964
11,0.30662112
12,0.50818166
13,0.28944571
14,0.25010008
15,0.40836435
16,0.41285675
17,0.53980774
18,0.58400045
19,0.57568129
20,0.83832246
21,0.34965995
22,0.55185967
23,0.25961624
24,0.38949197
25,0.61072013
26,0.53683467
27,0.54638622
28,0.34100186
29,0.37189879
30,0.53787990
31,0.86533805
32,0.31074512
33,0.51878388
34,0.29567946
35,0.24733476
36,0.43462926
37,0.40417397
38,0.45919286
39,0.58898763
40,0.55689561
41,0.90870867
42,0.35794523
43,0.56940507
44,0.26754248
45,0.37919214
46,0.59920413
47,0.53216633
48,0.63417953
49,0.31178950
50,0.27825619
51,0.50204590
52,0.88366576
53,0.29958013
54,0.49759394
55,0.29268404
56,0.25134081
57,0.44641983
58,0.40371999
59,0.49819451
60,0.57798951
61,0.56380693
62,0.93055327
63,0.34859348
64,0.54416884
65,0.26594867
66,0.38703179
67,0.61471280
68,0.53672402
69,0.67841734
70,0.33982371
71,0.37336288
72,0.53676585
73,0.91252007
74,0.31028147
75,0.51100969
76,0.29334583
77,0.24820786
78,0.43089030
79,0.39589777
80,0.43195127
81,0.57364359
82,0.57142376
83,0.90803466
84,0.35090413
85,0.55416127
86,0.26148378
87,0.38383951
88,0.59805865
89,0.54210369
90,0.59426048
91,0.34264708
92,0.40397788
93,0.53958224
94,0.88022558
95,0.30983287
96,0.51151085
97,0.30123064
98,0.27164261
99,0.44045991
100,0.41247733
101,0.50200677
102,0.58917105
103,0.56989760
104,0.90541991
105,0.35639390
106,0.57032428
107,0.28050998
108,0.38922404
109,0.59942228
110,0.55106807
111,0.66994699
112,0.33383986
113,0.37241847
114,0.52149838
115,0.89182737
116,0.29473166
117,0.47577783
118,0.29701418
119,0.28520559
120,0.43932833
121,0.41701882
122,0.50554673
123,0.61925970
124,0.57112518
125,0.94551841
126,0.46493938
127,0.57495578
128,0.60210942
129,0.39201543
130,0.50231974
131,0.60169469
132,0.32214950
133,0.36370699
134,0.49236403
135,0.25365893
136,0.26589625
137,0.32458161
138,0.20638970
139,0.21298550
140,0.21501092
141,0.21358536
142,0.21217098
143,0.21688175
144,0.29692639
145,0.35943766
146,0.41235578
147,0.40079473
148,0.62625699
149,0.48119601
150,0.52620848
