,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,21.485,13.526,16.977,1.00,0.00,0.35147552
1,22.583,13.494,17.096,1.00,0.00,0.56183208
2,20.962,14.845,16.755,1.00,0.00,0.28921149
3,21.035,12.604,15.875,1.00,0.00,0.38774405
4,21.446,11.620,16.109,1.00,0.00,0.60222615
5,21.657,13.148,14.672,1.00,0.00,0.54935963
6,21.660,14.104,14.762,1.00,0.00,0.60096336
7,19.505,12.567,15.709,1.00,0.00,0.36036592
8,19.118,13.534,15.380,1.00,0.00,0.48388179
9,19.274,11.557,14.732,1.00,0.00,0.54792449
10,20.084,11.224,14.340,1.00,0.00,0.86663724
11,18.859,12.219,17.012,1.00,0.00,0.31159510
12,18.995,11.144,17.152,1.00,0.00,0.50626878
13,19.460,12.949,18.202,1.00,0.00,0.29033147
14,19.108,13.967,18.023,1.00,0.00,0.24527864
15,20.929,12.936,18.195,1.00,0.00,0.42477850
16,19.042,12.428,19.543,1.00,0.00,0.39765236
17,18.041,12.825,19.719,1.00,0.00,0.46112395
18,19.638,12.930,20.308,1.00,0.00,0.56663579
19,19.276,11.013,19.716,1.00,0.00,0.56947711
20,20.222,10.915,19.586,1.00,0.00,0.88351967
21,22.540,18.698,17.225,1.00,0.00,0.36151688
22,23.195,19.573,17.387,1.00,0.00,0.57625407
23,21.127,19.098,16.870,1.00,0.00,0.29139628
24,23.090,17.868,16.109,1.00,0.00,0.39235255
25,24.105,17.476,16.197,1.00,0.00,0.60505021
26,22.965,18.665,14.948,1.00,0.00,0.53505030
27,22.328,19.375,15.056,1.00,0.00,0.54970522
28,22.200,16.684,15.796,1.00,0.00,0.35279956
29,21.238,17.058,15.440,1.00,0.00,0.48281453
30,22.837,15.919,14.753,1.00,0.00,0.53427087
31,22.778,16.559,14.040,1.00,0.00,0.86823839
32,22.056,15.824,17.067,1.00,0.00,0.30763914
33,23.004,15.291,17.161,1.00,0.00,0.50047505
34,21.702,16.673,18.352,1.00,0.00,0.28870059
35,20.659,16.974,18.236,1.00,0.00,0.24316884
36,22.542,17.890,18.411,1.00,0.00,0.42804216
37,21.807,16.095,19.739,1.00,0.00,0.39014587
38,21.114,15.252,19.772,1.00,0.00,0.44409900
39,21.524,16.883,20.441,1.00,0.00,0.53141304
40,23.163,15.666,20.029,1.00,0.00,0.57034603
41,23.148,14.708,20.075,1.00,0.00,0.87779554
42,18.485,22.255,17.232,1.00,0.00,0.35790742
43,18.070,23.216,17.584,1.00,0.00,0.57541499
44,17.501,21.319,16.669,1.00,0.00,0.31111202
45,19.620,22.435,16.191,1.00,0.00,0.40125118
46,20.351,23.198,16.465,1.00,0.00,0.62097864
47,18.945,22.786,14.938,1.00,0.00,0.55132898
48,18.368,22.072,14.659,1.00,0.00,0.77511486
49,20.265,21.032,15.934,1.00,0.00,0.35731612
50,19.474,20.355,15.607,1.00,0.00,0.47520409
51,21.280,21.110,14.920,1.00,0.00,0.53539674
52,20.777,21.132,14.103,1.00,0.00,0.89343577
53,20.784,20.486,17.229,1.00,0.00,0.31360914
54,21.732,20.953,17.504,1.00,0.00,0.50363120
55,19.710,20.495,18.342,1.00,0.00,0.28573019
56,18.960,19.744,18.084,1.00,0.00,0.24139546
57,19.096,21.817,18.505,1.00,0.00,0.42112046
58,20.217,20.084,19.749,1.00,0.00,0.37943100
59,20.614,19.067,19.715,1.00,0.00,0.40520289
60,19.425,20.047,20.501,1.00,0.00,0.50770802
