,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,19.291,11.507,20.585,1.00,0.00,0.35217868
1,19.044,10.430,20.594,1.00,0.00,0.56706607
2,18.061,12.310,20.693,1.00,0.00,0.28514299
3,20.296,11.615,21.776,1.00,0.00,0.39144178
4,21.142,10.926,21.731,1.00,0.00,0.60478903
5,19.654,11.489,23.053,1.00,0.00,0.54505626
6,19.305,10.596,23.099,1.00,0.00,0.87077462
7,20.955,12.997,21.766,1.00,0.00,0.35066352
8,20.130,13.653,22.053,1.00,0.00,0.44317431
9,21.990,13.004,22.735,1.00,0.00,0.53486054
10,21.719,12.556,23.540,1.00,0.00,0.88755071
11,21.539,13.482,20.499,1.00,0.00,0.32055950
12,22.507,13.001,20.342,1.00,0.00,0.52510817
13,20.572,13.276,19.345,1.00,0.00,0.30120137
14,19.760,14.004,19.397,1.00,0.00,0.26661210
15,20.062,11.820,19.349,1.00,0.00,0.44344472
16,21.314,13.614,18.034,1.00,0.00,0.41418062
17,21.567,14.675,18.079,1.00,0.00,0.46085307
18,20.554,13.463,17.264,1.00,0.00,0.58712739
19,22.450,12.813,17.855,1.00,0.00,0.57313098
20,22.914,13.272,17.150,1.00,0.00,0.93544317
21,13.979,12.332,19.774,1.00,0.00,0.35762334
22,12.977,12.036,19.414,1.00,0.00,0.57606530
23,13.974,13.725,20.167,1.00,0.00,0.29217218
24,14.414,11.438,20.878,1.00,0.00,0.39063380
25,14.348,10.374,20.641,1.00,0.00,0.61074848
26,13.590,11.668,22.037,1.00,0.00,0.54553972
27,13.684,12.599,22.250,1.00,0.00,0.71695148
28,15.829,11.735,21.324,1.00,0.00,0.35057683
29,15.749,12.751,21.716,1.00,0.00,0.42852325
30,16.101,10.729,22.394,1.00,0.00,0.54983081
31,15.442,10.832,23.085,1.00,0.00,0.87924813
32,16.859,11.703,20.183,1.00,0.00,0.31192239
33,17.208,10.694,19.954,1.00,0.00,0.50042112
34,16.304,12.410,18.923,1.00,0.00,0.29679965
35,16.313,13.472,19.179,1.00,0.00,0.25467892
36,14.923,12.037,18.660,1.00,0.00,0.42330529
37,17.081,12.232,17.623,1.00,0.00,0.40122051
38,18.013,12.801,17.652,1.00,0.00,0.47132075
39,16.526,12.664,16.787,1.00,0.00,0.58701501
40,17.294,10.902,17.282,1.00,0.00,0.56365670
41,16.479,10.414,17.140,1.00,0.00,0.89961442
42,12.524,17.603,19.477,1.00,0.00,0.35003763
43,11.953,18.492,19.153,1.00,0.00,0.52978310
44,13.868,18.102,19.875,1.00,0.00,0.26348463
45,11.804,16.819,20.545,1.00,0.00,0.38421798
46,10.798,16.615,20.172,1.00,0.00,0.60950884
47,11.631,17.562,21.775,1.00,0.00,0.53542381
48,12.464,17.951,22.050,1.00,0.00,0.56272700
49,12.562,15.556,20.944,1.00,0.00,0.35073403
50,13.410,15.927,21.524,1.00,0.00,0.43652689
51,11.624,14.851,21.818,1.00,0.00,0.55535678
52,11.146,15.618,22.142,1.00,0.00,0.81970980
53,12.959,14.709,19.753,1.00,0.00,0.32207557
54,12.129,14.180,19.280,1.00,0.00,0.52631511
55,13.492,15.542,18.618,1.00,0.00,0.30664354
56,14.431,15.874,19.065,1.00,0.00,0.25713798
57,12.624,16.656,18.376,1.00,0.00,0.44545062
58,13.886,14.844,17.349,1.00,0.00,0.39205077
59,14.792,14.243,17.452,1.00,0.00,0.41498764
60,14.030,15.519,16.502,1.00,0.00,0.59989733
61,12.867,13.958,16.816,1.00,0.00,0.56271670
62,13.241,13.113,16.555,1.00,0.00,0.88096729
63,15.527,21.762,20.423,1.00,0.00,0.37407574
64,15.868,22.807,20.537,1.00,0.00,0.58434957
65,16.751,20.966,20.281,1.00,0.00,0.28025127
66,14.774,21.168,21.636,1.00,0.00,0.38991459
67,13.781,21.624,21.624,1.00,0.00,0.60281729
68,15.477,21.327,22.890,1.00,0.00,0.53307085
69,16.436,21.342,22.862,1.00,0.00,0.57384625
70,14.595,19.684,21.375,1.00,0.00,0.30779047
71,15.613,19.296,21.301,1.00,0.00,0.27633348
72,13.997,19.034,22.504,1.00,0.00,0.47817235
73,14.222,19.520,23.301,1.00,0.00,0.82454111
74,13.785,19.501,20.089,1.00,0.00,0.30503381
75,12.765,19.836,20.287,1.00,0.00,0.50458463
76,14.373,20.269,18.902,1.00,0.00,0.32460409
77,15.333,19.781,18.721,1.00,0.00,0.38190702
78,14.653,21.657,19.306,1.00,0.00,0.46228831
79,13.688,20.230,17.510,1.00,0.00,0.43839870
80,13.693,19.173,17.236,1.00,0.00,0.55113262
81,14.330,20.754,16.799,1.00,0.00,0.62532610
82,12.347,20.823,17.608,1.00,0.00,0.57469465
83,11.821,20.515,16.867,1.00,0.00,0.95716998
84,20.871,20.800,20.312,1.00,0.00,0.35292405
85,21.956,21.009,20.299,1.00,0.00,0.56125923
86,20.671,19.338,20.508,1.00,0.00,0.28707940
87,20.285,21.644,21.426,1.00,0.00,0.39173599
88,20.310,22.730,21.309,1.00,0.00,0.60124416
89,20.860,21.328,22.701,1.00,0.00,0.54180653
90,21.815,21.303,22.601,1.00,0.00,0.84791272
91,18.790,21.277,21.508,1.00,0.00,0.34499832
92,18.708,20.189,21.526,1.00,0.00,0.40383616
93,18.159,21.885,22.637,1.00,0.00,0.52437331
94,18.723,21.705,23.393,1.00,0.00,0.87216031
95,18.023,21.603,20.211,1.00,0.00,0.30954969
96,17.954,22.687,20.097,1.00,0.00,0.49797962
97,18.757,21.105,18.938,1.00,0.00,0.31323585
98,18.291,20.147,18.697,1.00,0.00,0.39527013
99,20.273,21.242,19.072,1.00,0.00,0.41666493
100,18.456,21.923,17.726,1.00,0.00,0.43044323
101,17.395,21.904,17.466,1.00,0.00,0.56698410
102,18.881,21.502,16.812,1.00,0.00,0.62457533
103,18.907,23.313,17.957,1.00,0.00,0.57323295
104,18.877,23.763,17.110,1.00,0.00,0.97401119
105,22.875,15.683,20.396,1.00,0.00,0.36382501
106,23.683,14.939,20.275,1.00,0.00,0.57626099
107,21.693,14.966,20.649,1.00,0.00,0.28834334
108,23.114,16.646,21.583,1.00,0.00,0.39031006
109,24.142,17.009,21.525,1.00,0.00,0.61197093
110,22.962,15.832,22.755,1.00,0.00,0.53307322
111,22.453,15.059,22.499,1.00,0.00,0.50638796
112,22.054,17.750,21.718,1.00,0.00,0.35530906
113,21.123,17.235,21.964,1.00,0.00,0.45654421
114,22.389,18.627,22.793,1.00,0.00,0.53663181
115,22.818,18.210,23.543,1.00,0.00,0.90098104
116,21.920,18.527,20.370,1.00,0.00,0.32011669
117,22.754,19.227,20.296,1.00,0.00,0.52290464
118,21.725,17.566,19.204,1.00,0.00,0.30940828
119,20.822,17.005,19.454,1.00,0.00,0.26705734
