,effective-born-radii
0,0.35217868
1,0.56706607
2,0.28514299
3,0.39144178
4,0.60478903
5,0.54505626
6,0.87077462
7,0.35066352
8,0.44317431
9,0.53486054
10,0.88755071
11,0.32055950
12,0.52510817
13,0.30120137
14,0.26661210
15,0.44344472
16,0.41418062
17,0.46085307
18,0.58712739
19,0.57313098
20,0.93544317
21,0.35762334
22,0.57606530
23,0.29217218
24,0.39063380
25,0.61074848
26,0.54553972
27,0.71695148
28,0.35057683
29,0.42852325
30,0.54983081
31,0.87924813
32,0.31192239
33,0.50042112
34,0.29679965
35,0.25467892
36,0.42330529
37,0.40122051
38,0.47132075
39,0.58701501
40,0.56365670
41,0.89961442
42,0.35003763
43,0.52978310
44,0.26348463
45,0.38421798
46,0.60950884
47,0.53542381
48,0.56272700
49,0.35073403
50,0.43652689
51,0.55535678
52,0.81970980
53,0.32207557
54,0.52631511
55,0.30664354
56,0.25713798
57,0.44545062
58,0.39205077
59,0.41498764
60,0.59989733
61,0.56271670
62,0.88096729
63,0.37407574
64,0.58434957
65,0.28025127
66,0.38991459
67,0.60281729
68,0.53307085
69,0.57384625
70,0.30779047
71,0.27633348
72,0.47817235
73,0.82454111
74,0.30503381
75,0.50458463
76,0.32460409
77,0.38190702
78,0.46228831
79,0.43839870
80,0.55113262
81,0.62532610
82,0.57469465
83,0.95716998
84,0.35292405
85,0.56125923
86,0.28707940
87,0.39173599
88,0.60124416
89,0.54180653
90,0.84791272
91,0.34499832
92,0.40383616
93,0.52437331
94,0.87216031
95,0.30954969
96,0.49797962
97,0.31323585
98,0.39527013
99,0.41666493
100,0.43044323
101,0.56698410
102,0.62457533
103,0.57323295
104,0.97401119
105,0.36382501
106,0.57626099
107,0.28834334
108,0.39031006
109,0.61197093
110,0.53307322
111,0.50638796
112,0.35530906
113,0.45654421
114,0.53663181
115,0.90098104
116,0.32011669
117,0.52290464
118,0.30940828
119,0.26705734
120,0.45398995
121,0.41397990
122,0.49347729
123,0.60338377
124,0.55273456
125,0.91597913
126,0.44877128
127,0.58517814
128,0.57324940
129,0.64077411
130,0.30728985
131,0.41346154
132,0.33560547
133,0.24160715
134,0.26536559
135,0.24322741
136,0.24879004
137,0.26932517
138,0.25308514
139,0.35557400
140,0.41737956
141,0.56125734
142,0.32633919
