,effective-born-radii
0,0.34776990
1,0.55090904
2,0.26432189
3,0.38596847
4,0.61137320
5,0.52190292
6,0.91941394
7,0.35150340
8,0.40122864
9,0.53387103
10,0.89072517
11,0.31514206
12,0.51814203
13,0.28893206
14,0.25289232
15,0.41390014
16,0.40030474
17,0.47362532
18,0.56671597
19,0.56599194
20,0.88028454
21,0.35355084
22,0.55242408
23,0.26839687
24,0.39010495
25,0.60712841
26,0.54592602
27,0.52210251
28,0.33926803
29,0.36700188
30,0.53451716
31,0.87459816
32,0.30314109
33,0.50006219
34,0.29715369
35,0.27853637
36,0.43161965
37,0.41411806
38,0.47847558
39,0.60971801
40,0.56260025
41,0.89724668
42,0.35266638
43,0.56564206
44,0.27486800
45,0.37952343
46,0.59526336
47,0.54829000
48,0.60204088
49,0.31563013
50,0.31438867
51,0.50797842
52,0.86645076
53,0.30379580
54,0.50322932
55,0.30612277
56,0.31726786
57,0.43636402
58,0.42053943
59,0.52687063
60,0.61613812
61,0.55963694
62,0.91324786
63,0.35293520
64,0.56346435
65,0.28169946
66,0.37841642
67,0.59326776
68,0.54307402
69,0.59318194
70,0.35086811
71,0.45138511
72,0.54127222
73,0.86693724
74,0.31140722
75,0.50749459
76,0.30248638
77,0.28558962
78,0.41561819
79,0.42522529
80,0.53320704
81,0.60402824
82,0.57264804
83,0.91580972
84,0.35284807
85,0.56504576
86,0.29833937
87,0.39149634
88,0.59620837
89,0.54109997
90,0.95001354
91,0.35790435
92,0.46127264
93,0.53907184
94,0.88269646
95,0.30952284
96,0.50587382
97,0.29357158
98,0.25472803
99,0.43393202
100,0.40624943
101,0.49880679
102,0.58447208
103,0.56672381
104,0.83937521
105,0.35955668
106,0.58010832
107,0.32199362
108,0.39420228
109,0.60454598
110,0.55509857
111,0.86544378
112,0.36465978
113,0.48330850
114,0.54040093
115,0.57633222
116,0.31142907
117,0.49220227
118,0.29242148
119,0.25263618
120,0.42564892
121,0.37952713
122,0.36557929
123,0.57345576
124,0.55256256
125,0.89724906
126,0.35648212
127,0.56154991
128,0.30599541
129,0.40200545
130,0.60884233
131,0.55059148
132,0.61720006
133,0.37160230
134,0.53919093
135,0.54477133
136,0.88427275
137,0.32124445
138,0.51374356
139,0.29862564
140,0.26121109
141,0.43242573
142,0.38415971
143,0.36331133
144,0.57562193
145,0.53987185
146,0.57597336
147,0.42246923
148,0.45092308
149,0.51712586
150,0.65407257
151,0.32479600
152,0.43964376
153,0.41781373
154,0.22301286
155,0.22800637
156,0.22616973
157,0.22517308
158,0.21835489
159,0.24602494
160,0.30386121
161,0.41155179
162,0.41733859
163,0.34468583
164,0.48750617
165,0.36632084
166,0.49660261
167,0.30433923
168,0.58718088
169,0.47691760
170,0.63786290
171,0.62872235
172,0.62079145
