,effective-born-radii
0,0.36261256
1,0.56772150
2,0.29218825
3,0.38883139
4,0.60620549
5,0.54280453
6,0.70472617
7,0.35632575
8,0.47043256
9,0.53481555
10,0.90937739
11,0.31594039
12,0.51379573
13,0.31001340
14,0.30541372
15,0.43477577
16,0.41125569
17,0.47164347
18,0.60166781
19,0.56830988
20,0.95862088
21,0.36618389
22,0.56594206
23,0.29372262
24,0.39156056
25,0.61318213
26,0.53357957
27,0.55025244
28,0.35349817
29,0.49349372
30,0.53619872
31,0.90407389
32,0.31555552
33,0.51102816
34,0.31059560
35,0.31076861
36,0.45540245
37,0.41033725
38,0.49889243
39,0.60884316
40,0.54787941
41,0.90195102
42,0.35550158
43,0.56219737
44,0.31144608
45,0.39506536
46,0.61187017
47,0.54270687
48,0.56113841
49,0.35768694
50,0.51706376
51,0.52851645
52,0.90810976
53,0.31493422
54,0.51218289
55,0.30455350
56,0.27442009
57,0.42875655
58,0.40250345
59,0.45745304
60,0.58550451
61,0.55549068
62,0.90473500
63,0.35565440
64,0.56874318
65,0.28126863
66,0.39171151
67,0.60751607
68,0.54159759
69,0.52281781
70,0.35610723
71,0.46655628
72,0.54004129
73,0.87231028
74,0.31337942
75,0.50159818
76,0.31478284
77,0.36083743
78,0.44281839
79,0.42426541
80,0.52049303
81,0.61299625
82,0.56293893
83,0.71696629
84,0.36191006
85,0.57348862
86,0.29349220
87,0.39406601
88,0.61215351
89,0.55195736
90,0.62599909
91,0.35157494
92,0.45277523
93,0.53008143
94,0.89028919
95,0.32146025
96,0.52824429
97,0.31355118
98,0.28452785
99,0.44409393
100,0.41055713
101,0.47978343
102,0.58991710
103,0.55939445
104,0.87077016
105,0.35823777
106,0.55737514
107,0.28727494
108,0.38859018
109,0.59793180
110,0.54830212
111,0.61078560
112,0.35688246
113,0.45737595
114,0.53604748
115,0.89772124
116,0.31390955
117,0.51512204
118,0.29857456
119,0.28056371
120,0.43735966
121,0.39920809
122,0.50841378
123,0.59718471
124,0.54124184
125,0.56244757
126,0.36983603
127,0.58745793
128,0.29027030
129,0.38639373
130,0.58938424
131,0.53853116
132,0.53115093
133,0.35243648
134,0.47868695
135,0.53579002
136,0.85704116
137,0.31187940
138,0.50553625
139,0.31087386
140,0.33038399
141,0.43622413
142,0.42125331
143,0.55351951
144,0.59933718
145,0.56802365
146,0.96580695
147,0.36757543
148,0.53037890
149,0.48298286
150,0.30757632
151,0.30465915
152,0.40049948
153,0.35419982
154,0.43426399
155,0.54696622
156,0.35404073
157,0.45622614
158,0.28649192
159,0.30084053
160,0.32871917
161,0.53317474
162,0.93319423
