,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,13.683,13.516,18.534,1.00,0.00,0.34383630
1,12.635,13.534,18.185,1.00,0.00,0.53996680
2,14.081,14.854,18.982,1.00,0.00,0.26038903
3,13.888,12.454,19.535,1.00,0.00,0.38136473
4,13.721,11.449,19.141,1.00,0.00,0.59120614
5,12.884,12.667,20.662,1.00,0.00,0.54791750
6,13.070,12.051,21.375,1.00,0.00,0.90573999
7,15.342,12.338,19.998,1.00,0.00,0.34250651
8,15.579,13.337,20.368,1.00,0.00,0.38565948
9,15.445,11.325,21.028,1.00,0.00,0.54232183
10,15.123,10.474,20.723,1.00,0.00,0.87432006
11,16.356,12.155,18.911,1.00,0.00,0.30487219
12,16.412,11.112,18.590,1.00,0.00,0.49335065
13,15.971,12.872,17.605,1.00,0.00,0.29547997
14,16.381,13.873,17.754,1.00,0.00,0.25237203
15,14.536,13.071,17.379,1.00,0.00,0.42319086
16,16.573,12.350,16.290,1.00,0.00,0.40614802
17,17.589,12.679,16.061,1.00,0.00,0.50002949
18,16.009,12.890,15.527,1.00,0.00,0.58714855
19,16.424,10.873,16.182,1.00,0.00,0.56701480
20,16.442,10.558,15.275,1.00,0.00,0.96538310
21,12.319,18.689,19.083,1.00,0.00,0.36042818
22,11.594,19.523,19.079,1.00,0.00,0.58088811
23,13.659,19.219,19.149,1.00,0.00,0.27115630
24,12.024,17.733,20.221,1.00,0.00,0.38368317
25,11.023,17.303,20.157,1.00,0.00,0.60204945
26,12.041,18.558,21.428,1.00,0.00,0.53711489
27,12.612,19.296,21.202,1.00,0.00,0.50998694
28,13.094,16.692,20.197,1.00,0.00,0.30587667
29,14.083,17.151,20.255,1.00,0.00,0.26758577
30,12.937,15.812,21.335,1.00,0.00,0.49696875
31,12.077,15.405,21.211,1.00,0.00,0.81547359
32,12.934,15.809,18.950,1.00,0.00,0.30166451
33,11.971,15.295,18.911,1.00,0.00,0.49972026
34,13.063,16.733,17.757,1.00,0.00,0.30120622
35,14.070,17.152,17.809,1.00,0.00,0.27169104
36,12.125,17.978,17.823,1.00,0.00,0.45088262
37,12.808,16.097,16.397,1.00,0.00,0.42067055
38,13.663,15.511,16.053,1.00,0.00,0.52683887
39,12.744,17.026,15.827,1.00,0.00,0.59205837
40,11.557,15.375,16.383,1.00,0.00,0.56653297
41,11.299,15.039,15.522,1.00,0.00,0.96908879
42,16.506,22.219,19.244,1.00,0.00,0.35183315
43,16.961,23.223,19.181,1.00,0.00,0.57134765
44,17.522,21.110,19.220,1.00,0.00,0.25855104
45,15.565,22.081,20.414,1.00,0.00,0.37781354
46,14.937,22.968,20.303,1.00,0.00,0.59660606
47,16.318,22.108,21.589,1.00,0.00,0.50553073
48,17.236,22.358,21.455,1.00,0.00,0.56766775
49,14.755,20.805,20.426,1.00,0.00,0.31246186
