,effective-born-radii
0,0.35914597
1,0.57502944
2,0.28299174
3,0.38953046
4,0.60098829
5,0.53388327
6,0.59032381
7,0.35800098
8,0.51353933
9,0.53152418
10,0.91010812
11,0.31971496
12,0.52221091
13,0.30308817
14,0.26129850
15,0.44829076
16,0.38912995
17,0.37255515
18,0.58557436
19,0.55069009
20,0.92575910
21,0.35701836
22,0.55770481
23,0.31574192
24,0.39113429
25,0.59842531
26,0.55501061
27,0.85590513
28,0.35969587
29,0.46586972
30,0.52359560
31,0.90557102
32,0.30945821
33,0.50145090
34,0.29992363
35,0.28551265
36,0.43078917
37,0.41243049
38,0.52449241
39,0.59233889
40,0.56449696
41,0.94686491
42,0.35243723
43,0.55741351
44,0.27408996
45,0.38752878
46,0.58948270
47,0.55022821
48,0.61228909
49,0.35500684
50,0.47238080
51,0.54223925
52,0.88534458
53,0.30754848
54,0.48359286
55,0.29569223
56,0.27598516
57,0.42904497
58,0.39938781
59,0.42125040
60,0.60580720
61,0.56163898
62,0.86470677
63,0.35842954
64,0.56967851
65,0.28698365
66,0.39402980
67,0.60677558
68,0.54172788
69,0.63810088
70,0.34282665
71,0.41937897
72,0.52339527
73,0.84035527
74,0.30310034
75,0.49320563
76,0.30651732
77,0.35538020
78,0.42964800
79,0.42553761
80,0.52163932
81,0.61511290
82,0.55953597
83,0.85906935
84,0.36085273
85,0.58060804
86,0.28669979
87,0.38985662
88,0.60076700
89,0.53993422
90,0.53873647
91,0.35156448
92,0.46781654
93,0.53953123
94,0.92204956
95,0.31894996
96,0.51801723
97,0.31510348
98,0.32084420
99,0.44405735
100,0.42540238
101,0.49274805
102,0.61332139
103,0.56769241
104,0.91774917
105,0.36123813
106,0.57643855
107,0.31022165
108,0.38768488
109,0.60023090
110,0.54538850
111,0.89194833
112,0.35573496
113,0.49050035
114,0.53458199
115,0.88507628
116,0.30752607
117,0.49630913
118,0.29428301
119,0.26497396
120,0.42367524
121,0.40121474
122,0.47203940
123,0.57347370
124,0.56157208
125,0.92273372
126,0.35959672
127,0.57490225
128,0.29986361
129,0.39275962
130,0.61504912
131,0.53768060
132,0.53351838
133,0.36753919
134,0.47196686
135,0.54483984
136,0.74999155
137,0.31606518
138,0.51132707
139,0.30534077
140,0.27493517
141,0.44034472
142,0.40076574
143,0.42280507
144,0.60914510
145,0.56130019
146,0.70213503
147,0.39187631
148,0.45667450
149,0.50503123
150,0.59092681
151,0.25743256
152,0.27428028
153,0.25214724
154,0.29472035
155,0.25607822
156,0.32848543
157,0.52301886
158,0.44583620
159,0.32405397
160,0.32861137
161,0.32313858
162,0.49022632
163,0.41302536
164,0.26246020
165,0.27329898
166,0.35775509
167,0.55270422
168,0.86556427
