,effective-born-radii
0,0.35926135
1,0.58379645
2,0.27592074
3,0.38900031
4,0.60806331
5,0.53840262
6,0.55004301
7,0.33818967
8,0.40929498
9,0.52043101
10,0.87684093
11,0.30942831
12,0.50967141
13,0.30103134
14,0.26457462
15,0.43920582
16,0.41565478
17,0.50077583
18,0.60294824
19,0.56195971
20,0.91241687
21,0.34938988
22,0.56780172
23,0.27701949
24,0.38261965
25,0.59594745
26,0.53927169
27,0.54370964
28,0.33453624
29,0.40405908
30,0.51762880
31,0.86771116
32,0.30584591
33,0.51025713
34,0.29389698
35,0.28534779
36,0.42046025
37,0.41254535
38,0.48569879
39,0.61202999
40,0.57136315
41,0.75018409
42,0.35889941
43,0.58432748
44,0.28610612
45,0.39252211
46,0.60383962
47,0.53907644
48,0.52745247
49,0.34786340
50,0.44199976
51,0.53307532
52,0.89761239
53,0.30571999
54,0.49767036
55,0.30644116
56,0.28671757
57,0.43820334
58,0.41661099
59,0.47480508
60,0.62051688
61,0.56308376
62,0.96162799
63,0.35738507
64,0.56606055
65,0.30051676
66,0.39146854
67,0.59810347
68,0.55412378
69,0.64918885
70,0.35972601
71,0.49918076
72,0.52766101
73,0.91377843
74,0.31388442
75,0.51550860
76,0.30070654
77,0.27595548
78,0.43610869
79,0.41055889
80,0.49606294
81,0.60605829
82,0.56529030
83,0.89883350
84,0.35024055
85,0.54601787
86,0.29878428
87,0.37721026
88,0.58308461
89,0.53581062
90,0.89783949
91,0.36621794
92,0.50400744
93,0.54718268
94,0.88317063
95,0.31126753
96,0.50216048
97,0.29807811
98,0.27272690
99,0.43129470
100,0.41021681
101,0.44644585
102,0.61504415
103,0.55472524
104,0.89540613
105,0.35831769
106,0.56888535
107,0.28853927
108,0.39138685
109,0.60969196
110,0.54293716
111,0.81805379
112,0.36590225
113,0.47376284
114,0.55473007
115,0.64069143
116,0.31884464
117,0.52136718
118,0.30571838
119,0.26803479
120,0.44403478
121,0.40925725
122,0.47797966
123,0.58532365
124,0.55228562
125,0.93971969
126,0.35112087
127,0.55874932
128,0.27215313
129,0.38522899
130,0.59681242
131,0.53534705
132,0.54507981
133,0.35055051
134,0.46864491
135,0.54115288
136,0.84396199
137,0.31282005
138,0.51043321
139,0.29972805
140,0.27401771
141,0.43882483
142,0.41913359
143,0.51623274
144,0.60149947
145,0.57803064
146,0.80662419
147,0.34519429
148,0.32738399
149,0.59793963
150,0.32084877
151,0.43640800
152,0.44022972
153,0.27599941
154,0.37877486
155,0.28506419
156,0.29548130
157,0.24658881
158,0.47440950
159,0.35784396
160,0.59042490
161,0.30138167
162,0.25095755
163,0.46457920
164,0.27687929
165,0.38114342
166,0.29320048
167,0.32125136
168,0.39149118
169,0.47997631
170,0.49320050
171,0.88900667
