,effective-born-radii
0,0.36063850
1,0.58482838
2,0.27113955
3,0.38404092
4,0.60930230
5,0.52286388
6,0.48241893
7,0.32369365
8,0.31345213
9,0.51328868
10,0.87708806
11,0.30848538
12,0.52022501
13,0.29661034
14,0.25908374
15,0.44965644
16,0.40242954
17,0.49510600
18,0.59334794
19,0.56581929
20,0.92751635
21,0.35384317
22,0.56955087
23,0.29358211
24,0.37802573
25,0.59258516
26,0.54898578
27,0.75864895
28,0.32772964
29,0.33276799
30,0.52175153
31,0.85994928
32,0.31038789
33,0.51692346
34,0.29126190
35,0.25087992
36,0.42245403
37,0.39466723
38,0.45263519
39,0.56110962
40,0.55658153
41,0.77402609
42,0.35701693
43,0.55390392
44,0.30856661
45,0.39162344
46,0.60088027
47,0.55744265
48,0.61720675
49,0.36066739
50,0.48416970
51,0.53965749
52,0.86827204
53,0.31515190
54,0.50913179
55,0.29074199
56,0.25011398
57,0.41988951
58,0.37605320
59,0.35015559
60,0.55725640
61,0.53280649
62,0.50876896
63,0.35095133
64,0.54702099
65,0.29025067
66,0.38149234
67,0.59785965
68,0.52366817
69,0.90645089
70,0.36231643
71,0.48118703
72,0.55243824
73,0.85364155
74,0.31914998
75,0.51917415
76,0.31477426
77,0.32988089
78,0.43190652
79,0.42413195
80,0.51515625
81,0.61813967
82,0.56073355
83,0.90201234
84,0.36738898
85,0.58369864
86,0.30030034
87,0.39226052
88,0.60953779
89,0.54669958
90,0.55856844
91,0.35960676
92,0.49824848
93,0.54154677
94,0.75297894
95,0.30869683
96,0.48543467
97,0.31183558
98,0.34728797
99,0.44114669
100,0.42228091
101,0.53815822
102,0.61910516
103,0.56805265
104,0.93214043
105,0.35393976
106,0.56768401
107,0.32915736
108,0.39044407
109,0.60632536
110,0.54466251
111,0.58526396
112,0.36405196
113,0.51115670
114,0.53314562
115,0.81601862
116,0.32094445
117,0.52321649
118,0.29759497
119,0.27835419
120,0.42486526
121,0.39718903
122,0.48472198
123,0.53693544
124,0.56841254
125,0.88074438
126,0.35808091
127,0.56661603
128,0.27162994
129,0.38965762
130,0.60835703
131,0.53004749
132,0.49837932
133,0.36047574
134,0.50798886
135,0.54673779
136,0.89162085
137,0.31617580
138,0.50093403
139,0.29801823
140,0.27197460
141,0.42972914
142,0.40396628
143,0.42665756
144,0.57995331
145,0.56185923
146,0.95480807
147,0.46939514
148,0.59220169
149,0.58710176
150,0.36170857
151,0.48921167
152,0.39288835
153,0.33256870
154,0.36499282
155,0.52016034
156,0.30850039
157,0.31960079
158,0.29578606
159,0.45127396
160,0.27183881
161,0.29758433
162,0.29012796
163,0.35753059
164,0.57647137
165,0.38930175
166,0.36300436
