,effective-born-radii
0,0.36221347
1,0.57859531
2,0.29501598
3,0.38980182
4,0.60864217
5,0.53671697
6,0.55813053
7,0.36773880
8,0.48856437
9,0.54359101
10,0.89665623
11,0.31657219
12,0.51240189
13,0.29573316
14,0.26137211
15,0.42680209
16,0.41028564
17,0.51754296
18,0.56732745
19,0.56463573
20,0.88302813
21,0.35582792
22,0.56681062
23,0.30717484
24,0.38700578
25,0.60261458
26,0.53633674
27,0.55435006
28,0.36254170
29,0.50246056
30,0.54186369
31,0.90331254
32,0.31910299
33,0.52976907
34,0.29866587
35,0.25534644
36,0.43625506
37,0.39256269
38,0.43643744
39,0.58071892
40,0.52580930
41,0.47633733
42,0.35356733
43,0.56685959
44,0.28322601
45,0.38514871
46,0.59587995
47,0.54082762
48,0.53503647
49,0.35798897
50,0.48979023
51,0.53793559
52,0.87112931
53,0.30945240
54,0.49903286
55,0.29405385
56,0.25455391
57,0.43724555
58,0.39573187
59,0.39939545
60,0.56685262
61,0.56879649
62,0.88991293
63,0.36859033
64,0.58423060
65,0.30154592
66,0.39397799
67,0.60516729
68,0.54453676
69,0.75711080
70,0.35433741
71,0.46333733
72,0.53111946
73,0.83164826
74,0.31115924
75,0.51107363
76,0.28626460
77,0.24901177
78,0.42786272
79,0.38817479
80,0.44526451
81,0.56414499
82,0.56264930
83,0.86365341
84,0.35090130
85,0.54601250
86,0.27489994
87,0.39523091
88,0.59645675
89,0.54463273
90,0.55783607
91,0.35617678
92,0.46506832
93,0.54603344
94,0.91977300
95,0.31509542
96,0.51258736
97,0.29428031
98,0.25378476
99,0.43802051
100,0.40074529
101,0.44674322
102,0.59505710
103,0.55784512
104,0.93923565
105,0.35607183
106,0.57309053
107,0.28101377
108,0.38645949
109,0.59998011
110,0.53657809
111,0.53686367
112,0.34723583
113,0.41500751
114,0.53205690
115,0.89041100
116,0.30510749
117,0.49156988
118,0.28680266
119,0.24989902
120,0.42748239
121,0.39949788
122,0.49179658
123,0.57267089
124,0.55883780
125,0.88992934
126,0.35875836
127,0.56100572
128,0.29172313
129,0.39264268
130,0.60588083
131,0.54532006
132,0.56697890
133,0.35284692
134,0.50118901
135,0.53147201
136,0.84593977
137,0.30685753
138,0.49924096
139,0.29225380
140,0.25223166
141,0.42653065
142,0.39219709
143,0.42625065
144,0.58431303
145,0.56115743
146,0.84036792
147,0.42219113
148,0.55406613
149,0.53878343
150,0.32785744
151,0.47264537
152,0.37361632
153,0.23235736
154,0.25674240
155,0.22931998
156,0.22789915
157,0.23063658
158,0.25200949
159,0.26585108
160,0.24171337
161,0.31959105
162,0.40624517
163,0.49042409
164,0.59369859
165,0.57274854
