,effective-born-radii
0,0.35899124
1,0.56769583
2,0.29896805
3,0.39451811
4,0.61075731
5,0.54402299
6,0.57331931
7,0.35180259
8,0.49550355
9,0.53381158
10,0.86303078
11,0.31116253
12,0.50246674
13,0.28878655
14,0.24478375
15,0.42619296
16,0.37974666
17,0.41644673
18,0.54417741
19,0.55386557
20,0.93858062
21,0.35579795
22,0.56533238
23,0.28943133
24,0.39389084
25,0.60985303
26,0.54126427
27,0.53447212
28,0.35488730
29,0.48566017
30,0.54860006
31,0.89786397
32,0.31466448
33,0.51517796
34,0.29845331
35,0.25143760
36,0.43629450
37,0.39568506
38,0.45870118
39,0.56534797
40,0.56833301
41,0.94857520
42,0.35646158
43,0.58013814
44,0.29753944
45,0.37978646
46,0.59228006
47,0.54153840
48,0.58479631
49,0.36176789
50,0.47295642
51,0.53771564
52,0.85113918
53,0.30935987
54,0.50317241
55,0.28943359
56,0.25389767
57,0.42623180
58,0.38638689
59,0.36216030
60,0.57970157
61,0.54013592
62,0.90718540
63,0.35175508
64,0.54316751
65,0.29382643
66,0.39300460
67,0.60406351
68,0.54524665
69,0.58432179
70,0.35652473
71,0.49885619
72,0.54789387
73,0.92760997
74,0.31286838
75,0.49588622
76,0.31048422
77,0.37425232
78,0.41684219
79,0.42283717
80,0.49559708
81,0.62033894
82,0.57181015
83,0.89656743
84,0.36229767
85,0.56905103
86,0.27694374
87,0.38887106
88,0.59742370
89,0.53649138
90,0.69806283
91,0.35269664
92,0.45224526
93,0.53552656
94,0.89326511
95,0.31044056
96,0.50589895
97,0.31718341
98,0.37405077
99,0.44859069
100,0.43209598
101,0.55470848
102,0.61305046
103,0.56849574
104,0.81755131
105,0.35625733
106,0.55715524
107,0.28613510
108,0.38917344
109,0.60583902
110,0.54679242
111,0.64138612
112,0.35219992
113,0.46649533
114,0.53061431
115,0.88439441
116,0.31004891
117,0.51530697
118,0.29840724
119,0.24811303
120,0.43218367
121,0.38552439
122,0.42988588
123,0.55604249
124,0.56724327
125,0.93902468
126,0.35308668
127,0.55913137
128,0.27536203
129,0.38614727
130,0.60572330
131,0.52613601
132,0.90551822
133,0.34496111
134,0.40223864
135,0.54553254
136,0.77657338
137,0.31501252
138,0.52611933
139,0.29583309
140,0.25076297
141,0.43305758
142,0.40013343
143,0.46597766
144,0.55991753
145,0.57020895
146,0.80338977
147,0.43635412
148,0.54570533
149,0.56190926
150,0.33841614
151,0.45620057
152,0.39264461
153,0.24190596
154,0.28680377
155,0.23412595
156,0.22660250
157,0.22594848
158,0.24273617
159,0.31454979
160,0.31219336
161,0.46271169
162,0.40698424
163,0.39106964
164,0.62329174
165,0.53489364
