,effective-born-radii
0,0.34611812
1,0.56142939
2,0.30089773
3,0.38717847
4,0.59605061
5,0.55237325
6,0.76382478
7,0.36363599
8,0.47178673
9,0.54238799
10,0.84574231
11,0.32043108
12,0.52059704
13,0.29291367
14,0.24707152
15,0.41157783
16,0.38533455
17,0.42896869
18,0.50046014
19,0.58409294
20,0.87645055
21,0.36100741
22,0.56966723
23,0.28375647
24,0.39209999
25,0.60790894
26,0.53911181
27,0.60695375
28,0.35727917
29,0.48120358
30,0.54855852
31,0.89239244
32,0.31785816
33,0.50675933
34,0.29427056
35,0.24933492
36,0.43433465
37,0.39265595
38,0.44353430
39,0.56397334
40,0.55757110
41,0.95613660
42,0.35165328
43,0.55619039
44,0.33480597
45,0.38795013
46,0.60115111
47,0.54874675
48,0.66627154
49,0.36652952
50,0.52680608
51,0.53888770
52,0.87363209
53,0.31158115
54,0.50206178
55,0.28264081
56,0.24819604
57,0.41200305
58,0.35576070
59,0.40534589
60,0.44849658
61,0.55559608
62,0.92109065
63,0.36000835
64,0.56936179
65,0.30662258
66,0.39167405
67,0.60343256
68,0.55389903
69,0.65143640
70,0.37198334
71,0.54040399
72,0.54479065
73,0.92691469
74,0.31932490
75,0.50734093
76,0.29764308
77,0.25641304
78,0.43697237
79,0.36852855
80,0.31887164
81,0.50500768
82,0.53946205
83,0.75102004
84,0.36163114
85,0.56750695
86,0.31282602
87,0.39177427
88,0.60319122
89,0.54644984
90,0.68069578
91,0.37113723
92,0.49501609
93,0.55033030
94,0.93068385
95,0.32166294
96,0.51853455
97,0.28901238
98,0.25759762
99,0.42642999
100,0.37976155
101,0.43605993
102,0.54279410
103,0.56198929
104,0.77000763
105,0.35525947
106,0.56257974
107,0.33107917
108,0.38950501
109,0.60152429
110,0.54124269
111,0.90519480
112,0.36530146
113,0.52709970
114,0.54287880
115,0.88988055
116,0.32290085
117,0.51897142
118,0.29993094
119,0.26590344
120,0.42667734
121,0.38420422
122,0.42660535
123,0.56577092
124,0.56155925
125,0.88171375
126,0.36072065
127,0.57845806
128,0.29764411
129,0.39716517
130,0.61573668
131,0.54271759
132,0.66104614
133,0.37423812
134,0.47381141
135,0.55286774
136,0.85119822
137,0.32658818
138,0.51063981
139,0.29543536
140,0.25546271
141,0.43898505
142,0.38676597
143,0.42223389
144,0.57460850
145,0.54969215
146,0.74219464
147,0.42271386
148,0.53926742
149,0.57019734
150,0.38230769
151,0.51468564
152,0.57424937
153,0.25404611
154,0.23441472
155,0.29091308
156,0.23016551
157,0.24143007
158,0.25952032
159,0.26065077
160,0.39954888
161,0.24882508
162,0.30460648
163,0.44979383
164,0.25445505
165,0.43356129
166,0.63095920
167,0.60931055
168,0.49388063
