,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.244,12.660,18.545,1.00,0.00,0.34545607
1,13.259,12.263,18.241,1.00,0.00,0.53053971
2,14.033,14.033,18.940,1.00,0.00,0.26177232
3,14.793,11.804,19.691,1.00,0.00,0.38726961
4,14.981,10.796,19.316,1.00,0.00,0.60487439
5,13.720,11.666,20.668,1.00,0.00,0.54551142
6,13.403,12.549,20.873,1.00,0.00,0.55258307
7,16.042,12.477,20.191,1.00,0.00,0.33901053
8,15.749,13.486,20.489,1.00,0.00,0.35020148
9,16.592,11.908,21.400,1.00,0.00,0.54249425
10,17.127,12.587,21.818,1.00,0.00,0.74251629
11,17.045,12.496,19.153,1.00,0.00,0.31476559
12,17.433,11.515,18.871,1.00,0.00,0.51387687
13,16.567,13.086,17.798,1.00,0.00,0.29389659
14,16.470,14.167,17.920,1.00,0.00,0.26667341
15,15.156,12.645,17.420,1.00,0.00,0.42063389
16,17.398,12.818,16.532,1.00,0.00,0.41403656
17,18.393,13.182,16.796,1.00,0.00,0.48690387
18,16.946,13.295,15.660,1.00,0.00,0.60163484
19,17.504,11.372,16.293,1.00,0.00,0.57664628
20,16.590,11.080,16.313,1.00,0.00,0.85039721
21,10.901,16.750,19.150,1.00,0.00,0.36420245
22,9.855,17.087,19.262,1.00,0.00,0.58853219
23,11.978,17.795,19.038,1.00,0.00,0.27149672
24,11.080,15.895,20.346,1.00,0.00,0.38644470
25,10.286,15.145,20.337,1.00,0.00,0.60979777
26,11.057,16.708,21.500,1.00,0.00,0.51923848
27,10.963,17.642,21.300,1.00,0.00,0.52767101
28,12.501,15.256,20.319,1.00,0.00,0.31251144
29,13.277,16.020,20.399,1.00,0.00,0.27990075
30,12.692,14.327,21.439,1.00,0.00,0.50248228
31,12.766,14.894,22.210,1.00,0.00,0.82589340
32,12.688,14.427,19.031,1.00,0.00,0.30360686
33,12.021,13.564,19.053,1.00,0.00,0.50609955
34,12.396,15.290,17.790,1.00,0.00,0.30805501
35,13.196,16.033,17.761,1.00,0.00,0.28957383
36,11.075,15.899,17.943,1.00,0.00,0.45388709
37,12.460,14.577,16.387,1.00,0.00,0.42139117
38,13.497,14.524,16.051,1.00,0.00,0.54536772
39,12.041,15.183,15.580,1.00,0.00,0.60994358
40,11.795,13.335,16.504,1.00,0.00,0.55804213
41,10.871,13.385,16.250,1.00,0.00,0.95667388
42,13.053,21.721,19.220,1.00,0.00,0.35817596
43,12.971,22.791,18.955,1.00,0.00,0.58473261
44,14.446,21.132,19.478,1.00,0.00,0.28434512
45,12.087,21.305,20.332,1.00,0.00,0.39414365
46,11.121,21.717,20.033,1.00,0.00,0.60640324
47,12.537,21.780,21.585,1.00,0.00,0.54992311
48,13.485,21.635,21.630,1.00,0.00,0.68740112
49,11.897,19.824,20.369,1.00,0.00,0.34659380
50,12.773,19.330,20.794,1.00,0.00,0.43408183
51,10.846,19.450,21.257,1.00,0.00,0.52844961
52,10.911,20.111,21.950,1.00,0.00,0.86667056
53,11.529,19.225,18.941,1.00,0.00,0.32046365
54,10.492,19.474,18.705,1.00,0.00,0.53914819
55,12.441,19.714,17.816,1.00,0.00,0.30592251
56,13.448,19.312,17.949,1.00,0.00,0.26583954
57,12.486,21.177,17.949,1.00,0.00,0.44285901
58,12.052,19.249,16.400,1.00,0.00,0.41997294
59,12.183,18.171,16.284,1.00,0.00,0.50929602
60,12.771,19.755,15.752,1.00,0.00,0.59169992
61,10.706,19.544,16.151,1.00,0.00,0.57234995
62,10.507,19.729,15.230,1.00,0.00,0.95862251
63,18.479,22.179,19.461,1.00,0.00,0.36213691
64,19.368,22.835,19.437,1.00,0.00,0.57780010
65,18.820,20.825,19.929,1.00,0.00,0.28706267
66,17.527,22.821,20.474,1.00,0.00,0.38697475
67,17.367,23.897,20.372,1.00,0.00,0.60866340
68,18.117,22.823,21.838,1.00,0.00,0.55144590
69,18.991,22.426,21.837,1.00,0.00,0.66559665
70,16.187,22.186,20.559,1.00,0.00,0.35468678
71,16.359,21.168,20.916,1.00,0.00,0.44913165
72,15.261,22.966,21.344,1.00,0.00,0.52532277
73,15.484,23.004,22.277,1.00,0.00,0.90433468
74,15.550,21.977,19.167,1.00,0.00,0.31503602
75,15.179,22.933,18.793,1.00,0.00,0.52072462
76,16.532,21.324,18.165,1.00,0.00,0.29351498
77,16.744,20.325,18.553,1.00,0.00,0.24490365
78,17.809,22.095,18.107,1.00,0.00,0.43997623
79,15.916,21.129,16.781,1.00,0.00,0.38510842
80,14.980,20.577,16.893,1.00,0.00,0.38640436
81,16.559,20.544,16.121,1.00,0.00,0.53905872
82,15.722,22.447,16.217,1.00,0.00,0.57024026
83,16.415,23.039,16.517,1.00,0.00,0.87532968
84,21.746,17.878,19.850,1.00,0.00,0.35330565
85,22.698,17.328,19.740,1.00,0.00,0.56990102
86,20.619,17.033,20.221,1.00,0.00,0.29068995
87,21.955,18.943,20.938,1.00,0.00,0.39663089
88,22.860,19.518,20.733,1.00,0.00,0.61271866
89,22.041,18.241,22.206,1.00,0.00,0.55123569
90,21.284,17.668,22.346,1.00,0.00,0.76480228
91,20.696,19.778,21.029,1.00,0.00,0.35483827
92,19.857,19.181,21.392,1.00,0.00,0.44916499
93,20.915,20.921,21.830,1.00,0.00,0.53615451
94,20.862,20.573,22.723,1.00,0.00,0.88939422
95,20.203,20.403,19.706,1.00,0.00,0.31253433
96,20.828,21.241,19.391,1.00,0.00,0.50845109
97,20.203,19.420,18.557,1.00,0.00,0.28796902
98,19.369,18.726,18.680,1.00,0.00,0.24695792
99,21.481,18.617,18.586,1.00,0.00,0.41674227
100,20.155,19.936,17.126,1.00,0.00,0.40689732
101,19.182,20.348,16.852,1.00,0.00,0.49645522
102,20.332,19.092,16.456,1.00,0.00,0.57057696
103,21.203,20.855,17.043,1.00,0.00,0.56538400
104,21.924,20.655,17.645,1.00,0.00,0.82784924
105,19.530,13.026,19.383,1.00,0.00,0.35229046
106,19.581,11.979,19.032,1.00,0.00,0.56212292
107,18.126,13.395,19.785,1.00,0.00,0.28087818
108,20.519,13.232,20.543,1.00,0.00,0.38928442
109,21.451,12.836,20.136,1.00,0.00,0.60521055
110,20.141,12.386,21.643,1.00,0.00,0.55459290
111,19.312,12.716,21.997,1.00,0.00,0.73247352
112,20.651,14.678,20.958,1.00,0.00,0.36292552
113,19.681,14.827,21.436,1.00,0.00,0.46724851
114,21.751,14.855,21.772,1.00,0.00,0.54259275
115,21.791,14.126,22.395,1.00,0.00,0.89270877
116,20.861,15.680,19.753,1.00,0.00,0.30772278
117,21.865,15.566,19.341,1.00,0.00,0.49477752
118,19.962,15.348,18.576,1.00,0.00,0.28162205
119,18.971,15.719,18.847,1.00,0.00,0.23779885
120,19.985,13.884,18.259,1.00,0.00,0.41896058
121,20.306,16.041,17.223,1.00,0.00,0.37751438
122,20.226,17.130,17.199,1.00,0.00,0.40270909
123,19.640,15.644,16.454,1.00,0.00,0.54538706
124,21.654,15.674,16.801,1.00,0.00,0.55959744
125,22.093,16.522,16.705,1.00,0.00,0.83666258
126,16.348,16.901,22.564,1.00,0.00,0.42200130
127,16.750,15.922,23.141,1.00,0.00,0.54906189
128,15.233,17.312,22.827,1.00,0.00,0.52685162
129,17.197,17.509,21.478,1.00,0.00,0.34591275
130,18.025,16.839,21.236,1.00,0.00,0.36995014
131,17.587,18.498,21.727,1.00,0.00,0.49760303
132,16.417,17.838,20.120,1.00,0.00,0.23605006
133,15.978,18.821,19.970,1.00,0.00,0.25690485
134,16.303,16.904,19.128,1.00,0.00,0.21370128
135,16.787,15.934,19.198,1.00,0.00,0.21600517
136,15.704,17.310,17.784,1.00,0.00,0.27526365
137,15.156,16.501,17.296,1.00,0.00,0.39817792
138,15.126,18.236,17.819,1.00,0.00,0.26959778
139,16.879,17.602,16.845,1.00,0.00,0.36251686
140,17.616,16.801,16.757,1.00,0.00,0.43578378
141,16.578,17.868,15.830,1.00,0.00,0.59275996
142,17.372,18.535,17.127,1.00,0.00,0.33224005
