,effective-born-radii
0,0.34545607
1,0.53053971
2,0.26177232
3,0.38726961
4,0.60487439
5,0.54551142
6,0.55258307
7,0.33901053
8,0.35020148
9,0.54249425
10,0.74251629
11,0.31476559
12,0.51387687
13,0.29389659
14,0.26667341
15,0.42063389
16,0.41403656
17,0.48690387
18,0.60163484
19,0.57664628
20,0.85039721
21,0.36420245
22,0.58853219
23,0.27149672
24,0.38644470
25,0.60979777
26,0.51923848
27,0.52767101
28,0.31251144
29,0.27990075
30,0.50248228
31,0.82589340
32,0.30360686
33,0.50609955
34,0.30805501
35,0.28957383
36,0.45388709
37,0.42139117
38,0.54536772
39,0.60994358
40,0.55804213
41,0.95667388
42,0.35817596
43,0.58473261
44,0.28434512
45,0.39414365
46,0.60640324
47,0.54992311
48,0.68740112
49,0.34659380
50,0.43408183
51,0.52844961
52,0.86667056
53,0.32046365
54,0.53914819
55,0.30592251
56,0.26583954
57,0.44285901
58,0.41997294
59,0.50929602
60,0.59169992
61,0.57234995
62,0.95862251
63,0.36213691
64,0.57780010
65,0.28706267
66,0.38697475
67,0.60866340
68,0.55144590
69,0.66559665
70,0.35468678
71,0.44913165
72,0.52532277
73,0.90433468
74,0.31503602
75,0.52072462
76,0.29351498
77,0.24490365
78,0.43997623
79,0.38510842
80,0.38640436
81,0.53905872
82,0.57024026
83,0.87532968
84,0.35330565
85,0.56990102
86,0.29068995
87,0.39663089
88,0.61271866
89,0.55123569
90,0.76480228
91,0.35483827
92,0.44916499
93,0.53615451
94,0.88939422
95,0.31253433
96,0.50845109
97,0.28796902
98,0.24695792
99,0.41674227
100,0.40689732
101,0.49645522
102,0.57057696
103,0.56538400
104,0.82784924
105,0.35229046
106,0.56212292
107,0.28087818
108,0.38928442
109,0.60521055
110,0.55459290
111,0.73247352
112,0.36292552
113,0.46724851
114,0.54259275
115,0.89270877
116,0.30772278
117,0.49477752
118,0.28162205
119,0.23779885
120,0.41896058
121,0.37751438
122,0.40270909
123,0.54538706
124,0.55959744
125,0.83666258
126,0.42200130
127,0.54906189
128,0.52685162
129,0.34591275
130,0.36995014
131,0.49760303
132,0.23605006
133,0.25690485
134,0.21370128
135,0.21600517
136,0.27526365
137,0.39817792
138,0.26959778
139,0.36251686
140,0.43578378
141,0.59275996
142,0.33224005
