,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,19.382,13.253,19.079,1.00,0.00,0.34794146
1,19.341,12.155,18.965,1.00,0.00,0.53939610
2,18.141,13.621,19.728,1.00,0.00,0.27977298
3,20.637,13.631,19.969,1.00,0.00,0.39224273
4,21.592,13.214,19.643,1.00,0.00,0.61432249
5,20.236,13.112,21.311,1.00,0.00,0.53551540
6,19.448,13.576,21.602,1.00,0.00,0.69052811
7,20.827,15.093,20.081,1.00,0.00,0.34026202
8,20.048,15.434,20.767,1.00,0.00,0.43762362
9,22.078,15.283,20.774,1.00,0.00,0.52980502
10,21.986,14.954,21.671,1.00,0.00,0.89229211
11,20.886,15.760,18.721,1.00,0.00,0.31356487
12,21.831,15.516,18.231,1.00,0.00,0.51637038
13,19.702,15.371,17.773,1.00,0.00,0.30069486
14,18.743,15.724,18.156,1.00,0.00,0.28765267
15,19.474,13.914,17.692,1.00,0.00,0.40943821
16,19.826,15.866,16.348,1.00,0.00,0.41597974
17,19.670,16.947,16.339,1.00,0.00,0.52517106
18,19.050,15.426,15.719,1.00,0.00,0.59992219
19,21.085,15.386,15.801,1.00,0.00,0.57311421
20,21.824,15.949,16.043,1.00,0.00,0.85916038
21,14.254,12.373,19.771,1.00,0.00,0.35480232
22,13.307,11.805,19.719,1.00,0.00,0.57020817
23,14.049,13.816,19.969,1.00,0.00,0.28352383
24,15.089,11.765,20.914,1.00,0.00,0.39888612
25,15.354,10.732,20.679,1.00,0.00,0.60550762
26,14.283,12.028,22.072,1.00,0.00,0.54803332
27,14.027,12.936,21.894,1.00,0.00,0.59363706
28,16.429,12.487,21.008,1.00,0.00,0.35272653
29,16.251,13.495,21.386,1.00,0.00,0.43604680
30,17.219,11.779,21.956,1.00,0.00,0.54641578
31,16.733,11.315,22.642,1.00,0.00,0.89514738
32,17.158,12.552,19.618,1.00,0.00,0.31312707
33,17.569,11.549,19.482,1.00,0.00,0.51894330
34,16.259,12.894,18.356,1.00,0.00,0.30449001
35,15.987,13.936,18.540,1.00,0.00,0.28327093
36,14.974,12.110,18.507,1.00,0.00,0.43433317
37,16.826,12.630,16.935,1.00,0.00,0.41119594
38,17.310,13.479,16.448,1.00,0.00,0.53717390
39,15.973,12.499,16.266,1.00,0.00,0.59582875
40,17.638,11.416,16.836,1.00,0.00,0.56341983
41,18.535,11.617,16.558,1.00,0.00,0.84496103
42,11.330,16.899,19.409,1.00,0.00,0.35645486
43,10.429,17.515,19.236,1.00,0.00,0.56019664
44,12.451,17.792,19.758,1.00,0.00,0.26671353
45,11.066,15.876,20.515,1.00,0.00,0.39249815
46,10.276,15.181,20.223,1.00,0.00,0.60950014
47,10.744,16.708,21.630,1.00,0.00,0.53355264
48,11.240,17.529,21.616,1.00,0.00,0.53988674
49,12.333,15.094,20.854,1.00,0.00,0.33728152
50,13.209,15.679,21.143,1.00,0.00,0.37169625
51,11.905,14.203,21.885,1.00,0.00,0.53672921
52,11.731,14.680,22.699,1.00,0.00,0.89316056
53,12.727,14.345,19.641,1.00,0.00,0.31288856
54,12.133,13.459,19.406,1.00,0.00,0.50476021
55,12.898,15.214,18.398,1.00,0.00,0.30147259
56,13.784,15.834,18.544,1.00,0.00,0.28102948
57,11.723,16.132,18.170,1.00,0.00,0.43022979
58,13.182,14.478,17.037,1.00,0.00,0.40765565
59,14.208,14.108,17.094,1.00,0.00,0.44527857
60,13.221,15.144,16.172,1.00,0.00,0.61011384
61,12.329,13.404,16.799,1.00,0.00,0.56103146
62,11.487,13.839,16.648,1.00,0.00,0.89929227
63,13.290,21.821,19.124,1.00,0.00,0.35838578
64,13.237,22.916,18.984,1.00,0.00,0.57244544
65,14.587,21.444,19.602,1.00,0.00,0.27746836
66,12.254,21.537,20.181,1.00,0.00,0.39330542
67,11.251,21.784,19.827,1.00,0.00,0.61041897
68,12.597,22.311,21.351,1.00,0.00,0.54829923
69,13.513,22.104,21.553,1.00,0.00,0.61591253
