,effective-born-radii
0,0.35864810
1,0.56284345
2,0.34850825
3,0.39302231
4,0.60943969
5,0.54551009
6,0.76895991
7,0.36114559
8,0.52632368
9,0.53388447
10,0.89225714
11,0.31405814
12,0.50801286
13,0.30411065
14,0.28502039
15,0.44165813
16,0.40174857
17,0.45157982
18,0.57035109
19,0.58025122
20,0.95318052
21,0.34744004
22,0.53529794
23,0.32580814
24,0.39067892
25,0.60486083
26,0.54633533
27,0.55557430
28,0.36945928
29,0.54894941
30,0.53545458
31,0.90659844
32,0.32560647
33,0.50866524
34,0.30814951
35,0.35939860
36,0.42992505
37,0.39160817
38,0.43664196
39,0.57649370
40,0.54635406
41,0.88405948
42,0.35448588
43,0.57067200
44,0.27514821
45,0.38468868
46,0.60236762
47,0.54624883
48,0.74971585
49,0.35170304
50,0.45699634
51,0.53943088
52,0.82857010
53,0.31218010
54,0.49932776
55,0.29773033
56,0.26926761
57,0.43295076
58,0.40107376
59,0.48896757
60,0.59204569
61,0.55780371
62,0.93120644
63,0.34389677
64,0.55658440
65,0.26530606
66,0.38351461
67,0.57766474
68,0.54737502
69,0.71046240
70,0.34197312
71,0.41703796
72,0.53548118
73,0.86860206
74,0.30334734
75,0.48969640
76,0.29339706
77,0.27250108
78,0.41990842
79,0.41390647
80,0.47115167
81,0.61350693
82,0.56885612
83,0.95029845
84,0.35219974
85,0.56337823
86,0.27860064
87,0.39012765
88,0.60643277
89,0.53848273
90,0.55991531
91,0.34118639
92,0.39518124
93,0.52639291
94,0.89435896
95,0.30397358
96,0.50202956
97,0.29121057
98,0.24569880
99,0.41284716
100,0.40255408
101,0.46639636
102,0.59401075
103,0.55921581
104,0.94654323
105,0.35137898
106,0.55818873
107,0.28529765
108,0.38537400
109,0.59368690
110,0.55693200
111,0.57651045
112,0.34915702
113,0.44892572
114,0.54121719
115,0.84723833
116,0.31247548
117,0.51303032
118,0.29692375
119,0.25334366
120,0.43186762
121,0.39675379
122,0.43806849
123,0.60058537
124,0.55312493
125,0.70867833
126,0.35810095
127,0.57164463
128,0.28634333
129,0.39629847
130,0.60488464
131,0.53789124
132,0.52461506
133,0.35588653
134,0.45301647
135,0.53998740
136,0.90139510
137,0.30969927
138,0.49949825
139,0.30463844
140,0.27251730
141,0.43511149
142,0.41217624
143,0.47340877
144,0.60718383
145,0.56792509
146,0.92137849
147,0.45944310
148,0.57237012
149,0.59935899
150,0.37294078
151,0.48794698
152,0.50005199
153,0.32319730
154,0.33552931
155,0.45889791
156,0.29381011
157,0.26880328
158,0.29039773
159,0.28280392
160,0.29073327
161,0.30680385
162,0.29238220
163,0.38716114
164,0.57314858
165,0.54421434
166,0.47233255
