,effective-born-radii
0,0.36666134
1,0.58041361
2,0.26691197
3,0.39630624
4,0.60505866
5,0.54032111
6,0.53498691
7,0.34121353
8,0.42308844
9,0.53015472
10,0.60698368
11,0.30045086
12,0.48198864
13,0.29345415
14,0.25179952
15,0.44929836
16,0.40159796
17,0.45956702
18,0.56955324
19,0.57460467
20,0.83035324
21,0.37281225
22,0.59741715
23,0.27276427
24,0.37962762
25,0.60601460
26,0.51493204
27,0.51770554
28,0.30689955
29,0.26768033
30,0.50183868
31,0.81758876
32,0.31008849
33,0.52210707
34,0.29934970
35,0.24679165
36,0.44562301
37,0.40050087
38,0.46217435
39,0.58638734
40,0.56241348
41,0.84774347
42,0.35808652
43,0.57392221
44,0.26743326
45,0.38968437
46,0.61231331
47,0.52461517
48,0.94180692
49,0.33875522
50,0.36978538
51,0.53017784
52,0.87936001
53,0.32111725
54,0.53344019
55,0.30813110
56,0.25056708
57,0.43951754
58,0.41733465
59,0.63599425
60,0.51388745
61,0.51342882
62,0.91286184
63,0.35509907
64,0.55907311
65,0.25919649
66,0.37634551
67,0.59794621
68,0.53131304
69,0.48930780
70,0.32297753
71,0.30599672
72,0.52602385
73,0.59843887
74,0.31126942
75,0.52269777
76,0.29527176
77,0.24243973
78,0.44692275
79,0.39547405
80,0.43195341
81,0.58096128
82,0.56718177
83,0.96259816
84,0.36148476
85,0.57254512
86,0.26202934
87,0.37970471
88,0.59282446
89,0.51945005
90,0.94371828
91,0.30717479
92,0.27669074
93,0.50862300
94,0.85840403
95,0.29518815
96,0.48064304
97,0.29418593
98,0.25271851
99,0.44031920
100,0.40968753
101,0.50659887
102,0.60168248
103,0.56560295
104,0.97017398
105,0.35998117
106,0.58213047
107,0.26728121
108,0.38955130
109,0.61073201
110,0.52391571
111,0.85643674
112,0.32715612
113,0.30039798
114,0.52704350
115,0.59263270
116,0.31314588
117,0.51861619
118,0.29926423
119,0.25441946
120,0.43364433
121,0.41167798
122,0.52886057
123,0.59396608
124,0.56145946
125,0.93358769
126,0.41371130
127,0.50851978
128,0.41349165
129,0.64055103
130,0.31186568
131,0.32656735
132,0.40950303
133,0.21302011
134,0.21173956
135,0.21894534
136,0.19814887
137,0.20581396
138,0.20356589
139,0.21336370
140,0.21461712
141,0.22899008
142,0.28791580
143,0.42421427
144,0.31287864
145,0.34827071
146,0.50344708
147,0.41313257
148,0.50201891
149,0.44640548
150,0.62551323
151,0.46022743
152,0.60949961
153,0.63328054
154,0.61892170
