,effective-born-radii
0,0.35021978
1,0.56018354
2,0.30375628
3,0.38883370
4,0.60550817
5,0.55532489
6,0.78483054
7,0.35242017
8,0.49878793
9,0.53473554
10,0.88286259
11,0.30856712
12,0.49761115
13,0.28851349
14,0.25210656
15,0.41043182
16,0.40450329
17,0.48117584
18,0.57303317
19,0.56896429
20,0.87856350
21,0.35019865
22,0.55344621
23,0.28591527
24,0.39066529
25,0.59856302
26,0.54404209
27,0.54332464
28,0.36705226
29,0.50186038
30,0.55137760
31,0.85990670
32,0.31352933
33,0.50835144
34,0.28862448
35,0.24641088
36,0.42096550
37,0.38660804
38,0.42278306
39,0.56217632
40,0.54838077
41,0.87822890
42,0.35350724
43,0.55828822
44,0.32557084
45,0.39315998
46,0.58785553
47,0.56122926
48,0.76179980
49,0.36089004
50,0.49840098
51,0.53795792
52,0.90354103
53,0.30608356
54,0.49120096
55,0.29105881
56,0.26566341
57,0.38464195
58,0.41935017
59,0.56072021
60,0.60138178
61,0.57472249
62,0.84294985
63,0.35271604
64,0.55296206
65,0.30295681
66,0.38742017
67,0.59640599
68,0.55002276
69,0.74945438
70,0.36394607
71,0.48657891
72,0.54376495
73,0.91593579
74,0.31307813
75,0.49914443
76,0.28718176
77,0.24817608
78,0.39458669
79,0.40332240
80,0.51102978
81,0.56296994
82,0.57331724
83,0.90802048
84,0.34656730
85,0.54895461
86,0.28120061
87,0.38717992
88,0.60585646
89,0.53816369
90,0.65690313
91,0.36014966
92,0.50083267
93,0.54283731
94,0.89642696
95,0.31228004
96,0.50976162
97,0.29336686
98,0.25188490
99,0.43285306
100,0.38511461
101,0.41826564
102,0.52203959
103,0.57359958
104,0.88754467
105,0.35481268
106,0.56938201
107,0.27931048
108,0.39031802
109,0.60321295
110,0.53695631
111,0.77954912
112,0.35123034
113,0.44115145
114,0.53487000
115,0.91673552
116,0.30572142
117,0.49396233
118,0.30233935
119,0.29656296
120,0.42983656
121,0.42440964
122,0.56072703
123,0.61839467
124,0.56533776
125,0.94726581
126,0.36688332
127,0.61018170
128,0.42999119
129,0.33798618
130,0.26113422
131,0.27755540
132,0.27708434
133,0.22184512
134,0.23488034
135,0.23364149
136,0.24963897
137,0.24652167
138,0.28204581
139,0.36841562
140,0.53832181
141,0.52479252
142,0.44448638
143,0.56033253
144,0.65174185
145,0.54278433
