,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,13.970,12.828,18.611,1.00,0.00,0.35021978
1,14.099,11.760,18.865,1.00,0.00,0.56018354
2,15.187,13.417,18.090,1.00,0.00,0.30375628
3,12.800,12.949,17.637,1.00,0.00,0.38883370
4,11.912,12.434,18.010,1.00,0.00,0.60550817
5,13.142,12.172,16.480,1.00,0.00,0.55532489
6,13.966,12.431,16.061,1.00,0.00,0.78483054
7,12.666,14.437,17.224,1.00,0.00,0.35242017
8,13.582,14.670,16.677,1.00,0.00,0.49878793
9,11.538,14.533,16.346,1.00,0.00,0.53473554
10,11.904,14.169,15.536,1.00,0.00,0.88286259
11,12.387,15.312,18.482,1.00,0.00,0.30856712
12,11.381,15.095,18.848,1.00,0.00,0.49761115
13,13.261,14.951,19.622,1.00,0.00,0.28851349
14,14.284,15.316,19.507,1.00,0.00,0.25210656
15,13.465,13.515,19.795,1.00,0.00,0.41043182
16,12.797,15.497,20.959,1.00,0.00,0.40450329
17,12.696,16.582,20.898,1.00,0.00,0.48117584
18,13.486,15.159,21.737,1.00,0.00,0.57303317
19,11.482,14.871,21.192,1.00,0.00,0.56896429
20,11.524,13.912,21.209,1.00,0.00,0.87856350
21,19.430,12.816,18.870,1.00,0.00,0.35019865
22,20.365,12.282,19.121,1.00,0.00,0.55344621
23,19.661,14.186,18.466,1.00,0.00,0.28591527
24,18.789,12.125,17.655,1.00,0.00,0.39066529
25,18.698,11.121,18.076,1.00,0.00,0.59856302
26,19.701,12.265,16.514,1.00,0.00,0.54404209
27,20.358,12.945,16.684,1.00,0.00,0.54332464
28,17.407,12.676,17.216,1.00,0.00,0.36705226
29,17.518,13.684,16.811,1.00,0.00,0.50186038
30,16.832,11.826,16.234,1.00,0.00,0.55137760
31,17.538,11.312,15.837,1.00,0.00,0.85990670
32,16.462,12.698,18.467,1.00,0.00,0.31352933
33,16.247,11.653,18.700,1.00,0.00,0.50835144
34,17.158,13.346,19.717,1.00,0.00,0.28862448
35,17.391,14.380,19.456,1.00,0.00,0.24641088
36,18.474,12.739,20.002,1.00,0.00,0.42096550
37,16.463,13.331,21.028,1.00,0.00,0.38660804
38,15.675,14.081,21.123,1.00,0.00,0.42278306
39,17.185,13.557,21.816,1.00,0.00,0.56217632
40,15.918,12.036,21.189,1.00,0.00,0.54838077
41,16.698,11.493,21.321,1.00,0.00,0.87822890
42,22.550,17.045,18.747,1.00,0.00,0.35350724
43,23.412,17.697,18.979,1.00,0.00,0.55828822
44,21.520,17.903,18.107,1.00,0.00,0.32557084
45,22.872,16.004,17.752,1.00,0.00,0.39315998
46,23.660,15.360,18.149,1.00,0.00,0.58785553
47,23.320,16.653,16.545,1.00,0.00,0.56122926
48,23.542,17.551,16.802,1.00,0.00,0.76179980
49,21.619,15.130,17.493,1.00,0.00,0.36089004
50,20.799,15.716,17.071,1.00,0.00,0.49840098
51,22.081,14.115,16.677,1.00,0.00,0.53795792
52,22.344,14.523,15.848,1.00,0.00,0.90354103
53,21.099,14.495,18.734,1.00,0.00,0.30608356
54,21.681,13.587,18.906,1.00,0.00,0.49120096
55,21.135,15.349,20.052,1.00,0.00,0.29105881
56,20.118,15.743,20.101,1.00,0.00,0.26566341
57,22.128,16.446,19.978,1.00,0.00,0.38464195
58,21.492,14.536,21.310,1.00,0.00,0.41935017
59,20.872,13.640,21.392,1.00,0.00,0.56072021
60,21.326,15.147,22.200,1.00,0.00,0.60138178
61,22.887,14.132,21.253,1.00,0.00,0.57472249
62,23.348,14.961,21.110,1.00,0.00,0.84294985
63,19.872,21.768,18.616,1.00,0.00,0.35271604
64,19.734,22.859,18.722,1.00,0.00,0.55296206
65,18.586,21.277,18.178,1.00,0.00,0.30295681
66,20.855,21.642,17.528,1.00,0.00,0.38742017
67,21.771,22.155,17.829,1.00,0.00,0.59640599
68,20.344,22.315,16.296,1.00,0.00,0.55002276
69,19.471,22.009,16.038,1.00,0.00,0.74945438
70,21.109,20.104,17.285,1.00,0.00,0.36394607
71,20.245,19.473,17.063,1.00,0.00,0.48657891
72,22.077,20.107,16.299,1.00,0.00,0.54376495
73,21.581,20.057,15.479,1.00,0.00,0.91593579
74,21.630,19.386,18.487,1.00,0.00,0.31307813
75,22.682,19.650,18.617,1.00,0.00,0.49914443
76,20.874,19.713,19.790,1.00,0.00,0.28718176
77,19.970,19.100,19.806,1.00,0.00,0.24817608
78,20.255,21.065,19.818,1.00,0.00,0.39458669
79,21.662,19.543,21.076,1.00,0.00,0.40332240
80,21.830,18.483,21.278,1.00,0.00,0.51102978
81,21.052,19.809,21.941,1.00,0.00,0.56296994
82,22.881,20.323,21.128,1.00,0.00,0.57331724
83,22.672,21.259,21.170,1.00,0.00,0.90802048
84,14.521,21.970,18.574,1.00,0.00,0.34656730
85,13.593,22.546,18.743,1.00,0.00,0.54895461
86,14.396,20.531,18.082,1.00,0.00,0.28120061
87,15.251,22.694,17.417,1.00,0.00,0.38717992
88,15.160,23.753,17.668,1.00,0.00,0.60585646
89,14.540,22.467,16.182,1.00,0.00,0.53816369
90,14.536,21.522,16.015,1.00,0.00,0.65690313
91,16.681,22.284,17.285,1.00,0.00,0.36014966
92,16.633,21.335,16.748,1.00,0.00,0.50083267
93,17.399,23.209,16.436,1.00,0.00,0.54283731
