,effective-born-radii
0,0.36186691
1,0.57309656
2,0.28151445
3,0.38305447
4,0.59781540
5,0.53706261
6,0.88105181
7,0.35415429
8,0.47671080
9,0.53379963
10,0.86721012
11,0.30520648
12,0.50014904
13,0.29630965
14,0.25957110
15,0.43915433
16,0.40610105
17,0.48629240
18,0.59259199
19,0.56880098
20,0.86971822
21,0.35591797
22,0.55583084
23,0.32393391
24,0.39547715
25,0.60570952
26,0.55116208
27,0.80006128
28,0.35149670
29,0.49438228
30,0.54098577
31,0.63876423
32,0.31622307
33,0.52060442
34,0.29127212
35,0.25366799
36,0.40348461
37,0.40696590
38,0.50420062
39,0.56300170
40,0.57605729
41,0.93237201
42,0.35445778
43,0.56155937
44,0.30266263
45,0.38860262
46,0.60328018
47,0.54628354
48,0.57876544
49,0.36827102
50,0.50777318
51,0.55652714
52,0.84789087
53,0.31723848
54,0.50477207
55,0.29264659
56,0.25702767
57,0.41313014
58,0.40524138
59,0.46575083
60,0.59718493
61,0.55830957
62,0.89012829
63,0.35517172
64,0.56383983
65,0.29506415
66,0.39582890
67,0.61665555
68,0.54267094
69,0.52909201
70,0.36186592
71,0.50345796
72,0.54380867
73,0.86008329
74,0.31402786
75,0.50566950
76,0.29123614
77,0.25185840
78,0.43299877
79,0.39872590
80,0.44350495
81,0.56959118
82,0.54985293
83,0.96630228
84,0.36571674
85,0.57749853
86,0.28019513
87,0.38337700
88,0.60329822
89,0.52549826
90,0.91743868
91,0.35733469
92,0.49215459
93,0.54135948
94,0.91047814
95,0.31345840
96,0.50800762
97,0.29612400
98,0.25120798
99,0.44432607
100,0.39190294
101,0.47386149
102,0.57016548
103,0.56088354
104,0.95068858
105,0.35673840
106,0.55356166
107,0.28155891
108,0.39431890
109,0.61185959
110,0.54285175
111,0.58132359
112,0.36117616
113,0.48159394
114,0.53356320
115,0.61602663
116,0.31545310
117,0.51685331
118,0.29583145
119,0.24818097
120,0.43220267
121,0.40569662
122,0.47519972
123,0.58200948
124,0.56225627
125,0.90439844
126,0.45393629
127,0.59451721
128,0.63487815
129,0.58026244
130,0.30536867
131,0.31881160
132,0.36287499
133,0.24465288
134,0.27137485
135,0.27725900
136,0.23476355
137,0.23619744
138,0.24686236
139,0.31941597
140,0.31084203
141,0.33125385
142,0.55610890
