,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,14.283,13.068,18.138,1.00,0.00,0.36186691
1,14.312,11.964,18.172,1.00,0.00,0.57309656
2,15.672,13.518,18.153,1.00,0.00,0.28151445
3,13.544,13.531,16.905,1.00,0.00,0.38305447
4,12.532,13.126,16.973,1.00,0.00,0.59781540
5,14.140,12.908,15.772,1.00,0.00,0.53706261
6,13.762,13.300,14.981,1.00,0.00,0.88105181
7,13.569,15.052,16.743,1.00,0.00,0.35415429
8,14.575,15.433,16.554,1.00,0.00,0.47671080
9,12.674,15.323,15.651,1.00,0.00,0.53379963
10,11.960,14.682,15.662,1.00,0.00,0.86721012
11,12.913,15.607,18.036,1.00,0.00,0.30520648
12,11.868,15.330,17.883,1.00,0.00,0.50014904
13,13.479,15.083,19.316,1.00,0.00,0.29630965
14,14.488,15.478,19.453,1.00,0.00,0.25957110
15,13.557,13.597,19.211,1.00,0.00,0.43915433
16,12.797,15.488,20.612,1.00,0.00,0.40610105
17,12.899,16.560,20.792,1.00,0.00,0.48629240
18,13.200,14.946,21.470,1.00,0.00,0.59259199
19,11.459,15.056,20.559,1.00,0.00,0.56880098
20,11.337,14.229,20.088,1.00,0.00,0.86971822
21,19.700,12.322,17.998,1.00,0.00,0.35591797
22,20.684,11.828,18.088,1.00,0.00,0.55583084
23,19.970,13.676,17.524,1.00,0.00,0.32393391
24,18.825,11.561,17.032,1.00,0.00,0.39547715
25,18.650,10.539,17.373,1.00,0.00,0.60570952
26,19.496,11.595,15.776,1.00,0.00,0.55116208
27,19.357,12.450,15.362,1.00,0.00,0.80006128
28,17.480,12.293,16.962,1.00,0.00,0.35149670
29,17.555,13.250,16.442,1.00,0.00,0.49438228
30,16.758,11.451,16.054,1.00,0.00,0.54098577
31,15.964,11.940,15.823,1.00,0.00,0.63876423
32,16.762,12.441,18.314,1.00,0.00,0.31622307
33,16.324,11.490,18.624,1.00,0.00,0.52060442
34,17.673,13.028,19.408,1.00,0.00,0.29127212
35,17.967,14.045,19.143,1.00,0.00,0.25366799
36,18.979,12.361,19.306,1.00,0.00,0.40348461
37,17.062,12.852,20.808,1.00,0.00,0.40696590
38,16.015,13.162,20.813,1.00,0.00,0.50420062
39,17.618,13.437,21.544,1.00,0.00,0.56300170
40,17.101,11.449,21.097,1.00,0.00,0.57605729
41,17.812,11.383,21.739,1.00,0.00,0.93237201
42,22.754,16.787,18.132,1.00,0.00,0.35445778
43,23.682,17.357,18.320,1.00,0.00,0.56155937
44,21.662,17.688,17.668,1.00,0.00,0.30266263
45,23.032,15.807,17.033,1.00,0.00,0.38860262
46,23.844,15.129,17.303,1.00,0.00,0.60328018
47,23.389,16.533,15.838,1.00,0.00,0.54628354
48,23.006,17.407,15.940,1.00,0.00,0.57876544
49,21.758,15.053,16.639,1.00,0.00,0.36827102
50,21.022,15.806,16.348,1.00,0.00,0.50777318
51,22.152,14.143,15.538,1.00,0.00,0.55652714
52,23.002,14.456,15.222,1.00,0.00,0.84789087
53,21.288,14.195,17.864,1.00,0.00,0.31723848
54,21.922,13.317,17.999,1.00,0.00,0.50477207
55,21.188,15.039,19.112,1.00,0.00,0.29264659
56,20.353,15.731,18.981,1.00,0.00,0.25702767
57,22.376,15.903,19.190,1.00,0.00,0.41313014
58,21.153,14.320,20.428,1.00,0.00,0.40524138
59,20.103,14.086,20.618,1.00,0.00,0.46575083
60,21.555,14.958,21.218,1.00,0.00,0.59718493
61,21.986,13.135,20.444,1.00,0.00,0.55830957
62,21.529,12.332,20.705,1.00,0.00,0.89012829
63,20.543,21.679,18.243,1.00,0.00,0.35517172
64,20.624,22.732,18.569,1.00,0.00,0.56383983
65,19.156,21.178,17.771,1.00,0.00,0.29506415
66,21.499,21.389,17.087,1.00,0.00,0.39582890
67,22.444,21.877,17.332,1.00,0.00,0.61665555
68,20.868,22.002,15.900,1.00,0.00,0.54267094
69,19.926,21.884,16.042,1.00,0.00,0.52909201
70,21.473,19.856,16.806,1.00,0.00,0.36186592
71,20.513,19.469,16.459,1.00,0.00,0.50345796
72,22.577,19.685,15.849,1.00,0.00,0.54380867
73,23.226,20.368,16.037,1.00,0.00,0.86008329
74,21.867,19.099,18.041,1.00,0.00,0.31402786
75,22.904,19.299,18.317,1.00,0.00,0.50566950
76,20.952,19.410,19.269,1.00,0.00,0.29123614
77,19.920,19.123,19.058,1.00,0.00,0.25185840
78,21.044,20.921,19.403,1.00,0.00,0.43299877
79,21.412,18.810,20.567,1.00,0.00,0.39872590
80,21.339,17.721,20.594,1.00,0.00,0.44350495
81,20.822,19.269,21.364,1.00,0.00,0.56959118
82,22.820,18.918,20.594,1.00,0.00,0.54985293
83,23.251,18.489,21.337,1.00,0.00,0.96630228
84,15.086,22.271,18.186,1.00,0.00,0.36571674
85,14.133,22.817,18.312,1.00,0.00,0.57749853
86,14.848,20.885,18.124,1.00,0.00,0.28019513
87,15.769,22.674,16.883,1.00,0.00,0.38337700
88,15.843,23.763,16.908,1.00,0.00,0.60329822
89,14.967,22.384,15.774,1.00,0.00,0.52549826
90,15.190,22.861,14.972,1.00,0.00,0.91743868
91,17.160,22.046,16.699,1.00,0.00,0.35733469
92,16.895,21.040,16.366,1.00,0.00,0.49215459
93,17.889,22.755,15.629,1.00,0.00,0.54135948
