,effective-born-radii
0,0.36758045
1,0.58971095
2,0.28151680
3,0.38629097
4,0.59370198
5,0.53216585
6,0.51152828
7,0.35245279
8,0.45703384
9,0.53543054
10,0.87377291
11,0.31701185
12,0.52021014
13,0.30559450
14,0.26833188
15,0.44910274
16,0.41511591
17,0.48223779
18,0.60121442
19,0.56596379
20,0.86337458
21,0.35471910
22,0.56246229
23,0.28240645
24,0.38691946
25,0.60695721
26,0.52789183
27,0.55296757
28,0.35063478
29,0.45515639
30,0.53496516
31,0.84816153
32,0.32384963
33,0.52527548
34,0.30470919
35,0.26610159
36,0.43816989
37,0.41385107
38,0.52918227
39,0.58743278
40,0.57471262
41,0.97738810
42,0.36386067
43,0.56955165
44,0.29040721
45,0.39661877
46,0.60620724
47,0.54652626
48,0.58037206
49,0.35487260
50,0.48550528
51,0.53262567
52,0.90127697
53,0.31032603
54,0.49958415
55,0.30213216
56,0.26723872
57,0.45358832
58,0.41049546
59,0.46855370
60,0.59586776
61,0.57284884
62,0.97248446
63,0.35905097
64,0.57632070
65,0.31401103
66,0.39239015
67,0.60227314
68,0.55488591
69,0.82938817
70,0.36181742
71,0.51696571
72,0.53013366
73,0.88833705
74,0.31299398
75,0.50206968
76,0.28536164
77,0.25674368
78,0.41887831
79,0.37447799
80,0.39974835
81,0.51094382
82,0.56412126
83,0.96543652
84,0.35950367
85,0.55842505
86,0.28339458
87,0.38981912
88,0.59531422
89,0.54329602
90,0.53798631
91,0.36605012
92,0.53909250
93,0.55279427
94,0.87617795
95,0.32500332
96,0.53021377
97,0.29658250
98,0.25579936
99,0.45284669
100,0.38606225
101,0.39439825
102,0.54535048
103,0.55775083
104,0.77214861
105,0.35316565
106,0.56755275
107,0.28572106
108,0.39443802
109,0.60123093
110,0.54556225
111,0.56670470
112,0.35619114
113,0.45752340
114,0.54141725
115,0.86827557
116,0.30442498
117,0.49444003
118,0.28758862
119,0.25675641
120,0.40811437
121,0.40348744
122,0.49623944
123,0.58229613
124,0.56796640
125,0.81450939
126,0.40176943
127,0.50394472
128,0.54311552
129,0.29110802
130,0.30693818
131,0.36612598
132,0.23507465
133,0.23799047
134,0.24070406
135,0.33568892
136,0.45110008
137,0.50276813
138,0.33201715
