,x,y,z,atomic-charge,atomic-radius,effective-born-radii
0,22.242,16.319,17.641,1.00,0.00,0.36281693
1,23.218,16.790,17.426,1.00,0.00,0.56525544
2,21.122,17.248,17.283,1.00,0.00,0.35985579
3,22.297,15.164,16.624,1.00,0.00,0.39644368
4,23.014,14.407,16.950,1.00,0.00,0.59857428
5,22.609,15.623,15.307,1.00,0.00,0.55379064
6,22.202,16.493,15.282,1.00,0.00,0.63870556
7,20.941,14.498,16.564,1.00,0.00,0.36704307
8,20.152,15.184,16.249,1.00,0.00,0.53537168
9,21.050,13.327,15.695,1.00,0.00,0.53177414
10,21.745,13.443,15.044,1.00,0.00,0.88672762
11,20.652,13.959,17.938,1.00,0.00,0.32177887
12,21.251,13.090,18.218,1.00,0.00,0.51306513
13,20.800,14.971,19.104,1.00,0.00,0.30681433
14,19.972,15.670,18.968,1.00,0.00,0.32583676
15,22.097,15.678,18.994,1.00,0.00,0.44880274
16,20.680,14.358,20.469,1.00,0.00,0.39506145
17,19.616,14.194,20.656,1.00,0.00,0.43496210
18,20.930,15.085,21.244,1.00,0.00,0.55599372
19,21.365,13.066,20.737,1.00,0.00,0.57532934
20,22.315,13.202,20.703,1.00,0.00,0.91993734
21,20.502,21.375,17.442,1.00,0.00,0.36379394
22,20.704,22.458,17.533,1.00,0.00,0.57625383
23,19.152,21.109,17.116,1.00,0.00,0.35701548
24,21.402,20.795,16.400,1.00,0.00,0.39375387
25,22.442,21.062,16.598,1.00,0.00,0.60532291
26,20.958,21.298,15.061,1.00,0.00,0.55337532
27,20.037,21.545,15.170,1.00,0.00,0.58730309
28,21.280,19.344,16.190,1.00,0.00,0.37524384
29,20.243,19.112,15.940,1.00,0.00,0.54744920
30,22.229,18.835,15.264,1.00,0.00,0.54279204
31,21.857,18.721,14.386,1.00,0.00,0.93916238
32,21.541,18.642,17.557,1.00,0.00,0.32609437
33,22.615,18.616,17.756,1.00,0.00,0.50033326
34,20.760,19.190,18.710,1.00,0.00,0.30494078
35,19.731,18.922,18.461,1.00,0.00,0.40416419
36,20.852,20.674,18.702,1.00,0.00,0.41537194
37,21.130,18.754,20.161,1.00,0.00,0.38470476
38,21.132,17.668,20.281,1.00,0.00,0.44073926
39,20.472,19.124,20.950,1.00,0.00,0.50981557
40,22.443,19.222,20.357,1.00,0.00,0.56875918
41,22.974,18.619,19.831,1.00,0.00,0.79588282
42,15.264,22.744,17.659,1.00,0.00,0.37612716
43,14.345,23.336,17.822,1.00,0.00,0.58198490
44,14.928,21.348,17.519,1.00,0.00,0.32080295
45,16.087,23.101,16.392,1.00,0.00,0.39086483
46,16.500,24.109,16.469,1.00,0.00,0.59699197
47,15.122,23.130,15.281,1.00,0.00,0.54858359
48,14.564,22.396,15.547,1.00,0.00,0.52863881
49,17.166,22.162,16.118,1.00,0.00,0.37624528
50,16.679,21.193,15.998,1.00,0.00,0.53951616
51,17.850,22.658,14.925,1.00,0.00,0.54976327
52,17.508,23.450,14.504,1.00,0.00,0.90761973
53,18.129,22.157,17.341,1.00,0.00,0.33194847
54,18.535,23.166,17.430,1.00,0.00,0.51914287
55,17.336,21.845,18.610,1.00,0.00,0.30834680
56,16.876,20.855,18.634,1.00,0.00,0.36178542
57,16.202,22.765,18.791,1.00,0.00,0.44188490
58,18.124,21.975,19.902,1.00,0.00,0.38440683
59,18.672,21.049,20.090,1.00,0.00,0.41829404
60,17.485,22.093,20.780,1.00,0.00,0.55416035
61,18.966,23.181,19.888,1.00,0.00,0.55159377
62,19.636,23.053,20.564,1.00,0.00,0.93188816
63,11.911,18.589,17.947,1.00,0.00,0.35810833
64,10.930,18.081,17.981,1.00,0.00,0.55652865
65,12.883,17.601,17.753,1.00,0.00,0.33121704
66,11.719,19.560,16.767,1.00,0.00,0.39509133
67,10.950,20.322,16.909,1.00,0.00,0.60577745
68,11.383,18.800,15.630,1.00,0.00,0.54147453
69,11.758,17.919,15.702,1.00,0.00,0.54034161
70,13.036,20.310,16.536,1.00,0.00,0.36780978
71,13.787,19.592,16.202,1.00,0.00,0.53992984
72,12.715,21.353,15.514,1.00,0.00,0.54241942
73,11.935,21.034,15.053,1.00,0.00,0.85750110
74,13.518,21.005,17.830,1.00,0.00,0.31900477
75,12.892,21.891,17.960,1.00,0.00,0.50486034
76,13.482,20.118,19.035,1.00,0.00,0.29964679
77,14.305,19.416,18.888,1.00,0.00,0.31999300
78,12.168,19.528,19.115,1.00,0.00,0.43465644
79,13.704,20.866,20.412,1.00,0.00,0.40470410
80,14.630,21.444,20.443,1.00,0.00,0.48877169
81,13.679,20.047,21.134,1.00,0.00,0.53262772
82,12.526,21.659,20.518,1.00,0.00,0.57152176
83,11.791,21.083,20.295,1.00,0.00,0.81317286
84,13.441,13.439,17.737,1.00,0.00,0.37150237
85,13.348,12.348,17.891,1.00,0.00,0.57295144
86,14.812,13.770,17.632,1.00,0.00,0.32612064
87,12.695,13.982,16.564,1.00,0.00,0.39726961
88,11.656,13.644,16.590,1.00,0.00,0.61928570
89,13.296,13.533,15.329,1.00,0.00,0.53793939
90,14.253,13.493,15.392,1.00,0.00,0.61677553
91,12.844,15.566,16.433,1.00,0.00,0.36869663
92,13.893,15.746,16.189,1.00,0.00,0.54367933
93,11.953,16.018,15.424,1.00,0.00,0.53285987
94,12.329,15.773,14.576,1.00,0.00,0.89697073
95,12.474,16.190,17.762,1.00,0.00,0.32635142
96,11.398,16.179,17.945,1.00,0.00,0.51349915
97,13.236,15.551,18.960,1.00,0.00,0.30416657
98,14.300,15.800,18.976,1.00,0.00,0.33626737
99,12.971,14.157,18.937,1.00,0.00,0.43617698
100,12.796,16.024,20.318,1.00,0.00,0.39180933
101,12.950,17.067,20.604,1.00,0.00,0.48197112
102,13.467,15.550,21.038,1.00,0.00,0.53187751
103,11.455,15.618,20.596,1.00,0.00,0.56995575
104,10.936,16.388,20.841,1.00,0.00,0.89604273
105,18.763,12.274,18.003,1.00,0.00,0.36246422
106,19.607,11.581,17.835,1.00,0.00,0.56825233
107,19.208,13.650,17.947,1.00,0.00,0.31188072
108,17.917,11.877,16.824,1.00,0.00,0.38336721
109,17.668,10.820,16.937,1.00,0.00,0.60063133
110,18.726,11.969,15.630,1.00,0.00,0.53346508
111,19.502,12.510,15.794,1.00,0.00,0.51915311
112,16.712,12.731,16.595,1.00,0.00,0.36572369
113,17.075,13.755,16.488,1.00,0.00,0.51226136
114,16.039,12.243,15.406,1.00,0.00,0.54698999
115,16.817,12.123,14.856,1.00,0.00,0.82994256
116,15.778,12.670,17.833,1.00,0.00,0.32547816
117,15.314,11.690,17.962,1.00,0.00,0.51932374
