,effective-born-radii
0,0.36248254
1,0.58169128
2,0.28889166
3,0.38680062
4,0.59977367
5,0.54593520
6,0.79069273
7,0.34961728
8,0.45359481
9,0.53090882
10,0.90060644
11,0.31310471
12,0.51529203
13,0.29902186
14,0.28461919
15,0.44146425
16,0.41257341
17,0.52989781
18,0.60129003
19,0.56059178
20,0.89157606
21,0.34528319
22,0.53526519
23,0.33355876
24,0.39218075
25,0.59401011
26,0.55544410
27,0.70203039
28,0.35753434
29,0.49877307
30,0.53022694
31,0.88577859
32,0.32378774
33,0.53751793
34,0.29546699
35,0.25890521
36,0.41126483
37,0.39039876
38,0.44317493
39,0.54806993
40,0.57424493
41,0.85042675
42,0.36306928
43,0.55769304
44,0.29214167
45,0.39184445
46,0.60196911
47,0.55349784
48,0.60032903
49,0.36718155
50,0.50026204
51,0.54063869
52,0.85660430
53,0.30954232
54,0.48057661
55,0.30045890
56,0.31110596
57,0.43126558
58,0.40905458
59,0.49722941
60,0.61123424
61,0.54502150
62,0.91440914
63,0.35360495
64,0.56910616
65,0.29746036
66,0.39456606
67,0.60583357
68,0.54403734
69,0.53860112
70,0.35826952
71,0.47270646
72,0.54482049
73,0.82287251
74,0.31206553
75,0.49678200
76,0.30542510
77,0.30360594
78,0.43539406
79,0.41893307
80,0.50721625
81,0.61027806
82,0.56987451
83,0.94194368
84,0.35893658
85,0.56745283
86,0.28939548
87,0.38310224
88,0.58721490
89,0.54258473
90,0.58280287
91,0.36267412
92,0.53001456
93,0.53230865
94,0.85415514
95,0.30711259
96,0.48340789
97,0.29097308
98,0.25886937
99,0.42621009
100,0.39594835
101,0.45103820
102,0.55668920
103,0.56473731
104,0.96131596
105,0.34822053
106,0.55689078
107,0.29991549
108,0.39173155
109,0.60431189
110,0.54600803
111,0.73273863
112,0.35653680
113,0.49830605
114,0.53631854
115,0.83124970
116,0.31391155
117,0.51035617
118,0.28487894
119,0.25640811
120,0.41755678
121,0.39042127
122,0.48760594
123,0.54372877
124,0.56160028
125,0.89306131
126,0.34918835
127,0.54744865
128,0.28755456
129,0.38586140
130,0.60531823
131,0.53545093
132,0.51905630
133,0.35848798
134,0.49423372
135,0.54152301
136,0.88837796
137,0.31496232
138,0.50723115
139,0.29648542
140,0.25841417
141,0.43086204
142,0.38794673
143,0.39094465
144,0.58571045
145,0.55708587
146,0.83928057
147,0.43315295
148,0.55983323
149,0.54351342
150,0.34159514
151,0.43751751
152,0.43459443
153,0.24754165
154,0.27377420
155,0.34198342
156,0.29436690
157,0.32587063
158,0.35454813
159,0.56481089
160,0.29835224
161,0.24472950
162,0.26810694
163,0.34031244
164,0.27524167
165,0.56883943
166,0.40731881
